"Manager","Report Date","Value ($000)","Shares","Option Type"
"GPS Wealth Strategies Group, LLC","12/31/2021","0","4",""
"SIGNET FINANCIAL MANAGEMENT, LLC","12/31/2021","0","3",""
"Global Wealth Management Investment Advisory, Inc.","12/31/2021","0","3",""
"Carroll Financial Associates, Inc.","12/31/2021","0","3",""
"Ancora Advisors, LLC","12/31/2021","0","3",""
"EMFO, LLC","12/31/2021","0","2",""
"Paragon Capital Management Ltd","12/31/2021","0","2",""
"Mascoma Wealth Management LLC","12/31/2021","0","2",""
"JNBA Financial Advisors","12/31/2021","0","2",""
"HHM Wealth Advisors, LLC","12/31/2021","0","2",""
"Sugarloaf Wealth Management, LLC","12/31/2021","0","2",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2021","0","2",""
"Oakworth Capital, Inc.","12/31/2021","0","2",""
"TimeScale Financial, Inc.","12/31/2021","0","2",""
"GROUP ONE TRADING, L.P.","12/31/2021","0","2",""
"Western Pacific Wealth Management, LP","12/31/2021","0","2",""
"EARNEST PARTNERS LLC","12/31/2021","0","1",""
"Artemis Wealth Advisors, LLC","12/31/2021","0","1",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2021","0","1",""
"Ahrens Investment Partners LLC","12/31/2021","0","1",""
"BOURGEON CAPITAL MANAGEMENT LLC","12/31/2021","0","1",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2021","0","1",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2021","0","1",""
"Artemis Wealth Advisors, LLC","12/31/2021","0","1",""
"Snowden Capital Advisors LLC","12/31/2021","0","1",""
"CWM, LLC","12/31/2021","0","1",""
"Kelly Financial Services LLC","12/31/2021","0","1",""
"CITY HOLDING CO","12/31/2021","0","1",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2021","0","0",""
"AdvisorNet Financial, Inc","12/31/2021","0","0",""
"Tacita Capital Inc","12/31/2021","0","0",""
