"Manager","Report Date","Value ($000)","Shares","Option Type"
"USS Investment Management Ltd","12/31/2020","68,714","3,859,406",""
"CIBC World Markets Inc.","12/31/2020","68,607","3,850,000","put"
"CREDIT SUISSE AG/","12/31/2020","66,384","3,725,313",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2020","83,123","3,673,125",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2020","65,298","3,666,125",""
"ROYAL BANK OF CANADA","12/31/2020","62,791","3,523,600","put"
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","79,317","3,501,856",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","79,317","3,501,856",""
"Galibier Capital Management Ltd.","12/31/2020","61,928","3,483,257",""
"TORONTO DOMINION BANK","12/31/2020","67,517","3,132,880",""
"Addenda Capital Inc.","12/31/2020","52,075","2,929,095",""
"Cardinal Capital Management, Inc.","12/31/2020","51,760","2,915,540",""
"DEUTSCHE BANK AG\","12/31/2020","50,597","2,839,336",""
"Bank of New York Mellon Corp","12/31/2020","49,678","2,787,786",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2020","42,728","2,403,354",""
"Schafer Cullen Capital Management Inc","12/31/2020","39,339","2,207,565",""
"Man Group plc","12/31/2020","38,157","2,146,200",""
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2020","37,474","2,102,866",""
"JUPITER ASSET MANAGEMENT LTD","12/31/2020","37,260","2,097,598",""
"Public Sector Pension Investment Board","12/31/2020","35,274","1,984,080",""
"Heathbridge Capital Management Ltd.","12/31/2020","32,684","1,837,200",""
"CIDEL ASSET MANAGEMENT INC","12/31/2020","32,066","1,803,609",""
"MORGAN STANLEY","12/31/2020","31,771","1,782,842",""
"NORTHERN TRUST CORP","12/31/2020","31,615","1,774,112",""
"HSBC HOLDINGS PLC","12/31/2020","31,456","1,764,209",""
"Mn Services Vermogensbeheer B.V.","12/31/2020","30,288","1,703,637",""
"BANK OF MONTREAL /CAN/","12/31/2020","31,928","1,702,800","call"
"MANUFACTURERS LIFE INSURANCE COMPANY, THE","12/31/2020","38,152","1,684,406",""
"AXA S.A.","12/31/2020","26,211","1,470,875",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2020","25,613","1,440,625",""
"AMP Capital Investors Ltd","12/31/2020","25,446","1,439,568",""
"APG Asset Management N.V.","12/31/2020","20,283","1,395,927",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2020","23,290","1,310,000",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2020","22,600","1,271,180",""
"Credential Qtrade Securities Inc.","12/31/2020","22,455","1,262,259",""
"BANK OF AMERICA CORP /DE/","12/31/2020","21,739","1,220,010",""
"Korea Investment CORP","12/31/2020","21,322","1,199,300",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2020","21,076","1,187,132",""
"Parametric Portfolio Associates LLC","12/31/2020","20,353","1,142,140",""
"PRUDENTIAL PLC","12/31/2020","19,894","1,116,361",""
"UBS Group AG","12/31/2020","18,438","1,034,697",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2020","18,360","1,032,602",""
"STRS OHIO","12/31/2020","17,597","989,786",""
"Hillsdale Investment Management Inc.","12/31/2020","16,570","931,750",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2020","16,464","927,438",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2020","16,252","912,009",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","15,947","894,900","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","15,947","894,900","put"
"CITIGROUP INC","12/31/2020","15,582","876,495",""
"PICTET ASSET MANAGEMENT LTD","12/31/2020","14,773","830,929",""
"AMF Pensionsforsakring AB","12/31/2020","14,772","830,891",""
"Northwest & Ethical Investments L.P.","12/31/2020","13,904","781,408",""
"Aperio Group, LLC","12/31/2020","13,871","778,371",""
"NATIXIS ADVISORS, L.P.","12/31/2020","13,404","752,210",""
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2020","13,366","751,800",""
"Neuberger Berman Group LLC","12/31/2020","13,319","744,970",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2020","13,010","730,789",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2020","11,970","673,300",""
"AVIVA PLC","12/31/2020","11,697","658,106",""
"WADE G W & INC","12/31/2020","10,709","600,942",""
"Endurance Wealth Management, Inc.","12/31/2020","10,431","585,370",""
"Investment Management Corp of Ontario","12/31/2020","10,107","567,224",""
"NN Investment Partners Holdings N.V.","12/31/2020","9,730","546,043",""
"D. E. Shaw & Co., Inc.","12/31/2020","9,471","532,500",""
"CITADEL ADVISORS LLC","12/31/2020","9,253","519,221",""
"EAGLE ASSET MANAGEMENT INC","12/31/2020","9,197","516,840",""
"FORSTA AP-FONDEN","12/31/2020","8,886","499,800",""
"JCIC Asset Management Inc.","12/31/2020","8,722","490,014",""
"Candriam Luxembourg S.C.A.","12/31/2020","8,650","486,491",""
"BARCLAYS PLC","12/31/2020","8,536","479,066",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2020","8,480","476,697",""
"JANE STREET GROUP, LLC","12/31/2020","8,467","475,148",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2020","7,651","430,300",""
"TWO SIGMA INVESTMENTS, LP","12/31/2020","7,613","427,200",""
"GRACE & WHITE INC /NY","12/31/2020","7,609","427,000",""
"Madison Asset Management, LLC","12/31/2020","6,961","390,634",""
"CANADA PENSION PLAN INVESTMENT BOARD","12/31/2020","6,812","383,188",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2020","6,744","379,020",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2020","6,384","358,245",""
"Vontobel Holding Ltd.","12/31/2020","6,811","354,772",""
"Russell Investments Group, Ltd.","12/31/2020","5,858","329,643",""
"Polar Asset Management Partners Inc.","12/31/2020","5,702","320,000","call"
"BURNEY CO/","12/31/2020","5,692","319,413",""
"Achmea Investment Management B.V.","12/31/2020","5,676","319,268",""
"ALLIANCEBERNSTEIN L.P.","12/31/2020","5,597","314,068",""
"FineMark National Bank & Trust","12/31/2020","5,291","296,900",""
"Waratah Capital Advisors Ltd.","12/31/2020","5,254","295,355",""
"FIRST NATIONAL BANK OF OMAHA","12/31/2020","5,082","285,154",""
"Cullen Capital Management, LLC","12/31/2020","4,969","278,848",""
"TWO SIGMA ADVISERS, LP","12/31/2020","4,956","278,107",""
"SHELL ASSET MANAGEMENT CO","12/31/2020","4,944","278,061",""
"Walleye Trading LLC","12/31/2020","4,794","269,000","call"
"Erste Asset Management GmbH","12/31/2020","4,489","253,520",""
"PEAK6 Investments LLC","12/31/2020","4,348","244,000","call"
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2020","4,255","239,339",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2020","4,243","238,094",""
"Walleye Trading LLC","12/31/2020","4,182","234,700","put"
"Barry Investment Advisors, LLC","12/31/2020","4,169","233,956",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","4,156","233,200","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","4,156","233,200","call"
"PEAK6 Investments LLC","12/31/2020","4,011","225,100","put"
"Marshall Wace North America L.P.","12/31/2020","3,947","221,852",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2020","3,594","201,711",""
"Selective Wealth Management, Inc.","12/31/2020","3,453","194,171",""
"Westpac Banking Corp","12/31/2020","4,265","188,330",""
"PCJ Investment Counsel Ltd.","12/31/2020","3,285","184,621",""
"Lorne Steinberg Wealth Management Inc.","12/31/2020","3,182","178,257",""
"Pendal Group Limited","12/31/2020","3,094","173,917",""
"Crossmark Global Holdings, Inc.","12/31/2020","3,061","171,783",""
"Quantbot Technologies LP","12/31/2020","3,055","171,466",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2020","2,966","166,485",""
"Quadrature Capital Ltd","12/31/2020","2,895","163,000",""
"AMERIPRISE FINANCIAL INC","12/31/2020","2,891","162,243",""
"RAYMOND JAMES & ASSOCIATES","12/31/2020","2,815","158,318",""
"QS Investors, LLC","12/31/2020","2,750","154,558",""
"Raymond James Financial Services Advisors, Inc.","12/31/2020","2,668","150,068",""
"UBS Group AG","12/31/2020","2,673","150,000","put"
"UBS Group AG","12/31/2020","2,673","150,000","call"
"MARSHALL WACE, LLP","12/31/2020","2,631","148,050",""
"Smith Asset Management Group LP","12/31/2020","2,566","144,010",""
"LPL Financial LLC","12/31/2020","2,492","139,858",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2020","2,474","138,681",""
"Vident Investment Advisory, LLC","12/31/2020","2,247","126,374",""
"COMERICA BANK","12/31/2020","2,286","120,566",""
"FOSTER & MOTLEY INC","12/31/2020","2,135","119,828",""
"AMERICAN CENTURY COMPANIES INC","12/31/2020","2,013","113,137",""
"Rathbone Brothers plc","12/31/2020","1,950","109,655",""
"FIERA CAPITAL CORP","12/31/2020","1,858","104,734",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2020","1,833","102,874",""
"GROUP ONE TRADING, L.P.","12/31/2020","1,762","98,870",""
"Pacifica Partners Inc.","12/31/2020","1,635","93,254",""
"CITADEL ADVISORS LLC","12/31/2020","1,661","93,200","put"
"SIGNET FINANCIAL MANAGEMENT, LLC","12/31/2020","1,582","88,803",""
"US BANCORP \DE\","12/31/2020","1,566","87,913",""
"Covenant Multifamily Offices, LLC","12/31/2020","1,536","86,193",""
"Schonfeld Strategic Advisors LLC","12/31/2020","1,520","86,100",""
"Ensign Peak Advisors, Inc","12/31/2020","1,485","83,500",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2020","1,487","83,498",""
"ATRIA INVESTMENTS LLC","12/31/2020","1,463","82,123",""
"EATON VANCE MANAGEMENT","12/31/2020","1,455","81,638",""
"EATON VANCE MANAGEMENT","12/31/2020","1,455","81,638",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2020","1,360","76,474",""
"BLAIR WILLIAM & CO/IL","12/31/2020","1,362","76,418",""
"CLARET ASSET MANAGEMENT Corp","12/31/2020","1,359","76,344",""
"HOLLENCREST CAPITAL MANAGEMENT","12/31/2020","1,261","70,786",""
"Advisors Asset Management, Inc.","12/31/2020","1,156","64,873",""
"KAMES CAPITAL plc","12/31/2020","1,150","64,759",""
"STIFEL FINANCIAL CORP","12/31/2020","1,130","63,391",""
"TODD ASSET MANAGEMENT LLC","12/31/2020","1,098","61,617",""
"Weather Gauge Advisory, LLC","12/31/2020","1,095","61,439",""
"Quantitative Investment Management, LLC","12/31/2020","1,070","60,063",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2020","1,058","59,357",""
"MARSHALL WACE ASIA Ltd","12/31/2020","1,007","57,100",""
"PNC Financial Services Group, Inc.","12/31/2020","973","54,618",""
"Coastline Trust Co","12/31/2020","959","53,840",""
"HighTower Advisors, LLC","12/31/2020","948","53,339",""
"BROOKFIELD ASSET MANAGEMENT INC.","12/31/2020","920","51,853",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2020","889","50,361",""
"AlphaCrest Capital Management LLC","12/31/2020","888","49,834",""
"Creative Planning","12/31/2020","880","49,357",""
"NATIXIS","12/31/2020","871","48,989",""
"Cinctive Capital Management LP","12/31/2020","836","47,029",""
"Wealth Alliance","12/31/2020","836","46,897",""
"Midwest Wealth Management Inc.","12/31/2020","836","46,886",""
"ROYAL BANK OF CANADA","12/31/2020","829","46,500","call"
"M&T Bank Corp","12/31/2020","800","44,881",""
"S. R. Schill & Associates","12/31/2020","781","43,832",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2020","769","43,205",""
"Bartlett & Co. LLC","12/31/2020","770","43,205",""
"Cambridge Investment Research Advisors, Inc.","12/31/2020","768","43,117",""
"Janney Montgomery Scott LLC","12/31/2020","763","42,816",""
"BOSTON PRIVATE WEALTH LLC","12/31/2020","759","42,609",""
"MILLENNIUM MANAGEMENT LLC","12/31/2020","734","41,176",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","717","40,213",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","717","40,213",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2020","712","39,963",""
"BOWEN HANES & CO INC","12/31/2020","710","39,865",""
"Qtron Investments LLC","12/31/2020","678","38,111",""
"Moors & Cabot, Inc.","12/31/2020","667","37,482",""
"GLENMEDE TRUST CO NA","12/31/2020","639","35,887",""
"BOKF, NA","12/31/2020","633","35,546",""
"HBK Sorce Advisory LLC","12/31/2020","594","33,314",""
"Trexquant Investment LP","12/31/2020","591","33,151",""
"GRIMES & COMPANY, INC.","12/31/2020","579","32,539",""
"ONTARIO TEACHERS PENSION PLAN BOARD","12/31/2020","564","31,703",""
"Legg Mason Asset Management (Japan) Co., Ltd.","12/31/2020","552","31,049",""
"Tower Research Capital LLC (TRC)","12/31/2020","535","30,060",""
"CIGNA INVESTMENTS INC /NEW","12/31/2020","528","29,686",""
"RAYMOND JAMES TRUST N.A.","12/31/2020","528","29,606",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2020","519","29,097",""
"Tacita Capital Inc","12/31/2020","515","28,982",""
"TORONTO DOMINION BANK","12/31/2020","502","28,300",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2020","489","27,424",""
"CITADEL ADVISORS LLC","12/31/2020","488","27,400","call"
"WOLVERINE TRADING, LLC","12/31/2020","448","25,400","put"
"SIGNATUREFD, LLC","12/31/2020","442","24,811",""
"Gulf International Bank (UK) Ltd","12/31/2020","439","24,716",""
"XPONANCE, INC.","12/31/2020","436","24,535",""
"Tributary Capital Management, LLC","12/31/2020","435","24,400",""
"Kestra Advisory Services, LLC","12/31/2020","427","24,220",""
"WMS Partners, LLC","12/31/2020","428","24,018",""
"TRUIST FINANCIAL CORP","12/31/2020","420","23,611",""
"MONTAG A & ASSOCIATES INC","12/31/2020","420","23,574",""
"ADVISOR PARTNERS LLC","12/31/2020","416","23,370",""
"BUCKINGHAM STRATEGIC WEALTH, LLC","12/31/2020","410","22,999",""
"MITCHELL & PAHL PRIVATE WEALTH, LLC","12/31/2020","381","21,395",""
"VAN ECK ASSOCIATES CORP","12/31/2020","380","21,371",""
"Cullen/Frost Bankers, Inc.","12/31/2020","378","21,200",""
"Private Advisor Group, LLC","12/31/2020","373","20,926",""
"Cetera Advisors LLC","12/31/2020","370","20,778",""
"Lingohr & Partner Asset Management GmbH","12/31/2020","365","20,600",""
"Sigma Planning Corp","12/31/2020","367","20,598",""
"HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND","12/31/2020","365","20,479",""
"BURKE & HERBERT BANK & TRUST CO","12/31/2020","352","19,796",""
"WOLVERINE TRADING, LLC","12/31/2020","339","19,200","call"
"BROWN BROTHERS HARRIMAN & CO","12/31/2020","342","19,196",""
"Curated Wealth Partners LLC","12/31/2020","341","19,137",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2020","339","19,000",""
"Laurel Wealth Advisors, Inc.","12/31/2020","335","18,796",""
"JANE STREET GROUP, LLC","12/31/2020","328","18,400","call"
"COLONY GROUP LLC","12/31/2020","325","18,265",""
"Fayez Sarofim & Co","12/31/2020","319","17,928",""
"OPPENHEIMER & CO INC","12/31/2020","319","17,922",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2020","318","17,821",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2020","317","17,812",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2020","310","17,544",""
"Boothe Investment Group, Inc.","12/31/2020","311","17,450",""
"Doyle Wealth Management","12/31/2020","307","17,225",""
"FINANCIAL COUNSELORS INC","12/31/2020","307","17,218",""
"DERBY & COMPANY, INC","12/31/2020","306","17,184",""
"SEI INVESTMENTS CO","12/31/2020","304","17,152",""
"C M BIDWELL & ASSOCIATES LTD","12/31/2020","296","16,605",""
"HRT FINANCIAL LP","12/31/2020","294","16,516",""
"BAKER TILLY FINANCIAL, LLC","12/31/2020","292","16,388",""
"WEALTHSOURCE PARTNERS, LLC","12/31/2020","291","16,340",""
"SUMMIT FINANCIAL GROUP INC","12/31/2020","289","16,194",""
"Pacer Advisors, Inc.","12/31/2020","286","16,067",""
"Covington Capital Management","12/31/2020","273","15,345",""
"Cetera Advisor Networks LLC","12/31/2020","269","15,086",""
"Community Bank, N.A.","12/31/2020","267","15,000",""
"Paloma Partners Management Co","12/31/2020","265","14,889",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2020","259","14,598",""
"PARK NATIONAL CORP /OH/","12/31/2020","257","14,423",""
"REGENTATLANTIC CAPITAL LLC","12/31/2020","255","14,332",""
"Concord Wealth Partners","12/31/2020","254","14,275",""
"Fisher Asset Management, LLC","12/31/2020","233","13,090",""
"Gyon Technologies Capital Management, LP","12/31/2020","227","12,730",""
"MATHER GROUP, LLC.","12/31/2020","224","12,574",""
"Checchi Capital Advisers, LLC","12/31/2020","218","12,258",""
"BALASA DINVERNO & FOLTZ LLC","12/31/2020","214","12,006",""
"KARPAS STRATEGIES, LLC","12/31/2020","214","12,000",""
"Kistler-Tiffany Companies, LLC","12/31/2020","211","11,835",""
"Opus Capital Group, LLC","12/31/2020","209","11,751",""
"TORONTO DOMINION BANK","12/31/2020","206","11,600",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2020","206","11,541",""
"BRANDES INVESTMENT PARTNERS, LP","12/31/2020","198","11,186",""
"Pekin Hardy Strauss, Inc.","12/31/2020","198","11,124",""
"REGIONS FINANCIAL CORP","12/31/2020","198","11,121",""
"Capital International Investors","12/31/2020","198","11,100",""
"Stanley-Laman Group, Ltd.","12/31/2020","196","10,974",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2020","195","10,946",""
"FIRST NATIONAL BANK & TRUST CO OF NEWTOWN","12/31/2020","194","10,892",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2020","194","10,871",""
"Steward Partners Investment Advisory, LLC","12/31/2020","192","10,808",""
"HAP Trading, LLC","12/31/2020","2","10,800","put"
"NEVILLE RODIE & SHAW INC","12/31/2020","190","10,660",""
"Community Bank of Raymore","12/31/2020","190","10,656",""
"Cubist Systematic Strategies, LLC","12/31/2020","189","10,596",""
"PEAK6 Investments LLC","12/31/2020","188","10,555",""
"Knights of Columbus Asset Advisors LLC","12/31/2020","186","10,418",""
"SYNOVUS FINANCIAL CORP","12/31/2020","182","10,201",""
"AE Wealth Management LLC","12/31/2020","179","10,027",""
"DC Investments Management, LLC","12/31/2020","178","10,006",""
"Hunting Hill Global Capital, LLC","12/31/2020","176","10,000",""
"HUNTINGTON NATIONAL BANK","12/31/2020","175","9,820",""
"First Bank & Trust","12/31/2020","169","9,490",""
"QUADRANT CAPITAL GROUP LLC","12/31/2020","167","9,383",""
"FSA Wealth Management LLC","12/31/2020","167","9,369",""
"AMERICAN NATIONAL BANK","12/31/2020","165","9,262",""
"Cumberland Partners Ltd","12/31/2020","155","8,747",""
"Mercer Capital Advisers, Inc.","12/31/2020","143","8,000",""
"Truvestments Capital LLC","12/31/2020","137","7,669",""
"Geneos Wealth Management Inc.","12/31/2020","158","7,371",""
"New Capital Management LP","12/31/2020","123","6,921",""
"Baystate Wealth Management LLC","12/31/2020","122","6,831",""
"AdvisorNet Financial, Inc","12/31/2020","115","6,478",""
"Banque Cantonale Vaudoise","12/31/2020","116","6,475",""
"Graves-Light Private Wealth Management, Inc.","12/31/2020","108","6,053",""
"BESSEMER GROUP INC","12/31/2020","106","5,961",""
"WHITTIER TRUST CO","12/31/2020","104","5,850",""
"Cutler Group LP","12/31/2020","99","5,600",""
"Ropes Wealth Advisors LLC","12/31/2020","98","5,492",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2020","93","5,223",""
"PLATINUM INVESTMENT MANAGEMENT LTD","12/31/2020","89","4,999",""
"American Portfolios Advisors","12/31/2020","88","4,974",""
"NEXT Financial Group, Inc","12/31/2020","88","4,920",""
"CWM, LLC","12/31/2020","95","4,827",""
"PROEQUITIES, INC.","12/31/2020","84","4,707",""
"MCF Advisors LLC","12/31/2020","71","4,000",""
"FIFTH THIRD BANCORP","12/31/2020","70","3,903",""
"Kelly Financial Services LLC","12/31/2020","66","3,747",""
"WASHINGTON TRUST Co","12/31/2020","66","3,679",""
"Private Capital Group, LLC","12/31/2020","65","3,642",""
"Glassman Wealth Services","12/31/2020","63","3,537",""
"Baron Silver Stevens Financial Advisors, LLC","12/31/2020","62","3,534",""
"Parkside Financial Bank & Trust","12/31/2020","61","3,420",""
"CoreFirst Bank & Trust","12/31/2020","58","3,244",""
"CREDIT AGRICOLE S A","12/31/2020","53","3,000",""
"Cutler Group LP","12/31/2020","0","3,000","put"
"BALDWIN BROTHERS INC/MA","12/31/2020","50","2,780",""
"Parallel Advisors, LLC","12/31/2020","49","2,737",""
"Pinnacle Wealth Planning Services, Inc.","12/31/2020","47","2,660",""
"SALEM INVESTMENT COUNSELORS INC","12/31/2020","45","2,500",""
"Lindbrook Capital, LLC","12/31/2020","43","2,397",""
"Sandy Spring Bank","12/31/2020","43","2,387",""
"Capital Analysts, LLC","12/31/2020","42","2,385",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2020","41","2,300",""
"Eudaimonia Partners, LLC","12/31/2020","38","2,126",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2020","37","2,090",""
"Sowell Financial Services LLC","12/31/2020","37","2,088",""
"Center for Financial Planning, Inc.","12/31/2020","37","2,074",""
"SIMPLEX TRADING, LLC","12/31/2020","35","1,993",""
"FourThought Financial, LLC","12/31/2020","34","1,964",""
"Financial Perspectives, Inc","12/31/2020","31","1,766",""
"Plante Moran Financial Advisors, LLC","12/31/2020","31","1,732",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2020","32","1,696",""
"Costello Asset Management, INC","12/31/2020","30","1,688",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2020","29","1,632",""
"Bedel Financial Consulting, Inc.","12/31/2020","29","1,630",""
"Rosenberg Matthew Hamilton","12/31/2020","29","1,603",""
"Oder Investment Management, LLC","12/31/2020","28","1,597",""
"Carmichael Hill & Associates, Inc.","12/31/2020","27","1,527",""
"Hudock, Inc.","12/31/2020","26","1,494",""
"Riggs Asset Managment Co. Inc.","12/31/2020","26","1,480",""
"Legacy Bridge, LLC","12/31/2020","26","1,460",""
"Anchor Investment Management, LLC","12/31/2020","25","1,437",""
"Interchange Capital Partners, LLC","12/31/2020","25","1,403",""
"Enterprise Trust & Investment Co","12/31/2020","27","1,400",""
"Freedman Financial Associates, Inc.","12/31/2020","25","1,393",""
"Ancora Advisors, LLC","12/31/2020","25","1,388",""
"Sargent Bickham Lagudis LLC","12/31/2020","28","1,316",""
"Sargent Bickham Lagudis LLC","12/31/2020","23","1,316",""
"Freestone Capital Holdings, LLC","12/31/2020","22","1,246",""
"Sawyer & Company, Inc","12/31/2020","21","1,206",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2020","21","1,200",""
"Charter Oak Capital Management, LLC","12/31/2020","21","1,194",""
"MUFG Americas Holdings Corp","12/31/2020","21","1,192",""
"PEOPLES FINANCIAL SERVICES CORP.","12/31/2020","21","1,192",""
"PNC Financial Services Group, Inc.","12/31/2020","21","1,160",""
"Advisory Services Network, LLC","12/31/2020","20","1,139",""
"Atlas Private Wealth Advisors","12/31/2020","20","1,099",""
"Oakworth Capital, Inc.","12/31/2020","19","1,062",""
"Global Retirement Partners, LLC","12/31/2020","19","1,056",""
"Coastal Capital Group, Inc.","12/31/2020","19","1,045",""
"CITIGROUP INC","12/31/2020","18","1,000","call"
"Firestone Capital Management","12/31/2020","18","1,000",""
"SONORA INVESTMENT MANAGEMENT, LLC","12/31/2020","18","1,000",""
"Twin Tree Management, LP","12/31/2020","18","1,000","put"
"CENTRAL TRUST Co","12/31/2020","17","946",""
"TSFG, LLC","12/31/2020","16","904",""
"Jacobi Capital Management LLC","12/31/2020","16","902",""
"Twin Tree Management, LP","12/31/2020","16","900","call"
"Accel Wealth Management","12/31/2020","16","893",""
"HM PAYSON & CO","12/31/2020","16","883",""
"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC","12/31/2020","15","839",""
"HARVEST GROUP WEALTH MANAGEMENT, LLC","12/31/2020","15","834",""
