"Manager","Report Date","Value ($000)","Shares","Option Type"
"PCJ Investment Counsel Ltd.","12/31/2018","24,016","1,693,391",""
"Korea Investment CORP","12/31/2018","23,714","1,672,099",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2018","23,634","1,665,769",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2018","22,650","1,597,066",""
"AVIVA PLC","12/31/2018","22,396","1,576,218",""
"State of Tennessee, Treasury Department","12/31/2018","22,184","1,563,562",""
"Heathbridge Capital Management Ltd.","12/31/2018","21,910","1,543,100",""
"Parametric Portfolio Associates LLC","12/31/2018","21,532","1,517,425",""
"MANUFACTURERS LIFE INSURANCE COMPANY, THE","12/31/2018","21,257","1,498,006",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2018","19,203","1,353,109",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2018","18,949","1,333,834",""
"PRUDENTIAL PLC","12/31/2018","18,238","1,285,306",""
"UBS Group AG","12/31/2018","16,342","1,151,614",""
"Mn Services Vermogensbeheer B.V.","12/31/2018","13,459","1,084,887",""
"Northwest & Ethical Investments L.P.","12/31/2018","15,209","1,071,983",""
"Credential Qtrade Securities Inc.","12/31/2018","15,002","1,057,395",""
"MUFG Securities EMEA plc","12/31/2018","14,190","1,000,000",""
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2018","13,242","933,700",""
"Hillsdale Investment Management Inc.","12/31/2018","12,559","884,200",""
"CITIGROUP INC","12/31/2018","12,432","876,613",""
"Man Group plc","12/31/2018","12,234","862,519",""
"JCIC Asset Management Inc.","12/31/2018","12,121","853,378",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2018","12,080","851,282",""
"RENAISSANCE GROUP LLC","12/31/2018","11,878","837,079",""
"BARCLAYS PLC","12/31/2018","11,659","821,577",""
"Galibier Capital Management Ltd.","12/31/2018","11,085","781,600",""
"HSBC HOLDINGS PLC","12/31/2018","10,799","761,792",""
"Bridgewater Associates, LP","12/31/2018","10,718","755,746",""
"D. E. Shaw & Co., Inc.","12/31/2018","10,537","740,397",""
"AMP Capital Investors Ltd","12/31/2018","10,066","719,444",""
"PICTET ASSET MANAGEMENT LTD","12/31/2018","9,980","703,679",""
"OMERS ADMINISTRATION Corp","12/31/2018","9,805","691,390",""
"TORONTO DOMINION BANK","12/31/2018","9,205","647,843",""
"BANK OF MONTREAL /CAN/","12/31/2018","8,789","619,400","call"
"APG Asset Management N.V.","12/31/2018","7,373","594,296",""
"APG Asset Management N.V.","12/31/2018","7,373","594,296",""
"NN Investment Partners Holdings N.V.","12/31/2018","8,108","571,374",""
"NATIXIS ADVISORS, L.P.","12/31/2018","8,063","568,263",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2018","10,466","540,300",""
"Hansberger Growth Investors, LP","12/31/2018","7,542","531,476",""
"Aperio Group, LLC","12/31/2018","7,296","514,151",""
"GRACE & WHITE INC /NY","12/31/2018","7,107","500,850",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","6,827","481,100","put"
"TORONTO DOMINION BANK","12/31/2018","6,734","473,900",""
"ROYAL BANK OF CANADA","12/31/2018","6,428","453,000","put"
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2018","5,951","419,138",""
"Assenagon Asset Management S.A.","12/31/2018","5,300","373,483",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2018","5,188","365,850",""
"Waratah Capital Advisors Ltd.","12/31/2018","5,096","356,875",""
"Endurance Wealth Management, Inc.","12/31/2018","4,830","340,398",""
"TIAA CREF INVESTMENT MANAGEMENT LLC","12/31/2018","4,607","324,688",""
"Decatur Capital Management, Inc.","12/31/2018","4,593","323,670",""
"Commonwealth Bank of Australia","12/31/2018","4,333","305,587",""
"SEI INVESTMENTS CO","12/31/2018","4,141","291,100",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2018","4,089","288,147",""
"FORSTA AP-FONDEN","12/31/2018","3,890","274,300",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","3,819","269,103",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2018","3,819","269,100","call"
"HENNESSY ADVISORS INC","12/31/2018","3,758","264,800",""
"TORONTO DOMINION BANK","12/31/2018","3,633","255,600",""
"Seacliff Capital, LLC","12/31/2018","3,548","250,000",""
"FineMark National Bank & Trust","12/31/2018","3,514","247,614",""
"Daiwa SB Investments Ltd.","12/31/2018","3,452","243,250",""
"BNP PARIBAS ASSET MANAGEMENT Holding S.A.","12/31/2018","3,359","240,253",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2018","3,323","234,177",""
"ALLIANCEBERNSTEIN L.P.","12/31/2018","3,270","230,433",""
"Barry Investment Advisors, LLC","12/31/2018","3,268","230,291",""
"ROYAL BANK OF CANADA","12/31/2018","3,240","228,300","call"
"Marshall Wace North America L.P.","12/31/2018","3,061","215,888",""
"Erste Asset Management GmbH","12/31/2018","2,924","209,000",""
"Crossmark Global Holdings, Inc.","12/31/2018","2,797","197,101",""
"NEW YORK STATE COMMON RETIREMENT FUND","12/31/2018","2,662","187,614",""
"RAYMOND JAMES & ASSOCIATES","12/31/2018","2,649","186,669",""
"WADE G W & INC","12/31/2018","2,645","186,431",""
"SG Americas Securities, LLC","12/31/2018","2,506","176,600",""
"SHELL ASSET MANAGEMENT CO","12/31/2018","2,425","171,004",""
"BLAIR WILLIAM & CO/IL","12/31/2018","2,370","167,050",""
"SEVEN EIGHT CAPITAL, LP","12/31/2018","2,358","166,174",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2018","2,341","164,978",""
"FIRST NATIONAL BANK OF OMAHA","12/31/2018","2,329","164,127",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2018","2,283","160,787",""
"Quadrature Capital Ltd","12/31/2018","2,262","159,100",""
"Smith Asset Management Group LP","12/31/2018","2,123","149,610",""
"Granite Investment Advisors, LLC","12/31/2018","2,093","147,507",""
"Raymond James Financial Services Advisors, Inc.","12/31/2018","2,062","145,263",""
"ELEMENT CAPITAL MANAGEMENT LLC","12/31/2018","2,020","142,371",""
"Cubist Systematic Strategies, LLC","12/31/2018","1,991","140,244",""
"CULLEN CAPITAL MANAGEMENT, LLC","12/31/2018","1,984","139,815",""
"Cipher Capital LP","12/31/2018","1,977","139,304",""
"Candriam Luxembourg S.C.A.","12/31/2018","1,906","134,389",""
"PDT Partners, LLC","12/31/2018","1,894","133,491",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2018","1,886","132,891",""
"Neuberger Berman Group LLC","12/31/2018","1,878","131,819",""
"US BANCORP \DE\","12/31/2018","1,835","129,354",""
"COMERICA BANK","12/31/2018","1,973","124,491",""
"BOWEN HANES & CO INC","12/31/2018","1,753","123,540",""
"BancorpSouth Bank","12/31/2018","1,746","123,055",""
"Bell Bank","12/31/2018","1,666","117,398",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2018","2,341","113,738",""
"Trexquant Investment LP","12/31/2018","1,516","106,849",""
"CLARET ASSET MANAGEMENT Corp","12/31/2018","1,470","103,509",""
"JANE STREET GROUP, LLC","12/31/2018","1,451","102,290",""
"A.R.T. Advisors, LLC","12/31/2018","1,386","97,700",""
"Vident Investment Advisory, LLC","12/31/2018","1,339","94,389",""
"AXA","12/31/2018","1,321","93,086",""
"CITADEL ADVISORS LLC","12/31/2018","1,269","89,400","put"
"Rathbone Brothers plc","12/31/2018","1,245","87,800",""
"Russell Investments Group, Ltd.","12/31/2018","1,240","87,300",""
"CAPITAL GUARDIAN TRUST CO","12/31/2018","1,185","83,500",""
"Weather Gauge Advisory, LLC","12/31/2018","1,132","79,745",""
"BB&T CORP","12/31/2018","1,128","79,501",""
"HOLLENCREST CAPITAL MANAGEMENT","12/31/2018","1,004","70,786",""
"Eaton Vance Management","12/31/2018","999","70,424",""
"MACQUARIE GROUP LTD","12/31/2018","995","70,060",""
"WELD CAPITAL MANAGEMENT LLC","12/31/2018","972","68,498",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2018","960","67,681",""
"Dynamic Technology Lab Private Ltd","12/31/2018","958","67,517",""
"AlphaCrest Capital Management LLC","12/31/2018","950","66,917",""
"KAMES CAPITAL plc","12/31/2018","918","64,759",""
"STEVENS CAPITAL MANAGEMENT LP","12/31/2018","911","64,216",""
"PNC Financial Services Group, Inc.","12/31/2018","894","63,064",""
"Verition Fund Management LLC","12/31/2018","882","62,152",""
"HBK INVESTMENTS L P","12/31/2018","869","61,247",""
"BANK OF MONTREAL /CAN/","12/31/2018","851","60,000","put"
"Creative Planning","12/31/2018","845","59,539",""
"CITADEL ADVISORS LLC","12/31/2018","807","56,900","call"
"WOLVERINE TRADING, LLC","12/31/2018","794","56,800","call"
"COMMERZBANK AKTIENGESELLSCHAFT /FI","12/31/2018","804","56,689",""
"Coastline Trust Co","12/31/2018","782","55,080",""
"LADENBURG THALMANN FINANCIAL SERVICES INC.","12/31/2018","776","54,506",""
"Mork Capital Management, LLC","12/31/2018","762","53,700",""
"MILLENNIUM MANAGEMENT LLC","12/31/2018","737","51,953",""
"M&T Bank Corp","12/31/2018","698","49,184",""
"LPL Financial LLC","12/31/2018","673","47,459",""
"Zurich Insurance Group Ltd/FI","12/31/2018","670","47,219",""
"Quantitative Systematic Strategies LLC","12/31/2018","666","46,969",""
"Bartlett & Co. LLC","12/31/2018","660","46,480",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2018","659","46,480",""
"PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO","12/31/2018","651","45,901",""
"Bayesian Capital Management, LP","12/31/2018","650","45,800",""
"Gideon Capital Advisors, Inc.","12/31/2018","630","44,399",""
"Cambridge Investment Research Advisors, Inc.","12/31/2018","628","44,285",""
"STIFEL FINANCIAL CORP","12/31/2018","607","42,874",""
"Quantbot Technologies LP","12/31/2018","590","41,600",""
"WOLVERINE TRADING, LLC","12/31/2018","580","41,500","put"
"BOKF, NA","12/31/2018","580","40,894",""
"Moors & Cabot, Inc.","12/31/2018","565","39,907",""
"Gulf International Bank (UK) Ltd","12/31/2018","529","37,286",""
"Advisor Group, Inc.","12/31/2018","520","36,625",""
"AMERIPRISE FINANCIAL INC","12/31/2018","514","36,232",""
"FORT PITT CAPITAL GROUP, LLC","12/31/2018","509","35,884",""
"PRUDENTIAL FINANCIAL INC","12/31/2018","509","35,868",""
"MARTIN CURRIE LTD","12/31/2018","497","35,037",""
"BlueCrest Capital Management Ltd","12/31/2018","479","33,731",""
"Quantitative Investment Management, LLC","12/31/2018","476","33,600",""
"Janney Montgomery Scott LLC","12/31/2018","475","33,504",""
"Freestone Capital Holdings, LLC","12/31/2018","474","33,402",""
"HighTower Advisors, LLC","12/31/2018","475","33,379",""
"Baird Financial Group, Inc.","12/31/2018","473","33,299",""
"Private Advisor Group, LLC","12/31/2018","467","32,894",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2018","443","31,200",""
"GRIMES & COMPANY, INC.","12/31/2018","441","31,027",""
"Riverview Trust Co","12/31/2018","430","30,310",""
"World Asset Management Inc","12/31/2018","426","30,012",""
"WESBANCO BANK INC","12/31/2018","424","29,878",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2018","421","29,727",""
"Blueshift Asset Management, LLC","12/31/2018","413","29,091",""
"MARSHALL WACE, LLP","12/31/2018","404","28,400",""
"CIGNA INVESTMENTS INC /NEW","12/31/2018","400","28,198",""
"ATRIA INVESTMENTS LLC","12/31/2018","392","27,657",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2018","392","27,598",""
"Schonfeld Strategic Advisors LLC","12/31/2018","377","26,600",""
"MARSHALL WACE ASIA Ltd","12/31/2018","394","26,200",""
"MML INVESTORS SERVICES, LLC","12/31/2018","367","25,863",""
"Walleye Trading LLC","12/31/2018","360","25,351",""
"Buckingham Asset Management, LLC","12/31/2018","357","25,180",""
"WMS Partners, LLC","12/31/2018","347","24,475",""
"Fulton Bank, N.A.","12/31/2018","347","24,470",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2018","342","24,454",""
"Doyle Wealth Management","12/31/2018","345","24,325",""
"STATE STREET CORP","12/31/2018","344","24,225",""
"Neuburgh Advisers LLC","12/31/2018","352","23,970",""
"Cetera Advisors LLC","12/31/2018","328","23,280",""
"Advisors Asset Management, Inc.","12/31/2018","327","23,075",""
"MONTAG A & ASSOCIATES INC","12/31/2018","327","23,024",""
"GAM Holding AG","12/31/2018","318","22,421",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2018","430","22,212",""
"BESSEMER GROUP INC","12/31/2018","310","21,825",""
"REGENTATLANTIC CAPITAL LLC","12/31/2018","308","21,687",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2018","299","21,096",""
"OPPENHEIMER & CO INC","12/31/2018","298","21,017",""
"BB&T SECURITIES, LLC","12/31/2018","290","20,468",""
"FOX RUN MANAGEMENT, L.L.C.","12/31/2018","290","20,406",""
"ExodusPoint Capital Management, LP","12/31/2018","288","20,326",""
"Walleye Trading LLC","12/31/2018","288","20,300","call"
"TWO SIGMA SECURITIES, LLC","12/31/2018","286","20,189",""
"BURKE & HERBERT BANK & TRUST CO","12/31/2018","281","19,838",""
"Flinton Capital Management LLC","12/31/2018","290","19,740",""
"Capital Returns Management, LLC","12/31/2018","276","19,408",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2018","272","19,196",""
"Stratos Wealth Partners, LTD.","12/31/2018","272","19,193",""
"Timbercreek Investment Management Inc.","12/31/2018","262","18,444",""
"Fayez Sarofim & Co","12/31/2018","254","17,928",""
"Cetera Advisor Networks LLC","12/31/2018","253","17,808",""
"Pegasus Partners Ltd.","12/31/2018","248","17,506",""
"Boothe Investment Group, Inc.","12/31/2018","248","17,450",""
"QS Investors, LLC","12/31/2018","236","16,608",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2018","234","16,500",""
"Cerebellum GP, LLC","12/31/2018","233","16,420",""
"NumerixS Investment Technologies Inc","12/31/2018","228","16,300",""
"QUADRANT CAPITAL GROUP LLC","12/31/2018","218","16,173",""
"SIGNATUREFD, LLC","12/31/2018","228","16,063",""
"Laurel Wealth Advisors, Inc.","12/31/2018","227","16,000",""
"Tyers Asset Management LLC","12/31/2018","228","15,510",""
"Squar Milner Financial Services LLC","12/31/2018","220","15,473",""
"Community Bank, N.A.","12/31/2018","217","15,308",""
"ETRADE Capital Management LLC","12/31/2018","217","15,279",""
"SIMPLEX TRADING, LLC","12/31/2018","215","15,153",""
"Walleye Trading LLC","12/31/2018","213","15,000","put"
"Sterling Capital Management LLC","12/31/2018","210","14,798",""
"OXFORD ASSET MANAGEMENT LLP","12/31/2018","209","14,755",""
"Teza Capital Management LLC","12/31/2018","209","14,694",""
"Csenge Advisory Group","12/31/2018","205","14,467",""
"Tributary Capital Management, LLC","12/31/2018","204","14,400",""
"JANE STREET GROUP, LLC","12/31/2018","201","14,200","put"
"PEKIN SINGER STRAUSS ASSET MANAGEMENT /IL","12/31/2018","200","14,124",""
"Covington Capital Management","12/31/2018","199","14,055",""
"CITIGROUP INC","12/31/2018","199","14,000","put"
"FORTEM FINANCIAL GROUP, LLC","12/31/2018","194","13,674",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2018","193","13,590",""
"Opus Capital Group, LLC","12/31/2018","192","13,565",""
"Kassirer Asset Management Corp","12/31/2018","192","13,500",""
"STEPHENS INC /AR/","12/31/2018","185","13,011",""
"RIVERHEAD CAPITAL MANAGEMENT LLC","12/31/2018","183","12,500",""
"HBK Sorce Advisory LLC","12/31/2018","177","12,486",""
"Glassman Wealth Services","12/31/2018","176","12,433",""
"SYNOVUS FINANCIAL CORP","12/31/2018","171","12,073",""
"KARPAS STRATEGIES, LLC","12/31/2018","170","12,000",""
"Ninepoint Partners LP","12/31/2018","170","12,000",""
"ADVISOR PARTNERS LLC","12/31/2018","167","11,768",""
"We Are One Seven, LLC","12/31/2018","166","11,744",""
"REGIONS FINANCIAL CORP","12/31/2018","166","11,706",""
"RMB Capital Management, LLC","12/31/2018","165","11,605",""
"RAYMOND JAMES TRUST N.A.","12/31/2018","164","11,566",""
"Stanley-Laman Group, Ltd.","12/31/2018","164","11,542",""
"Community Bank of Raymore","12/31/2018","163","11,520",""
"Voya Investment Management LLC","12/31/2018","161","11,375",""
"ANCHOR CAPITAL ADVISORS LLC","12/31/2018","161","11,340",""
"Glen Harbor Capital Management LLC","12/31/2018","166","11,280",""
"IFP Advisors, Inc","12/31/2018","153","10,979",""
"FIRST NATIONAL BANK & TRUST CO OF NEWTOWN","12/31/2018","154","10,892",""
"TOBAM","12/31/2018","152","10,700",""
"ProVise Management Group, LLC","12/31/2018","150","10,603",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2018","149","10,556",""
"Virtu Financial LLC","12/31/2018","149","10,532",""
"PARK AVENUE SECURITIES LLC","12/31/2018","164","10,529",""
"JONES FINANCIAL COMPANIES LLLP","12/31/2018","149","10,517",""
"QCM Cayman, Ltd.","12/31/2018","145","10,229",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2018","144","10,165",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2018","144","10,165",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2018","196","10,095",""
"MANA Advisors LLC","12/31/2018","143","10,090",""
"CADINHA & CO LLC","12/31/2018","143","10,066",""
"PARK NATIONAL CORP /OH/","12/31/2018","142","10,001",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2018","137","9,703",""
"First Bank & Trust","12/31/2018","135","9,490",""
"AMERICAN NATIONAL BANK","12/31/2018","131","9,262",""
"WHITTIER TRUST CO","12/31/2018","131","9,236",""
"BARCLAYS PLC","12/31/2018","118","8,300","put"
"GLENMEDE TRUST CO NA","12/31/2018","115","8,156",""
"Mercer Capital Advisers, Inc.","12/31/2018","114","8,000",""
"Geneos Wealth Management Inc.","12/31/2018","109","7,820",""
"PROEQUITIES, INC.","12/31/2018","105","7,419",""
"Tower Research Capital LLC (TRC)","12/31/2018","87","6,144",""
"FMR LLC","12/31/2018","86","6,081",""
"Ropes Wealth Advisors LLC","12/31/2018","78","5,492",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2018","74","5,192",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2018","71","5,000",""
"FIRST INTERSTATE BANK","12/31/2018","70","4,940",""
"SAN FRANCISCO SENTRY INVESTMENT GROUP (CA)","12/31/2018","68","4,806",""
"Cresset Asset Management, LLC","12/31/2018","66","4,684",""
"Washington Trust Bank","12/31/2018","63","4,436",""
"MCF Advisors LLC","12/31/2018","57","4,000",""
"Anchor Investment Management, LLC","12/31/2018","55","3,937",""
"Parkside Financial Bank & Trust","12/31/2018","54","3,776",""
"Bremer Trust National Association","12/31/2018","49","3,430",""
"Somerset Trust Co","12/31/2018","48","3,380",""
"MUFG Americas Holdings Corp","12/31/2018","48","3,362",""
"Cardinal Capital Management, Inc.","12/31/2018","47","3,300",""
"PEOPLES FINANCIAL SERVICES CORP.","12/31/2018","47","3,294",""
"Israel Discount Bank of New York","12/31/2018","44","3,095",""
"UBS ASSET MANAGEMENT AMERICAS INC","12/31/2018","42","3,025",""
"Cribstone Capital Management, LLC","12/31/2018","42","2,956",""
"Sargent Bickham Lagudis LLC","12/31/2018","42","2,956",""
"American Portfolios Advisors","12/31/2018","41","2,890",""
"CANADA PENSION PLAN INVESTMENT BOARD","12/31/2018","40","2,800",""
"Independence Bank of Kentucky","12/31/2018","40","2,800",""
"First Personal Financial Services","12/31/2018","38","2,667",""
"Winslow, Evans & Crocker, Inc.","12/31/2018","36","2,446",""
"BerganKDV Wealth Management, LLC","12/31/2018","34","2,414",""
"TD AMERITRADE INVESTMENT MANAGEMENT, LLC","12/31/2018","34","2,397",""
"BlackRock Inc.","12/31/2018","34","2,376",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2018","34","2,361",""
"Penserra Capital Management LLC","12/31/2018","33","2,352",""
"ACCURATE INVESTMENT SOLUTIONS, INC.","12/31/2018","33","2,325",""
"CWM, LLC","12/31/2018","33","2,300",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2018","33","2,300",""
"FinTrust Capital Advisors, LLC","12/31/2018","31","2,198",""
"VALLEY NATIONAL ADVISERS INC","12/31/2018","30","2,130",""
"Enlightenment Research, LLC","12/31/2018","30","2,100",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2018","30","2,090",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2018","29","2,048",""
"BARCLAYS PLC","12/31/2018","28","2,000","call"
"Inscription Capital, LLC","12/31/2018","28","2,000",""
"Brandywine Oak Private Wealth LLC","12/31/2018","28","1,978",""
"WealthTrust Fairport, LLC","12/31/2018","28","1,972",""
"Lenox Wealth Advisors, LLC","12/31/2018","28","1,951",""
"HUNTINGTON NATIONAL BANK","12/31/2018","28","1,950",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2018","27","1,918",""
"CITIGROUP INC","12/31/2018","27","1,900","call"
"FIRST HAWAIIAN BANK","12/31/2018","27","1,890",""
"NORTHWEST WEALTH MANAGEMENT, LLC","12/31/2018","27","1,886",""
"Mackey Komara & Dankovich, LLC","12/31/2018","25","1,766",""
"ACIMA PRIVATE WEALTH, LLC","12/31/2018","25","1,765",""
"Sutton Wealth Advisors Inc.","12/31/2018","24","1,760",""
"Plante Moran Financial Advisors, LLC","12/31/2018","25","1,732",""
"FIFTH THIRD BANCORP","12/31/2018","24","1,678",""
"HALL LAURIE J TRUSTEE","12/31/2018","27","1,671",""
"Ameritas Investment Corp","12/31/2018","23","1,634",""
"Manchester Capital Management LLC","12/31/2018","29","1,617",""
"Patten Group, Inc.","12/31/2018","23","1,592",""
"ZB,N.A.","12/31/2018","22","1,562",""
"Riggs Asset Managment Co. Inc.","12/31/2018","21","1,480",""
"Legacy Bridge, LLC","12/31/2018","21","1,460",""
