"Manager","Report Date","Value ($000)","Shares","Option Type"
"M&G INVESTMENT MANAGEMENT LTD","12/31/2020","66,041","800,664",""
"Korea Investment CORP","12/31/2020","65,234","794,614",""
"JANUS HENDERSON GROUP PLC","12/31/2020","64,428","785,078",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2020","62,228","757,944",""
"Pendal Group Limited","12/31/2020","59,177","720,269",""
"Value Partners Investments Inc.","12/31/2020","58,682","714,356",""
"TORONTO DOMINION BANK","12/31/2020","59,126","705,782",""
"Aperio Group, LLC","12/31/2020","56,730","691,321",""
"HSBC HOLDINGS PLC","12/31/2020","56,374","686,650",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2020","55,188","673,394",""
"FIRST TRUST ADVISORS LP","12/31/2020","54,554","664,810",""
"ROYAL BANK OF CANADA","12/31/2020","52,321","637,600","call"
"BANK OF MONTREAL /CAN/","12/31/2020","53,526","634,200","call"
"AXA S.A.","12/31/2020","51,327","625,484",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","50,024","609,600","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","50,024","609,600","call"
"Dixon Mitchell Investment Counsel Inc.","12/31/2020","48,623","593,134",""
"Parametric Portfolio Associates LLC","12/31/2020","48,466","590,612",""
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2020","47,494","578,773",""
"CIBC World Markets Inc.","12/31/2020","47,029","573,100","put"
"CITIGROUP INC","12/31/2020","46,857","570,755",""
"PICTET ASSET MANAGEMENT LTD","12/31/2020","45,449","553,617",""
"AMP Capital Investors Ltd","12/31/2020","43,846","532,930",""
"Neuberger Berman Group LLC","12/31/2020","42,387","512,062",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2020","42,045","508,401",""
"TORONTO DOMINION BANK","12/31/2020","41,547","507,000",""
"Nexus Investment Management ULC","12/31/2020","40,948","497,982",""
"CITADEL ADVISORS LLC","12/31/2020","40,103","488,700","call"
"AVIVA PLC","12/31/2020","38,770","472,364",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2020","38,525","469,277",""
"Cumberland Partners Ltd","12/31/2020","36,402","443,925",""
"Northwest & Ethical Investments L.P.","12/31/2020","36,467","443,821",""
"DekaBank Deutsche Girozentrale","12/31/2020","35,186","429,030",""
"Investment Management Corp of Ontario","12/31/2020","34,160","416,283",""
"Quadrature Capital Ltd","12/31/2020","33,904","414,400",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2020","33,817","411,373",""
"BARCLAYS PLC","12/31/2020","32,849","400,299",""
"Polar Asset Management Partners Inc.","12/31/2020","32,824","400,000","put"
"BI Asset Management Fondsmaeglerselskab A/S","12/31/2020","32,467","395,479",""
"UBS Group AG","12/31/2020","32,249","392,992",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2020","31,079","378,585",""
"RAYMOND JAMES & ASSOCIATES","12/31/2020","30,005","365,449",""
"Polar Asset Management Partners Inc.","12/31/2020","28,721","350,000","call"
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2020","28,675","349,290",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2020","27,334","332,938",""
"BANK OF MONTREAL /CAN/","12/31/2020","25,742","305,000","put"
"AMERIPRISE FINANCIAL INC","12/31/2020","24,871","303,030",""
"NN Investment Partners Holdings N.V.","12/31/2020","23,954","291,909",""
"CITADEL ADVISORS LLC","12/31/2020","23,345","284,484",""
"Clark Capital Management Group, Inc.","12/31/2020","23,032","280,667",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2020","22,398","272,579",""
"FORSTA AP-FONDEN","12/31/2020","22,314","271,800",""
"Marshall Wace North America L.P.","12/31/2020","21,200","258,237",""
"CITADEL ADVISORS LLC","12/31/2020","20,794","253,400","put"
"DONALDSON CAPITAL MANAGEMENT, LLC","12/31/2020","20,753","252,903",""
"Hillsdale Investment Management Inc.","12/31/2020","20,377","248,122",""
"USS Investment Management Ltd","12/31/2020","19,639","239,292",""
"EAGLE ASSET MANAGEMENT INC","12/31/2020","19,396","236,050",""
"D. E. Shaw & Co., Inc.","12/31/2020","19,332","235,352",""
"Twin Tree Management, LP","12/31/2020","19,016","231,728",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","23,474","224,439",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","23,474","224,439",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2020","18,094","220,263",""
"Westpac Banking Corp","12/31/2020","22,338","213,580",""
"Crossmark Global Holdings, Inc.","12/31/2020","17,301","210,836",""
"K.J. Harrison & Partners Inc","12/31/2020","16,708","203,815",""
"WELLS FARGO & COMPANY/MN","12/31/2020","16,189","197,284",""
"GODSEY & GIBB ASSOCIATES","12/31/2020","15,622","190,371",""
"Manitou Investment Management Ltd.","12/31/2020","15,488","188,535",""
"Credential Qtrade Securities Inc.","12/31/2020","14,993","182,517",""
"TWO SIGMA ADVISERS, LP","12/31/2020","14,276","173,974",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2020","14,236","173,707",""
"WADE G W & INC","12/31/2020","14,184","172,844",""
"Rathbone Brothers plc","12/31/2020","14,040","171,009",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","13,417","163,500","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","13,417","163,500","put"
"PATHSTONE FAMILY OFFICE, LLC","12/31/2020","12,722","155,034",""
"PCJ Investment Counsel Ltd.","12/31/2020","12,705","154,636",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2020","15,216","146,965",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2020","11,773","143,611",""
"PEAK6 Investments LLC","12/31/2020","11,653","142,000","call"
"BREWIN DOLPHIN LTD","12/31/2020","11,567","140,965",""
"EdgePoint Investment Group Inc.","12/31/2020","11,478","139,676",""
"Heathbridge Capital Management Ltd.","12/31/2020","10,919","132,923",""
"JCIC Asset Management Inc.","12/31/2020","10,777","131,123",""
"Man Group plc","12/31/2020","10,344","126,004",""
"Creative Planning","12/31/2020","10,037","122,316",""
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2020","9,622","117,200",""
"Willis Investment Counsel","12/31/2020","9,363","114,100",""
"SHELL ASSET MANAGEMENT CO","12/31/2020","9,261","112,807",""
"CLARET ASSET MANAGEMENT Corp","12/31/2020","9,260","112,685",""
"FEDERATED HERMES, INC.","12/31/2020","9,191","112,009",""
"Country Club Trust Company, n.a.","12/31/2020","9,181","111,800",""
"MARSHALL WACE, LLP","12/31/2020","9,066","110,419",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2020","8,772","106,903",""
"ROYAL BANK OF CANADA","12/31/2020","8,616","105,000","put"
"Raymond James Financial Services Advisors, Inc.","12/31/2020","8,570","104,378",""
"American Assets Investment Management, LLC","12/31/2020","8,493","103,500",""
"Palisade Asset Management, LLC","12/31/2020","8,371","102,007",""
"BANK OF AMERICA CORP /DE/","12/31/2020","8,206","100,000","call"
"Qube Research & Technologies Ltd","12/31/2020","8,197","99,896",""
"US BANCORP \DE\","12/31/2020","7,708","93,927",""
"Baskin Financial Services Inc.","12/31/2020","7,554","92,017",""
"HighTower Advisors, LLC","12/31/2020","7,539","91,868",""
"TRUIST FINANCIAL CORP","12/31/2020","7,457","90,874",""
"Waratah Capital Advisors Ltd.","12/31/2020","7,365","89,662",""
"JANE STREET GROUP, LLC","12/31/2020","7,336","89,400","call"
"Candriam Luxembourg S.C.A.","12/31/2020","7,237","88,150",""
"Erste Asset Management GmbH","12/31/2020","7,241","88,070",""
"EATON VANCE MANAGEMENT","12/31/2020","7,219","87,976",""
"EATON VANCE MANAGEMENT","12/31/2020","7,219","87,976",""
"Allianz Asset Management GmbH","12/31/2020","7,211","87,830",""
"Bragg Financial Advisors, Inc","12/31/2020","7,067","86,119",""
"COMERICA BANK","12/31/2020","7,239","85,866",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2020","6,973","84,974",""
"CAROLINAS WEALTH CONSULTING LLC","12/31/2020","6,954","84,746",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2020","6,757","82,344",""
"PNC Financial Services Group, Inc.","12/31/2020","6,489","79,087",""
"DAVIS-REA LTD.","12/31/2020","6,073","74,075",""
"Russell Investments Group, Ltd.","12/31/2020","5,954","72,548",""
"Vontobel Holding Ltd.","12/31/2020","6,044","71,816",""
"Schonfeld Strategic Advisors LLC","12/31/2020","5,793","70,500",""
"Te Ahumairangi Investment Management Ltd","12/31/2020","5,747","70,000",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2020","5,561","67,774",""
"JANE STREET GROUP, LLC","12/31/2020","5,503","67,064",""
"Lorne Steinberg Wealth Management Inc.","12/31/2020","5,518","66,944",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2020","5,457","66,467",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2020","5,455","66,390",""
"AlphaCrest Capital Management LLC","12/31/2020","5,022","61,197",""
"Achmea Investment Management B.V.","12/31/2020","4,933","60,087",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2020","4,819","58,702",""
"Janney Montgomery Scott LLC","12/31/2020","4,790","58,372",""
"MILLENNIUM MANAGEMENT LLC","12/31/2020","4,715","57,463",""
"FAIRFIELD, BUSH & CO.","12/31/2020","4,579","55,800",""
"HENNESSY ADVISORS INC","12/31/2020","4,563","55,600",""
"TORONTO DOMINION BANK","12/31/2020","4,499","54,900",""
"M. Kulyk & Associates, LLC","12/31/2020","4,155","50,634",""
"NATIXIS ADVISORS, L.P.","12/31/2020","4,141","50,465",""
"SCOTIA CAPITAL INC.","12/31/2020","4,098","50,000","call"
"D. E. Shaw & Co., Inc.","12/31/2020","4,103","50,000","call"
"Quantbot Technologies LP","12/31/2020","4,021","49,005",""
"UBS Group AG","12/31/2020","3,964","48,300","put"
"M&T Bank Corp","12/31/2020","3,910","47,642",""
"Cubist Systematic Strategies, LLC","12/31/2020","3,906","47,587",""
"Boston Trust Walden Corp","12/31/2020","3,822","46,575",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2020","3,764","45,869",""
"Walleye Trading LLC","12/31/2020","3,619","44,100","call"
"Quilter Plc","12/31/2020","3,612","43,961",""
"VAN ECK ASSOCIATES CORP","12/31/2020","3,607","43,876",""
"LPL Financial LLC","12/31/2020","3,485","42,468",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2020","3,422","41,704",""
"HSBC HOLDINGS PLC","12/31/2020","4,209","40,000","call"
"Tacita Capital Inc","12/31/2020","3,273","39,925",""
"NATIXIS","12/31/2020","3,141","38,246",""
"ASPIRIANT, LLC","12/31/2020","3,000","36,562",""
"Cardinal Capital Management","12/31/2020","2,994","36,485",""
"BFSG, LLC","12/31/2020","2,930","35,705",""
"Carroll Financial Associates, Inc.","12/31/2020","2,817","34,336",""
"Summit Global Investments","12/31/2020","2,817","34,330",""
"Aristotle Capital Management, LLC","12/31/2020","2,747","33,470",""
"Live Oak Private Wealth LLC","12/31/2020","2,717","33,107",""
"Cambridge Investment Research Advisors, Inc.","12/31/2020","2,714","33,071",""
"Edgestream Partners, L.P.","12/31/2020","2,711","33,037",""
"Shilanski & Associates, Inc.","12/31/2020","2,625","31,993",""
"CITIGROUP INC","12/31/2020","2,496","30,400","put"
"Proquility Private Wealth Partners, LLC","12/31/2020","2,465","30,040",""
"STIFEL FINANCIAL CORP","12/31/2020","2,426","29,555",""
"Balentine LLC","12/31/2020","2,397","29,214",""
"AMERICAN CENTURY COMPANIES INC","12/31/2020","2,389","29,075",""
"FIRST AMERICAN BANK","12/31/2020","2,366","28,837",""
"Keel Point, LLC","12/31/2020","2,355","28,694",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2020","2,353","28,680",""
"Varma Mutual Pension Insurance Co","12/31/2020","2,309","28,135",""
"Paloma Partners Management Co","12/31/2020","2,260","27,512",""
"STATE STREET CORP","12/31/2020","2,243","27,331",""
"UBS Group AG","12/31/2020","2,199","26,800","call"
"PEAK6 Investments LLC","12/31/2020","2,175","26,500","put"
"WHITENER CAPITAL MANAGEMENT, INC.","12/31/2020","2,107","25,685",""
"Andra AP-fonden","12/31/2020","2,657","25,400",""
"Exeter Financial, LLC","12/31/2020","2,054","25,025",""
"Advisory Services Network, LLC","12/31/2020","1,999","24,359",""
"BLAIR WILLIAM & CO/IL","12/31/2020","1,977","24,088",""
"GLENMEDE TRUST CO NA","12/31/2020","1,941","23,668",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2020","1,941","23,649",""
"Busey Wealth Management","12/31/2020","1,929","23,508",""
"River Wealth Advisors LLC","12/31/2020","1,906","23,232",""
"Nippon Life Global Investors Americas, Inc.","12/31/2020","1,905","23,220",""
"Pacifica Partners Inc.","12/31/2020","1,892","23,134",""
"Quantitative Investment Management, LLC","12/31/2020","1,828","22,281",""
"Brightworth","12/31/2020","1,822","22,201",""
"CFM WEALTH PARTNERS LLC","12/31/2020","1,785","21,746",""
"CIGNA INVESTMENTS INC /NEW","12/31/2020","1,780","21,689",""
"Cox Capital Mgt LLC","12/31/2020","1,745","21,260",""
"OPPENHEIMER & CO INC","12/31/2020","1,744","21,254",""
"MML INVESTORS SERVICES, LLC","12/31/2020","1,728","21,058",""
"Capital Wealth Planning, LLC","12/31/2020","1,677","19,900",""
"Integrated Wealth Concepts LLC","12/31/2020","1,607","19,585",""
"Gulf International Bank (UK) Ltd","12/31/2020","1,591","19,368",""
"Baird Financial Group, Inc.","12/31/2020","1,527","18,612",""
"Eastover Investment Advisors LLC","12/31/2020","1,524","18,570",""
"Kestra Advisory Services, LLC","12/31/2020","1,524","18,555",""
"AIGEN INVESTMENT MANAGEMENT, LP","12/31/2020","1,512","18,428",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2020","1,508","18,376",""
"Campbell & CO Investment Adviser LLC","12/31/2020","1,501","18,286",""
"Arnhold LLC","12/31/2020","1,485","18,100",""
"ADVISOR PARTNERS LLC","12/31/2020","1,458","17,763",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2020","1,455","17,716",""
"Paloma Partners Management Co","12/31/2020","1,452","17,700","call"
"Colonial Trust Advisors","12/31/2020","1,446","17,620",""
"ING GROEP NV","12/31/2020","1,443","17,581",""
"Walleye Trading LLC","12/31/2020","1,436","17,500","put"
"BROWN BROTHERS HARRIMAN & CO","12/31/2020","1,418","17,276",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2020","1,415","17,238",""
"Avalon Investment & Advisory","12/31/2020","1,401","17,075",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2020","1,395","17,001",""
"RFG Advisory, LLC","12/31/2020","1,439","16,937",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2020","1,368","16,670",""
"Ativo Capital Management LLC","12/31/2020","1,331","16,217",""
"Community Bank, N.A.","12/31/2020","1,265","15,415",""
"Independent Solutions Wealth Management, LLC","12/31/2020","1,262","15,386",""
"STEPHENS INC /AR/","12/31/2020","1,246","15,187",""
"LEVEL FOUR ADVISORY SERVICES, LLC","12/31/2020","1,226","14,943",""
"DSM Capital Partners LLC","12/31/2020","1,219","14,840",""
"AMG National Trust Bank","12/31/2020","1,217","14,822",""
"Aull & Monroe Investment Management Corp","12/31/2020","1,197","14,583",""
"BOWEN HANES & CO INC","12/31/2020","1,192","14,527",""
"TIAA, FSB","12/31/2020","1,189","14,491",""
"Richard P Slaughter Associates Inc","12/31/2020","1,178","14,357",""
"Bristol Gate Capital Partners Inc.","12/31/2020","1,176","14,312",""
"DAVENPORT & Co LLC","12/31/2020","1,174","14,301",""
"FRANKLIN STREET ADVISORS INC /NC","12/31/2020","1,140","13,897",""
"ONTARIO TEACHERS PENSION PLAN BOARD","12/31/2020","1,116","13,586",""
"Trexquant Investment LP","12/31/2020","1,107","13,491",""
"INVESTMENT MANAGEMENT OF VIRGINIA LLC","12/31/2020","1,101","13,421",""
"PDT Partners, LLC","12/31/2020","1,091","13,300",""
"Mariner, LLC","12/31/2020","1,070","13,034",""
"Krilogy Financial LLC","12/31/2020","1,069","13,026",""
"Rodgers Brothers Inc.","12/31/2020","1,065","12,975",""
"Geneos Wealth Management Inc.","12/31/2020","1,117","12,943",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2020","1,062","12,922",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2020","1,059","12,852",""
"OLD DOMINION CAPITAL MANAGEMENT INC","12/31/2020","1,045","12,735",""
"SHEETS SMITH WEALTH MANAGEMENT","12/31/2020","1,041","12,684",""
"Sowell Financial Services LLC","12/31/2020","1,021","12,443",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2020","1,008","12,284",""
"EDMP, INC.","12/31/2020","1,000","12,184",""
"JustInvest LLC","12/31/2020","951","11,592",""
"Pacer Advisors, Inc.","12/31/2020","929","11,325",""
"Mission Creek Capital Partners, Inc.","12/31/2020","919","11,197",""
"SG Americas Securities, LLC","12/31/2020","909","11,078",""
"180 WEALTH ADVISORS, LLC","12/31/2020","927","10,945",""
"BESSEMER GROUP INC","12/31/2020","874","10,651",""
"Founders Financial Alliance, LLC","12/31/2020","855","10,421",""
"SIGNATUREFD, LLC","12/31/2020","849","10,349",""
"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC","12/31/2020","33","10,281",""
"MOUNTAIN PACIFIC INVESTMENT ADVISERS INC/ID","12/31/2020","841","10,244",""
"Mayfair Advisory Group, LLC","12/31/2020","837","10,202",""
"Altavista Wealth Management, Inc.","12/31/2020","811","9,878",""
"Rockefeller Capital Management L.P.","12/31/2020","801","9,769",""
"BlackRock Inc.","12/31/2020","793","9,667",""
"CSat Investment Advisory, L.P.","12/31/2020","789","9,619",""
"Leisure Capital Management","12/31/2020","776","9,458",""
"Tower Research Capital LLC (TRC)","12/31/2020","774","9,429",""
"Parsec Financial Management, Inc.","12/31/2020","765","9,321",""
"WEDBUSH SECURITIES INC","12/31/2020","754","9,187",""
"Schafer Cullen Capital Management Inc","12/31/2020","751","9,155",""
"Dynamic Technology Lab Private Ltd","12/31/2020","748","9,116",""
"EXECUTIVE WEALTH GROUP LLC","12/31/2020","744","9,074",""
"Wambolt & Associates, LLC","12/31/2020","743","9,058",""
"EVOKE WEALTH, LLC","12/31/2020","723","8,813",""
"RAYMOND JAMES TRUST N.A.","12/31/2020","706","8,601",""
"BROWN ADVISORY INC","12/31/2020","699","8,516",""
"Qtron Investments LLC","12/31/2020","697","8,486",""
"FIFTH THIRD BANCORP","12/31/2020","696","8,483",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2020","693","8,448",""
"FORA Capital, LLC","12/31/2020","687","8,378",""
"Moors & Cabot, Inc.","12/31/2020","686","8,375",""
"Unigestion Holding SA","12/31/2020","685","8,335",""
"Old North State Trust, LLC","12/31/2020","669","8,154",""
"Veriti Management LLC","12/31/2020","665","8,105",""
"Armor Investment Advisors, LLC","12/31/2020","657","8,006",""
"BLUESTEIN R H & CO","12/31/2020","656","8,000",""
"WOODARD & CO ASSET MANAGEMENT GROUP INC /ADV","12/31/2020","651","7,935",""
"Westover Capital Advisors, LLC","12/31/2020","636","7,756",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2020","636","7,755",""
"Kingfisher Capital LLC","12/31/2020","608","7,407",""
"Glassman Wealth Services","12/31/2020","601","7,319",""
"FIRST MANHATTAN CO","12/31/2020","597","7,280",""
"Ethic Inc.","12/31/2020","597","7,273",""
"Triangle Securities Wealth Management","12/31/2020","583","7,108",""
"Squarepoint Ops LLC","12/31/2020","581","7,077",""
"Merit Financial Group, LLC","12/31/2020","581","7,076",""
"Independent Advisor Alliance","12/31/2020","578","7,047",""
"Arkadios Wealth Advisors","12/31/2020","577","7,033",""
"TWO SIGMA INVESTMENTS, LP","12/31/2020","574","7,000","put"
"SHIKIAR ASSET MANAGEMENT INC","12/31/2020","569","6,931",""
"Regal Investment Advisors LLC","12/31/2020","562","6,847",""
"Prospera Financial Services Inc","12/31/2020","556","6,766",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2020","540","6,575",""
"Gradient Investments LLC","12/31/2020","458","6,531",""
"Ategra Capital Management, LLC","12/31/2020","534","6,512",""
"Intercontinental Wealth Advisors, LLC","12/31/2020","533","6,500",""
"Welch Group, LLC","12/31/2020","533","6,490",""
"Cypress Capital Group","12/31/2020","523","6,374",""
"PATTEN & PATTEN INC/TN","12/31/2020","519","6,330",""
"Capital Investment Advisory Services, LLC","12/31/2020","519","6,328",""
"Checchi Capital Advisers, LLC","12/31/2020","518","6,316",""
"RMB Capital Management, LLC","12/31/2020","517","6,302",""
"Blueshift Asset Management, LLC","12/31/2020","515","6,279",""
"J.W. COLE ADVISORS, INC.","12/31/2020","513","6,256",""
"XPONANCE, INC.","12/31/2020","502","6,112",""
"TWO SIGMA INVESTMENTS, LP","12/31/2020","492","6,000","call"
"BURNEY CO/","12/31/2020","486","5,924",""
"Sage Mountain Advisors LLC","12/31/2020","485","5,906",""
"JANE STREET GROUP, LLC","12/31/2020","484","5,900","put"
"ACORN FINANCIAL ADVISORY SERVICES INC /ADV","12/31/2020","479","5,842",""
"First National Trust Co","12/31/2020","473","5,760",""
"Adams Chetwood Wealth Management LLC","12/31/2020","469","5,718",""
"Klingman & Associates, LLC","12/31/2020","468","5,700",""
"HOYLECOHEN, LLC","12/31/2020","468","5,700",""
"TCF National Bank","12/31/2020","466","5,676",""
"Hemenway Trust Co LLC","12/31/2020","462","5,625",""
"Sara-Bay Financial","12/31/2020","460","5,603",""
"FORBES J M & CO LLP","12/31/2020","460","5,600",""
"PARK CIRCLE Co","12/31/2020","451","5,500",""
"HOLDERNESS INVESTMENTS CO","12/31/2020","451","5,499",""
"PRUDENTIAL PLC","12/31/2020","449","5,477",""
"CHEMUNG CANAL TRUST CO","12/31/2020","444","5,414",""
"LINCOLN NATIONAL CORP","12/31/2020","440","5,367",""
"Warren Averett Asset Management, LLC","12/31/2020","442","5,307",""
"SALEM INVESTMENT COUNSELORS INC","12/31/2020","427","5,200",""
"COLTON GROOME FINANCIAL ADVISORS, LLC","12/31/2020","417","5,087",""
"Marble Harbor Investment Counsel, LLC","12/31/2020","411","5,006",""
"HARBOR FINANCIAL SERVICES, LLC","12/31/2020","410","5,000",""
