"Manager","Report Date","Value ($000)","Shares","Option Type"
"RMB Capital Management, LLC","12/31/2021","669","6,302",""
"Ategra Capital Management, LLC","12/31/2021","668","6,302",""
"MOUNTAIN PACIFIC INVESTMENT ADVISERS INC/ID","12/31/2021","657","6,194",""
"Warren Averett Asset Management, LLC","12/31/2021","702","6,118",""
"West Family Investments, Inc.","12/31/2021","648","6,103",""
"Mutual Advisors, LLC","12/31/2021","642","6,049",""
"Sara-Bay Financial","12/31/2021","641","6,039",""
"TI-TRUST, INC","12/31/2021","637","6,000",""
"First National Trust Co","12/31/2021","610","5,744",""
"Klingman & Associates, LLC","12/31/2021","608","5,726",""
"GUGGENHEIM CAPITAL LLC","12/31/2021","607","5,721",""
"HOYLECOHEN, LLC","12/31/2021","605","5,700",""
"HUNTINGTON NATIONAL BANK","12/31/2021","597","5,631",""
"FORBES J M & CO LLP","12/31/2021","594","5,600",""
"Compagnie Lombard Odier SCmA","12/31/2021","593","5,581",""
"Stokes Family Office, LLC","12/31/2021","587","5,533",""
"PARK CIRCLE Co","12/31/2021","584","5,500",""
"HOLDERNESS INVESTMENTS CO","12/31/2021","584","5,499",""
"Cullen Capital Management, LLC","12/31/2021","563","5,305",""
"Loveless Wealth Management LLC","12/31/2021","558","5,260",""
"LINCOLN NATIONAL CORP","12/31/2021","554","5,221",""
"SHIKIAR ASSET MANAGEMENT INC","12/31/2021","547","5,157",""
"SALEM INVESTMENT COUNSELORS INC","12/31/2021","545","5,135",""
"Y-Intercept (Hong Kong) Ltd","12/31/2021","544","5,128",""
"Hemenway Trust Co LLC","12/31/2021","541","5,100",""
"Marble Harbor Investment Counsel, LLC","12/31/2021","531","5,006",""
"DCM Advisors, LLC","12/31/2021","531","5,000",""
"TWO SIGMA INVESTMENTS, LP","12/31/2021","531","5,000","put"
"Parallel Advisors, LLC","12/31/2021","523","4,928",""
"Andra AP-fonden","12/31/2021","658","4,900",""
"Enterprise Bank & Trust Co","12/31/2021","509","4,800",""
"Clarius Group, LLC","12/31/2021","509","4,798",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2021","508","4,794",""
"Total Clarity Wealth Management, Inc.","12/31/2021","507","4,780",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2021","506","4,771",""
"Smith, Salley & Associates","12/31/2021","490","4,616",""
"COLTON GROOME FINANCIAL ADVISORS, LLC","12/31/2021","489","4,611",""
"Ninepoint Partners LP","12/31/2021","489","4,604",""
"Venturi Wealth Management, LLC","12/31/2021","488","4,600",""
"SG Americas Securities, LLC","12/31/2021","486","4,583",""
"Gradient Investments LLC","12/31/2021","485","4,570",""
"First Personal Financial Services","12/31/2021","477","4,493",""
"COLONY GROUP LLC","12/31/2021","474","4,465",""
"Cetera Investment Advisers","12/31/2021","459","4,324",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2021","439","4,137",""
"Dixon Hughes Goodman Wealth Advisors LLC","12/31/2021","437","4,119",""
"Aptus Capital Advisors, LLC","12/31/2021","436","4,108",""
"Argent Trust Co","12/31/2021","435","4,100",""
"Midwest Professional Planners, LTD.","12/31/2021","433","4,079",""
"Hotaling Investment Management, LLC","12/31/2021","425","4,000",""
"Polar Asset Management Partners Inc.","12/31/2021","425","4,000",""
"TRUSTCORE FINANCIAL SERVICES, LLC","12/31/2021","425","4,000",""
"CENTAURUS FINANCIAL, INC.","12/31/2021","422","3,979",""
"ROMAN BUTLER FULLERTON & CO","12/31/2021","410","3,865",""
"Aviance Capital Partners, LLC","12/31/2021","409","3,853",""
"Summit Asset Management, LLC","12/31/2021","408","3,845",""
"Private Advisor Group, LLC","12/31/2021","407","3,837",""
"Squarepoint Ops LLC","12/31/2021","404","3,811",""
"BUCKINGHAM STRATEGIC WEALTH, LLC","12/31/2021","400","3,770",""
"Pembroke Management, LTD","12/31/2021","488","3,638",""
"MACQUARIE GROUP LTD","12/31/2021","380","3,583",""
"Corient Capital Partners, LLC","12/31/2021","377","3,550",""
"Laurel Wealth Advisors LLC","12/31/2021","372","3,503",""
"FIDUCIARY TRUST CO","12/31/2021","371","3,502",""
"Five Oceans Advisors","12/31/2021","371","3,495",""
"Schechter Investment Advisors, LLC","12/31/2021","362","3,406",""
"Wedmont Private Capital","12/31/2021","396","3,406",""
"TWO SIGMA SECURITIES, LLC","12/31/2021","361","3,400","put"
"Quadrant Private Wealth Management, LLC","12/31/2021","361","3,400",""
"Certified Advisory Corp","12/31/2021","360","3,392",""
"Robertson Stephens Wealth Management, LLC","12/31/2021","360","3,392",""
"MAGNOLIA CAPITAL MANAGEMENT LTD","12/31/2021","358","3,370",""
"Sequoia Financial Advisors, LLC","12/31/2021","357","3,360",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2021","354","3,337",""
"Legacy Financial Advisors, Inc.","12/31/2021","349","3,286",""
"180 WEALTH ADVISORS, LLC","12/31/2021","374","3,260",""
"FDx Advisors, Inc.","12/31/2021","345","3,247",""
"PALLADIUM PARTNERS LLC","12/31/2021","343","3,234",""
"Belpointe Asset Management LLC","12/31/2021","340","3,201",""
"Riverview Trust Co","12/31/2021","336","3,162",""
"BOKF, NA","12/31/2021","335","3,161",""
"WHITTIER TRUST CO","12/31/2021","334","3,148",""
"Tower Research Capital LLC (TRC)","12/31/2021","331","3,138",""
"Pinnacle Wealth Planning Services, Inc.","12/31/2021","332","3,131",""
"Spire Wealth Management","12/31/2021","328","3,094",""
"Epoch Investment Partners, Inc.","12/31/2021","328","3,089",""
"Cetera Advisors LLC","12/31/2021","325","3,058",""
"Nicholas Hoffman & Company, LLC.","12/31/2021","324","3,051",""
"Shoker Investment Counsel, Inc.","12/31/2021","323","3,050",""
"EXCALIBUR MANAGEMENT CORP","12/31/2021","323","3,041",""
"Capital Investment Advisors, LLC","12/31/2021","320","3,019",""
"qPULA Trading Management LP","12/31/2021","319","3,002",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2021","318","3,000",""
"Pensionmark Financial Group, LLC","12/31/2021","346","3,000",""
"Adviser Investments LLC","12/31/2021","318","3,000",""
"SEVEN EIGHT CAPITAL, LP","12/31/2021","314","2,962",""
"Bridgefront Capital, LLC","12/31/2021","311","2,926",""
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","12/31/2021","306","2,901",""
"EPG Wealth Management LLC","12/31/2021","307","2,891",""
"Patriot Investment Management Inc.","12/31/2021","304","2,869",""
"Claremont Financial Group, Inc.","12/31/2021","304","2,866",""
"CENTRAL TRUST Co","12/31/2021","297","2,806",""
"KESTRA PRIVATE WEALTH SERVICES, LLC","12/31/2021","294","2,772",""
"BOSTON PRIVATE WEALTH LLC","12/31/2021","280","2,643",""
"Csenge Advisory Group","12/31/2021","266","2,601",""
"Qube Research & Technologies Ltd","12/31/2021","276","2,600",""
"OmniStar Financial Group, Inc.","12/31/2021","275","2,594",""
"Sargent Bickham Lagudis LLC","12/31/2021","272","2,563",""
"Tufton Capital Management","12/31/2021","272","2,563",""
"Bray Capital Advisors","12/31/2021","271","2,550",""
"Dynamic Advisor Solutions LLC","12/31/2021","269","2,530",""
"Good Life Advisors, LLC","12/31/2021","267","2,514",""
"Schonfeld Strategic Advisors LLC","12/31/2021","265","2,500",""
"J. L. Bainbridge & Co., Inc.","12/31/2021","265","2,500",""
"KLINGENSTEIN FIELDS & CO LP","12/31/2021","265","2,495",""
"WealthShield Partners, LLC","12/31/2021","263","2,471",""
"Walleye Trading LLC","12/31/2021","262","2,468",""
"BREWIN DOLPHIN WEALTH MANAGEMENT LTD","12/31/2021","260","2,450",""
"TRANSCEND WEALTH COLLECTIVE, LLC","12/31/2021","259","2,439",""
"Advisory Resource Group","12/31/2021","276","2,420",""
"Change Path, LLC","12/31/2021","256","2,416",""
"Stiles Financial Services Inc","12/31/2021","255","2,401",""
"West Coast Financial LLC","12/31/2021","255","2,400",""
"Metis Global Partners, LLC","12/31/2021","254","2,392",""
"HILLTOP WEALTH ADVISORS, LLC","12/31/2021","252","2,376",""
"CARRET ASSET MANAGEMENT, LLC","12/31/2021","252","2,370",""
"1ST SOURCE BANK","12/31/2021","250","2,356",""
"LOWE BROCKENBROUGH & CO INC","12/31/2021","249","2,350",""
"West Oak Capital, LLC","12/31/2021","249","2,346",""
"Koshinski Asset Management, Inc.","12/31/2021","246","2,318",""
"MIROVA","12/31/2021","246","2,316",""
"KANAWHA CAPITAL MANAGEMENT LLC","12/31/2021","245","2,305",""
"Lido Advisors, LLC","12/31/2021","243","2,295",""
"Adams Chetwood Wealth Management LLC","12/31/2021","243","2,293",""
"Alphastar Capital Management, LLC","12/31/2021","268","2,282",""
"Carson Advisory Inc.","12/31/2021","242","2,275",""
"CREDIT AGRICOLE S A","12/31/2021","239","2,255",""
"Phoenix Wealth Advisors","12/31/2021","236","2,222",""
"Firestone Capital Management","12/31/2021","234","2,206",""
"Clearstead Advisors, LLC","12/31/2021","234","2,205",""
"Sigma Planning Corp","12/31/2021","233","2,193",""
"AE Wealth Management LLC","12/31/2021","228","2,150",""
"Laurel Wealth Advisors, Inc.","12/31/2021","228","2,149",""
"Magnetar Financial LLC","12/31/2021","228","2,147",""
"ACG Wealth","12/31/2021","227","2,143",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2021","225","2,124",""
"Clarkston Capital Partners, LLC","12/31/2021","225","2,123",""
"PARK AVENUE SECURITIES LLC","12/31/2021","225","2,120",""
"Astrantus Ltd","12/31/2021","223","2,100",""
"EP Wealth Advisors, LLC","12/31/2021","221","2,085",""
"D.A. DAVIDSON & CO.","12/31/2021","221","2,078",""
"Deuterium Capital Management, LLC","12/31/2021","219","2,058",""
"Blueprint Investment Partners LLC","12/31/2021","217","2,053",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2021","217","2,044",""
"M&R CAPITAL MANAGEMENT INC","12/31/2021","216","2,042",""
"PDS Planning, Inc","12/31/2021","213","2,006",""
"Capital World Investors","12/31/2021","212","2,002",""
"MCRAE CAPITAL MANAGEMENT INC","12/31/2021","212","2,000",""
"WALTER & KEENAN FINANCIAL CONSULTING CO /MI/ /ADV","12/31/2021","212","2,000",""
"Spectrum Asset Management, Inc. (NB/CA)","12/31/2021","212","2,000",""
"MBA Advisors LLC","12/31/2021","212","2,000",""
"CONNING INC.","12/31/2021","211","1,990",""
"MAI Capital Management","12/31/2021","207","1,953",""
"Magnus Financial Group LLC","12/31/2021","205","1,935",""
"HM PAYSON & CO","12/31/2021","204","1,925",""
"UMB BANK N A/MO","12/31/2021","203","1,915",""
"Petrus Trust Company, LTA","12/31/2021","202","1,901",""
"Advisors Asset Management, Inc.","12/31/2021","200","1,888",""
"SPINNAKER TRUST","12/31/2021","200","1,888",""
"AdvisorNet Financial, Inc","12/31/2021","200","1,880",""
"Pallas Capital Advisors LLC","12/31/2021","210","1,829",""
"Investors Research Corp","12/31/2021","191","1,800",""
"TRUST CO OF VERMONT","12/31/2021","187","1,760",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2021","164","1,548",""
"Graves-Light Private Wealth Management, Inc.","12/31/2021","159","1,500",""
"Outfitter Financial LLC","12/31/2021","159","1,500",""
"BCR Wealth Strategies, LLC","12/31/2021","159","1,497",""
"SOA Wealth Advisors, LLC.","12/31/2021","155","1,475",""
"Accel Wealth Management","12/31/2021","151","1,418",""
"IFP Advisors, Inc","12/31/2021","140","1,324",""
"CWM, LLC","12/31/2021","139","1,314",""
"Hayden Royal, LLC","12/31/2021","135","1,270",""
"BESSEMER GROUP INC","12/31/2021","127","1,194",""
"CarsonAllaria Wealth Management, Ltd.","12/31/2021","124","1,164",""
"HARBOUR INVESTMENTS, INC.","12/31/2021","122","1,150",""
"Steward Partners Investment Advisory, LLC","12/31/2021","117","1,100",""
"Rather & Kittrell, Inc.","12/31/2021","114","1,077",""
"Lindbrook Capital, LLC","12/31/2021","114","1,076",""
"ROWLAND & CO INVESTMENT COUNSEL/ADV","12/31/2021","110","1,042",""
"Concord Wealth Partners","12/31/2021","107","1,011",""
"Rosenberg Matthew Hamilton","12/31/2021","107","1,004",""
"Westside Investment Management, Inc.","12/31/2021","106","1,000",""
"CONTRAVISORY INVESTMENT MANAGEMENT, INC.","12/31/2021","105","991",""
"TILIA FIDUCIARY PARTNERS, INC.","12/31/2021","105","989",""
"Hoese & Co LLP","12/31/2021","103","970",""
"American Portfolios Advisors","12/31/2021","102","963",""
"Antonetti Capital Management LLC","12/31/2021","100","943",""
"Plante Moran Financial Advisors, LLC","12/31/2021","98","922",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2021","97","916",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2021","95","892",""
"CoreCap Advisors, LLC","12/31/2021","88","827",""
"Covington Capital Management","12/31/2021","85","800",""
"First Command Bank","12/31/2021","78","788",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2021","82","774",""
"SRS Capital Advisors, Inc.","12/31/2021","80","751",""
"Kozak & Associates, Inc.","12/31/2021","80","737",""
"HORIZON FINANCIAL SERVICES, LLC","12/31/2021","74","700",""
"TAP Consulting, LLC","12/31/2021","74","700",""
"EXCHANGE TRADED CONCEPTS, LLC","12/31/2021","73","685",""
"TFC Financial Management","12/31/2021","70","663",""
"DIVIDEND ASSETS CAPITAL, LLC","12/31/2021","65","610",""
"Wagner Wealth Management, LLC","12/31/2021","62","582",""
"Snowden Capital Advisors LLC","12/31/2021","61","575",""
"Fieldpoint Private Securities, LLC","12/31/2021","60","569",""
"FSB PREMIER WEALTH MANAGEMENT, INC.","12/31/2021","58","547",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2021","53","502",""
"Johnson Midwest Financial, LLC","12/31/2021","53","500",""
"JJJ Advisors Inc.","12/31/2021","53","498",""
"Providence Capital Advisors, LLC","12/31/2021","52","487",""
"Pacific Center for Financial Services","12/31/2021","49","460",""
"First Horizon Advisors, Inc.","12/31/2021","49","458",""
"WASHINGTON TRUST Co","12/31/2021","48","452",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2021","47","447",""
"OGOREK ANTHONY JOSEPH /NY/ /ADV","12/31/2021","45","425",""
"Zions Bancorporation, N.A.","12/31/2021","45","425",""
"FIRST FINANCIAL CORP /IN/","12/31/2021","44","415",""
"Capital Advisors, Ltd. LLC","12/31/2021","43","404",""
"ASSETMARK, INC","12/31/2021","42","400",""
"Goodwin Investment Advisory","12/31/2021","42","393",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2021","40","385",""
"TSFG, LLC","12/31/2021","38","361",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2021","37","345",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2021","33","312",""
"American Research & Management Co.","12/31/2021","32","300",""
"Banque Cantonale Vaudoise","12/31/2021","32","300",""
"BDO Wealth Advisors, LLC","12/31/2021","28","265",""
"Mechanics Financial Corp","12/31/2021","28","260",""
"Destiny Wealth Partners, LLC","12/31/2021","28","260",""
"FourThought Financial, LLC","12/31/2021","27","255",""
"Anchor Investment Management, LLC","12/31/2021","26","252",""
"Holloway Wealth Management, LLC","12/31/2021","25","234",""
"Capital Analysts, LLC","12/31/2021","25","233",""
"AlphaMark Advisors, LLC","12/31/2021","24","225",""
"Financial Gravity Asset Management, Inc.","12/31/2021","40","212",""
"Oakworth Capital, Inc.","12/31/2021","21","200",""
"Newbridge Financial Services Group, Inc.","12/31/2021","21","200",""
"Charter Oak Capital Management, LLC","12/31/2021","21","200",""
"EARNEST PARTNERS LLC","12/31/2021","20","190",""
"Glen Eagle Advisors, LLC","12/31/2021","19","183",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2021","19","182",""
"FinTrust Capital Advisors, LLC","12/31/2021","19","182",""
"EverSource Wealth Advisors, LLC","12/31/2021","19","174",""
"PNC Financial Services Group, Inc.","12/31/2021","18","172",""
"Focused Wealth Management, Inc","12/31/2021","18","165",""
"JNBA Financial Advisors","12/31/2021","17","160",""
"Financial Management Professionals, Inc.","12/31/2021","16","153",""
"CITY HOLDING CO","12/31/2021","17","150",""
"Daiwa Securities Group Inc.","12/31/2021","16","150",""
"Sandy Spring Bank","12/31/2021","15","146",""
"Bell Investment Advisors, Inc","12/31/2021","15","142",""
"Smithfield Trust Co","12/31/2021","15","139",""
"Financial Perspectives, Inc","12/31/2021","14","135",""
"JFS WEALTH ADVISORS, LLC","12/31/2021","13","127",""
"NISA INVESTMENT ADVISORS, LLC","12/31/2021","14","127",""
"CAROLINAS WEALTH CONSULTING LLC","12/31/2021","13","121",""
"Spectrum Management Group, LLC","12/31/2021","11","102",""
"High Net Worth Advisory Group LLC","12/31/2021","11","100",""
"Key Financial Inc","12/31/2021","11","100",""
"ARROW FINANCIAL CORP","12/31/2021","11","100",""
"Parallax Volatility Advisers, L.P.","12/31/2021","11","100","call"
"Retirement Group, LLC","12/31/2021","11","100",""
"Zullo Investment Group, Inc.","12/31/2021","10","97",""
"Lake Point Wealth Management","12/31/2021","10","95",""
"Horan Securities, Inc.","12/31/2021","10","91",""
"Larson Financial Group LLC","12/31/2021","9","89",""
"Laurel Wealth Planning LLC","12/31/2021","8","78",""
"WOLFF WIESE MAGANA LLC","12/31/2021","8","75",""
"Lumature Wealth Partners, LLC","12/31/2021","7","64",""
"First Horizon Advisors, Inc.","12/31/2021","6","62",""
"Carmichael Hill & Associates, Inc.","12/31/2021","6","54",""
"Annapolis Financial Services, LLC","12/31/2021","6","53",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2021","5","48",""
"Bellwether Advisors, LLC","12/31/2021","5","48",""
"Mascoma Wealth Management LLC","12/31/2021","4","40",""
"Gemmer Asset Management LLC","12/31/2021","4","37",""
"HHM Wealth Advisors, LLC","12/31/2021","4","35",""
"Versant Capital Management, Inc","12/31/2021","4","35",""
"RGT Wealth Advisors, LLC","12/31/2021","4","34",""
"Western Pacific Wealth Management, LP","12/31/2021","3","33",""
"Baystate Wealth Management LLC","12/31/2021","3","28",""
"PFG Private Wealth Management, LLC","12/31/2021","3","26",""
"MARYLAND CAPITAL ADVISORS INC.","12/31/2021","3","25",""
"TCI Wealth Advisors, Inc.","12/31/2021","2","22",""
"NEXT Financial Group, Inc","12/31/2021","2","21",""
"MEEDER ASSET MANAGEMENT INC","12/31/2021","2","21",""
"Hudock, Inc.","12/31/2021","2","20",""
"EXANE DERIVATIVES","12/31/2021","0","2",""
