"Manager","Report Date","Value ($000)","Shares","Option Type"
"CIDEL ASSET MANAGEMENT INC","12/31/2022","146,929","1,563,880",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2022","134,623","1,432,896",""
"DEUTSCHE BANK AG\","12/31/2022","117,511","1,249,854",""
"Triasima Portfolio Management inc.","12/31/2022","117,087","1,245,742",""
"EDMP, INC.","12/31/2022","13,108","1,232,414",""
"Cardinal Capital Management, Inc.","12/31/2022","114,471","1,217,528",""
"Korea Investment CORP","12/31/2022","112,614","1,198,643",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2022","105,360","1,120,615",""
"HSBC HOLDINGS PLC","12/31/2022","103,156","1,098,008",""
"Russell Investments Group, Ltd.","12/31/2022","97,329","1,035,757",""
"TORONTO DOMINION BANK","12/31/2022","95,411","1,014,200",""
"SIG North Trading, ULC","12/31/2022","94,147","1,000,400","put"
"AMUNDI","12/31/2022","97,642","986,890",""
"DekaBank Deutsche Girozentrale","12/31/2022","90,274","947,145",""
"GREAT WEST LIFE ASSURANCE CO /CAN/","12/31/2022","87,642","928,670",""
"BlackRock Inc.","12/31/2022","84,960","903,644",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2022","82,967","882,434",""
"Addenda Capital Inc.","12/31/2022","109,993","864,046",""
"MILLENNIUM MANAGEMENT LLC","12/31/2022","96,703","825,000","put"
"FIRST TRUST ADVISORS LP","12/31/2022","75,301","800,826",""
"REGIONS FINANCIAL CORP","12/31/2022","74,900","796,643",""
"Royal Bank of Canada","12/31/2022","74,746","795,000","call"
"LINCLUDEN MANAGEMENT LTD","12/31/2022","74,716","794,694",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2022","71,001","755,723",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2022","66,483","706,894",""
"D. E. Shaw & Co., Inc.","12/31/2022","66,248","704,900","call"
"Dixon Mitchell Investment Counsel Inc.","12/31/2022","66,121","703,150",""
"Value Partners Investments Inc.","12/31/2022","63,447","675,045",""
"QV Investors Inc.","12/31/2022","59,238","630,521",""
"NORTHERN TRUST CORP","12/31/2022","59,199","629,650",""
"Candriam S.C.A.","12/31/2022","58,684","624,629",""
"SIG North Trading, ULC","12/31/2022","58,131","617,700","call"
"BANK OF MONTREAL /CAN/","12/31/2022","58,236","597,500","call"
"Burgundy Asset Management Ltd.","12/31/2022","54,544","580,318",""
"CITADEL ADVISORS LLC","12/31/2022","52,557","559,000","call"
"TORONTO DOMINION BANK","12/31/2022","52,084","553,633",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2022","52,038","553,459",""
"PICTET ASSET MANAGEMENT SA","12/31/2022","50,110","533,352",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2022","51,286","520,592",""
"Nexus Investment Management ULC","12/31/2022","47,857","508,921",""
"Northwest & Ethical Investments L.P.","12/31/2022","47,406","504,231",""
"CIBC WORLD MARKET INC.","12/31/2022","47,130","501,600","call"
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2022","45,578","485,128",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2022","44,364","472,284",""
"UBS Group AG","12/31/2022","44,063","468,657",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2022","41,895","445,600","put"
"AVIVA PLC","12/31/2022","39,947","424,647",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2022","39,546","420,573",""
"Cumberland Partners Ltd","12/31/2022","37,694","400,920",""
"MILLENNIUM MANAGEMENT LLC","12/31/2022","37,049","393,993",""
"CIBC WORLD MARKET INC.","12/31/2022","36,644","390,000","put"
"VAN LANSCHOT KEMPEN INVESTMENT MANAGEMENT N.V.","12/31/2022","49,262","386,980",""
"Hillsdale Investment Management Inc.","12/31/2022","36,084","384,123",""
"MILLENNIUM MANAGEMENT LLC","12/31/2022","47,738","375,000","call"
"PUBLIC SECTOR PENSION INVESTMENT BOARD","12/31/2022","35,006","372,603",""
"AXA S.A.","12/31/2022","34,891","371,106",""
"AMERIPRISE FINANCIAL INC","12/31/2022","36,648","370,572",""
"FORSTA AP-FONDEN","12/31/2022","32,638","347,400",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2022","32,264","343,158",""
"Unigestion Holding SA","12/31/2022","32,552","342,619",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2022","31,548","335,551",""
"BANK OF AMERICA CORP /DE/","12/31/2022","31,496","335,000","call"
"Manitou Investment Management Ltd.","12/31/2022","31,122","331,129",""
"Royal Bank of Canada","12/31/2022","30,557","325,000","put"
"Neuberger Berman Group LLC","12/31/2022","30,332","322,848",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2022","29,283","311,471",""
"RAYMOND JAMES & ASSOCIATES","12/31/2022","28,823","306,569",""
"APG Asset Management N.V.","12/31/2022","37,601","295,377",""
"CITIGROUP INC","12/31/2022","26,909","286,414",""
"USS Investment Management Ltd","12/31/2022","26,525","282,100",""
"WELLS FARGO & COMPANY/MN","12/31/2022","26,160","278,146",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2022","25,902","276,090",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2022","25,733","273,700","call"
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2022","24,908","264,924",""
"Clark Capital Management Group, Inc.","12/31/2022","23,221","246,981",""
"DONALDSON CAPITAL MANAGEMENT, LLC","12/31/2022","22,726","241,716",""
"Polar Asset Management Partners Inc.","12/31/2022","22,538","240,000","call"
"CITADEL ADVISORS LLC","12/31/2022","22,000","234,000","put"
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2022","20,929","222,607",""
"BARCLAYS PLC","12/31/2022","18,595","197,792",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2022","18,502","196,793",""
"JANUS HENDERSON GROUP PLC","12/31/2022","18,477","196,633",""
"Crossmark Global Holdings, Inc.","12/31/2022","18,124","192,761",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2022","17,866","190,143",""
"GODSEY & GIBB, INC","12/31/2022","17,738","188,665",""
"Allianz Asset Management GmbH","12/31/2022","17,228","183,370",""
"WADE G W & INC","12/31/2022","16,977","180,569",""
"Credential Qtrade Securities Inc.","12/31/2022","16,876","179,485",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2022","16,018","172,089",""
"ClariVest Asset Management LLC","12/31/2022","15,612","166,180",""
"Rathbones Group Plc","12/31/2022","14,660","156,048",""
"Assenagon Asset Management S.A.","12/31/2022","14,432","153,522",""
"BANK OF MONTREAL /CAN/","12/31/2022","14,132","145,000","put"
"PCJ Investment Counsel Ltd.","12/31/2022","13,541","144,029",""
"Rempart Asset Management Inc.","12/31/2022","13,349","141,952",""
"Vontobel Holding Ltd.","12/31/2022","13,141","140,186",""
"Creative Planning","12/31/2022","12,706","135,152",""
"CLARET ASSET MANAGEMENT Corp","12/31/2022","12,158","129,445",""
"AMERICAN CENTURY COMPANIES INC","12/31/2022","11,531","122,653",""
"HighTower Advisors, LLC","12/31/2022","11,297","119,740",""
"Walleye Trading LLC","12/31/2022","11,254","119,700","call"
"Walleye Trading LLC","12/31/2022","11,047","117,500","put"
"Heathbridge Capital Management Ltd.","12/31/2022","10,970","116,723",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2022","10,841","116,568",""
"JCIC Asset Management Inc.","12/31/2022","10,148","108,047",""
"Raymond James Financial Services Advisors, Inc.","12/31/2022","9,985","106,207",""
"Pendal Group Ltd","12/31/2022","9,914","105,449",""
"American Assets Investment Management, LLC","12/31/2022","9,731","103,500",""
"Bragg Financial Advisors, Inc","12/31/2022","9,505","101,100",""
"HSBC HOLDINGS PLC","12/31/2022","9,357","100,000","call"
"M. Kulyk & Associates, LLC","12/31/2022","9,319","99,119",""
"Palisade Asset Management, LLC","12/31/2022","9,309","99,015",""
"COUNTRY CLUB BANK /GFN","12/31/2022","9,297","98,889",""
"Qube Research & Technologies Ltd","12/31/2022","9,230","98,173",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2022","9,125","97,161",""
"TRUIST FINANCIAL CORP","12/31/2022","9,106","96,855",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2022","9,023","95,976",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2022","8,967","95,479",""
"NATIXIS ADVISORS, L.P.","12/31/2022","8,841","94,035",""
"Rockefeller Capital Management L.P.","12/31/2022","8,735","92,919",""
"US BANCORP \DE\","12/31/2022","8,707","92,615",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2022","222","91,119",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2022","561","91,119",""
"abrdn plc","12/31/2022","8,461","90,000",""
"Boston Trust Walden Corp","12/31/2022","8,404","89,390",""
"OSSIAM","12/31/2022","8,243","87,745",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2022","8,186","87,076",""
"Achmea Investment Management B.V.","12/31/2022","7,654","86,950",""
"Baskin Financial Services Inc.","12/31/2022","8,156","86,835",""
"FEDERATED HERMES, INC.","12/31/2022","8,144","86,620",""
"PRINCIPAL FINANCIAL GROUP INC","12/31/2022","8,124","86,471",""
"Lorne Steinberg Wealth Management Inc.","12/31/2022","8,070","85,869",""
"LPL Financial LLC","12/31/2022","7,810","83,068",""
"PNC Financial Services Group, Inc.","12/31/2022","7,738","82,311",""
"Investment Management Corp of Ontario","12/31/2022","7,716","82,132",""
"D. E. Shaw & Co., Inc.","12/31/2022","6,975","74,214",""
"LEVEL FOUR ADVISORY SERVICES, LLC","12/31/2022","6,778","72,101",""
"Polar Capital Holdings Plc","12/31/2022","6,664","70,885",""
"KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC","12/31/2022","6,612","70,332",""
"Voya Investment Management LLC","12/31/2022","6,596","70,212",""
"Voya Investment Management LLC","12/31/2022","6,596","70,212",""
"Man Group plc","12/31/2022","6,523","69,388",""
"K.J. Harrison & Partners Inc","12/31/2022","8,661","68,040",""
"Ensign Peak Advisors, Inc","12/31/2022","6,830","67,781",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2022","6,288","66,928",""
"Janney Montgomery Scott LLC","12/31/2022","6,150","65,407",""
"Cutler Group LLC / CA","12/31/2022","9","64,200","put"
"Live Oak Private Wealth LLC","12/31/2022","5,877","62,508",""
"Metis Global Partners, LLC","12/31/2022","5,838","62,102",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2022","7,849","61,660",""
"Erste Asset Management GmbH","12/31/2022","5,606","59,000",""
"CITADEL ADVISORS LLC","12/31/2022","5,342","56,826",""
"Altrius Capital Management Inc","12/31/2022","5,305","56,428",""
"NATIXIS","12/31/2022","5,238","55,713",""
"Squarepoint Ops LLC","12/31/2022","5,218","55,500","put"
"Cubist Systematic Strategies, LLC","12/31/2022","4,862","51,694",""
"Mariner, LLC","12/31/2022","4,799","51,039",""
"DAVIS-REA LTD.","12/31/2022","4,786","50,900",""
"Summit Global Investments","12/31/2022","4,749","50,506",""
"Walleye Trading LLC","12/31/2022","4,619","49,128",""
"Quilter Plc","12/31/2022","4,521","48,085",""
"M&T Bank Corp","12/31/2022","4,382","46,616",""
"Parallax Volatility Advisers, L.P.","12/31/2022","4,230","45,000","put"
"Parallax Volatility Advisers, L.P.","12/31/2022","4,183","44,500","call"
"Varma Mutual Pension Insurance Co","12/31/2022","4,125","43,914",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2022","4,117","43,763",""
"LORD, ABBETT & CO. LLC","12/31/2022","3,672","39,056",""
"La Banque Postale Asset Management SA","12/31/2022","3,630","38,644",""
"Parallax Volatility Advisers, L.P.","12/31/2022","3,608","38,377",""
"EDMOND DE ROTHSCHILD HOLDING S.A.","12/31/2022","3,593","38,217",""
"Cambridge Investment Research Advisors, Inc.","12/31/2022","3,582","38,094",""
"Tacita Capital Inc","12/31/2022","3,521","37,445",""
"Cardinal Capital Management","12/31/2022","3,435","36,536",""
"Commonwealth Retirement Investments LLC","12/31/2022","3,371","35,857",""
"BFSG, LLC","12/31/2022","3,345","35,580",""
"TCWP LLC","12/31/2022","3,312","35,227",""
"Aristotle Capital Management, LLC","12/31/2022","3,146","33,470",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2022","3,134","33,335",""
"VAN ECK ASSOCIATES CORP","12/31/2022","3,125","33,274",""
"ASPIRIANT, LLC","12/31/2022","3,038","32,315",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2022","3,031","32,245",""
"D. E. Shaw & Co., Inc.","12/31/2022","2,952","31,400","put"
"Andra AP-fonden","12/31/2022","3,984","31,300",""
"Integrated Wealth Concepts LLC","12/31/2022","2,917","31,024",""
"COMERICA BANK","12/31/2022","3,111","30,782",""
"FAIRFIELD, BUSH & CO.","12/31/2022","2,880","30,640",""
"Squarepoint Ops LLC","12/31/2022","2,876","30,591",""
"Shilanski & Associates, Inc.","12/31/2022","2,852","30,338",""
"UBS Group AG","12/31/2022","2,820","30,000","put"
"UBS Group AG","12/31/2022","2,820","30,000","call"
"SIG North Trading, ULC","12/31/2022","2,788","29,669",""
"CI Private Wealth, LLC","12/31/2022","2,745","29,203",""
"JANE STREET GROUP, LLC","12/31/2022","2,618","27,851",""
"Pacifica Partners Inc.","12/31/2022","2,596","27,568",""
"Squarepoint Ops LLC","12/31/2022","2,576","27,400","call"
"Exeter Financial, LLC","12/31/2022","2,511","26,708",""
"CIGNA INVESTMENTS INC /NEW","12/31/2022","2,508","26,691",""
"Balentine LLC","12/31/2022","2,496","26,551",""
"Aspen Grove Capital, LLC","12/31/2022","2,466","26,237",""
"BLAIR WILLIAM & CO/IL","12/31/2022","2,368","25,187",""
"MARSHALL WACE, LLP","12/31/2022","2,362","25,130",""
"WHITENER CAPITAL MANAGEMENT, INC.","12/31/2022","2,349","24,987",""
"Advisory Services Network, LLC","12/31/2022","2,310","24,574",""
"Cox Capital Mgt LLC","12/31/2022","2,277","24,224",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2022","2,212","23,534",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2022","2,205","23,455",""
"Cutler Group LLC / CA","12/31/2022","4","23,400","call"
"Wambolt & Associates, LLC","12/31/2022","2,188","23,281",""
"STIFEL FINANCIAL CORP","12/31/2022","2,159","22,965",""
"Power Corp of Canada","12/31/2022","2,132","22,700",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2022","2,130","22,662",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2022","2,074","22,069",""
"Cetera Advisor Networks LLC","12/31/2022","2,071","22,034",""
"Parsec Financial Management, Inc.","12/31/2022","2,043","21,736",""
"DSM Capital Partners LLC","12/31/2022","2,028","21,566",""
"SEEYOND","12/31/2022","2,004","21,334",""
"BerganKDV Wealth Management, LLC","12/31/2022","1,910","20,324",""
"COLTON GROOME FINANCIAL ADVISORS, LLC","12/31/2022","1,910","20,321",""
"INVESTMENT MANAGEMENT OF VIRGINIA LLC","12/31/2022","1,883","20,029",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2022","1,880","20,004",""
"Quadrature Capital Ltd","12/31/2022","1,869","19,900",""
"Bogart Wealth, LLC","12/31/2022","1,855","19,732",""
"River Wealth Advisors LLC","12/31/2022","1,848","19,663",""
"Baird Financial Group, Inc.","12/31/2022","1,785","18,986",""
"ADVISOR PARTNERS II, LLC","12/31/2022","1,784","18,977",""
"MALTESE CAPITAL MANAGEMENT LLC","12/31/2022","1,776","18,900",""
"BRIDGEWAY CAPITAL MANAGEMENT, LLC","12/31/2022","1,776","18,900",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2022","1,743","18,543",""
"Colonial Trust Advisors","12/31/2022","1,737","18,483",""
"Vident Investment Advisory, LLC","12/31/2022","1,732","18,436",""
"Arnhold LLC","12/31/2022","1,701","18,100",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2022","1,690","17,975",""
"HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND","12/31/2022","1,671","17,800","call"
"Applied Capital LLC/FL","12/31/2022","1,658","17,642",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2022","1,649","17,540",""
"Independent Solutions Wealth Management, LLC","12/31/2022","1,642","17,474",""
"DAVENPORT & Co LLC","12/31/2022","1,630","17,337",""
"Capital Investment Advisory Services, LLC","12/31/2022","1,624","17,282",""
"AMG National Trust Bank","12/31/2022","1,618","17,210",""
"BESSEMER GROUP INC","12/31/2022","1,613","17,145",""
"RFG Advisory, LLC","12/31/2022","1,750","16,978",""
"Forum Financial Management, LP","12/31/2022","1,533","16,314",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2022","1,512","16,100",""
"Aull & Monroe Investment Management Corp","12/31/2022","1,500","15,962",""
"SIGNATUREFD, LLC","12/31/2022","1,498","15,938",""
"Ronald Blue Trust, Inc.","12/31/2022","1,406","15,615",""
"Kestra Advisory Services, LLC","12/31/2022","1,461","15,543",""
"Global Retirement Partners, LLC","12/31/2022","1,451","15,434",""
"KMG FIDUCIARY PARTNERS, LLC","12/31/2022","1,442","15,340",""
"OAK HARBOR WEALTH PARTNERS, LLC","12/31/2022","1,420","15,108",""
"Aprio Wealth Management, LLC","12/31/2022","1,394","14,832",""
"COLONY GROUP LLC","12/31/2022","1,354","14,403",""
"Americana Partners, LLC","12/31/2022","1,335","14,286",""
"Old Port Advisors","12/31/2022","1,342","14,279",""
"Richard P Slaughter Associates Inc","12/31/2022","1,334","14,191",""
"Mission Creek Capital Partners, Inc.","12/31/2022","1,325","14,094",""
"Veriti Management LLC","12/31/2022","1,303","13,862",""
"WILBANKS SMITH & THOMAS ASSET MANAGEMENT LLC","12/31/2022","1,294","13,766",""
"OPPENHEIMER & CO INC","12/31/2022","1,264","13,450",""
"EDMP, INC.","12/31/2022","1,232","13,108",""
"Ativo Capital Management LLC","12/31/2022","1,231","13,097",""
"Gulf International Bank (UK) Ltd","12/31/2022","1,212","12,906",""
"TOWNSQUARE CAPITAL LLC","12/31/2022","1,202","12,789",""
"Horizon Investments, LLC","12/31/2022","1,198","12,741",""
"TIAA, FSB","12/31/2022","1,195","12,718",""
"CHEMUNG CANAL TRUST CO","12/31/2022","1,186","12,611",""
"CREATIVE FINANCIAL DESIGNS INC /ADV","12/31/2022","1,180","12,551",""
"FRANKLIN STREET ADVISORS INC /NC","12/31/2022","1,167","12,409",""
"Cerity Partners LLC","12/31/2022","1,166","12,404",""
"Beacon Pointe Advisors, LLC","12/31/2022","1,165","12,401",""
"WEDBUSH SECURITIES INC","12/31/2022","1,155","12,282",""
"Private Advisor Group, LLC","12/31/2022","948","11,844",""
"Brinker Capital Investments, LLC","12/31/2022","1,112","11,827",""
"Mayfair Advisory Group, LLC","12/31/2022","1,158","11,802",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2022","1,100","11,707",""
"Busey Wealth Management","12/31/2022","1,098","11,687",""
"Great Lakes Retirement, Inc.","12/31/2022","1,096","11,662",""
"Schonfeld Strategic Advisors LLC","12/31/2022","1,090","11,600",""
"Founders Financial Alliance, LLC","12/31/2022","1,089","11,583",""
"SG Americas Securities, LLC","12/31/2022","1,075","11,435",""
"Vanguard Personalized Indexing Management, LLC","12/31/2022","1,074","11,433",""
"BROWN ADVISORY INC","12/31/2022","1,071","11,399",""
"Leisure Capital Management","12/31/2022","1,063","11,307",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2022","1,426","11,203",""
"Prospera Financial Services Inc","12/31/2022","1,037","11,030",""
"PINNACLE ASSOCIATES LTD","12/31/2022","1,000","10,646",""
"FIRST CITIZENS BANK & TRUST CO","12/31/2022","1,000","10,632",""
"Sowell Financial Services LLC","12/31/2022","993","10,566",""
"Banque Cantonale Vaudoise","12/31/2022","990","10,544",""
"JTC Employer Solutions Trustee Ltd","12/31/2022","988","10,503",""
"Pacer Advisors, Inc.","12/31/2022","982","10,448",""
"Western Wealth Management, LLC","12/31/2022","967","10,286",""
"Moors & Cabot, Inc.","12/31/2022","958","10,199",""
"Capital Wealth Planning, LLC","12/31/2022","949","10,100",""
"Y-Intercept (Hong Kong) Ltd","12/31/2022","948","10,089",""
"Qtron Investments LLC","12/31/2022","917","9,764",""
"EXECUTIVE WEALTH GROUP LLC","12/31/2022","907","9,648",""
"SHEETS SMITH WEALTH MANAGEMENT","12/31/2022","897","9,541",""
"STEPHENS INC /AR/","12/31/2022","892","9,494",""
"Community Bank, N.A.","12/31/2022","892","9,488",""
"Bayesian Capital Management, LP","12/31/2022","890","9,470",""
"SHELL ASSET MANAGEMENT CO","12/31/2022","885","9,419",""
"Quantinno Capital Management LP","12/31/2022","873","9,281",""
"XTX Topco Ltd","12/31/2022","840","8,943",""
"M&G INVESTMENT MANAGEMENT LTD","12/31/2022","792","8,446",""
"Petrus Trust Company, LTA","12/31/2022","788","8,387",""
"BURNEY CO/","12/31/2022","764","8,133",""
"WOODARD & CO ASSET MANAGEMENT GROUP INC /ADV","12/31/2022","746","7,935",""
"Virtu Financial LLC","12/31/2022","745","7,923",""
"BRADY FAMILY WEALTH, LLC","12/31/2022","726","7,726",""
"EVOKE WEALTH, LLC","12/31/2022","720","7,665",""
"Old North State Trust, LLC","12/31/2022","718","7,639",""
"RAYMOND JAMES TRUST N.A.","12/31/2022","718","7,634",""
"True Wealth Design, LLC","12/31/2022","716","7,616",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2022","715","7,611",""
"OBERMEYER WOOD INVESTMENT COUNSEL, LLLP","12/31/2022","715","7,611",""
"Capital Investment Counsel, Inc","12/31/2022","713","7,586",""
"Sequoia Financial Advisors, LLC","12/31/2022","711","7,571",""
"Five Oceans Advisors","12/31/2022","703","7,487",""
"Pathway Financial Advisers, LLC","12/31/2022","702","7,472",""
"DUALITY ADVISERS, LP","12/31/2022","685","7,291",""
"FIRST MANHATTAN CO","12/31/2022","684","7,280",""
"Cypress Capital Group","12/31/2022","668","7,110",""
"Arkadios Wealth Advisors","12/31/2022","668","7,106",""
"AXQ CAPITAL, LP","12/31/2022","667","7,100",""
"EXENCIAL WEALTH ADVISORS, LLC","12/31/2022","647","6,889",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2022","639","6,805",""
"Westover Capital Advisors, LLC","12/31/2022","634","6,751",""
"Sather Financial Group Inc","12/31/2022","625","6,655",""
"Clarius Group, LLC","12/31/2022","623","6,624",""
"Intercontinental Wealth Advisors, LLC","12/31/2022","615","6,546",""
"Glassman Wealth Services","12/31/2022","612","6,517",""
"TWO SIGMA SECURITIES, LLC","12/31/2022","611","6,500","put"
"Kingfisher Capital LLC","12/31/2022","605","6,430",""
"ONTARIO TEACHERS PENSION PLAN BOARD","12/31/2022","603","6,417",""
"Welch Group, LLC","12/31/2022","600","6,390",""
"PATTEN & PATTEN INC/TN","12/31/2022","595","6,330",""
"MML INVESTORS SERVICES, LLC","12/31/2022","584","6,208",""
"MOUNTAIN PACIFIC INVESTMENT ADVISERS INC/ID","12/31/2022","582","6,194",""
"Checchi Capital Advisers, LLC","12/31/2022","581","6,184",""
"Sage Mountain Advisors LLC","12/31/2022","577","6,142",""
"HUNTINGTON NATIONAL BANK","12/31/2022","568","6,044",""
"Ategra Capital Management, LLC","12/31/2022","565","6,019",""
"TI-TRUST, INC","12/31/2022","564","6,000",""
"Walleye Capital LLC","12/31/2022","564","6,000","call"
"Sara-Bay Financial","12/31/2022","563","5,990",""
"Transamerica Financial Advisors, Inc.","12/31/2022","562","5,970",""
"Credit Agricole S A","12/31/2022","561","5,969",""
"Merit Financial Group, LLC","12/31/2022","554","5,902",""
"Aptus Capital Advisors, LLC","12/31/2022","552","5,875",""
"Total Clarity Wealth Management, Inc.","12/31/2022","549","5,845",""
"Advisory Resource Group","12/31/2022","547","5,826",""
"Dakota Wealth Management","12/31/2022","541","5,761",""
"MQS Management LLC","12/31/2022","540","5,754",""
"First National Trust Co","12/31/2022","540","5,744",""
