"Manager","Report Date","Value ($000)","Shares","Option Type"
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2020","39,631","463,677",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2020","38,854","454,591",""
"D. E. Shaw & Co., Inc.","12/31/2020","35,500","415,758",""
"Polar Asset Management Partners Inc.","12/31/2020","34,188","400,000","put"
"Mn Services Vermogensbeheer B.V.","12/31/2020","33,289","390,088",""
"CIDEL ASSET MANAGEMENT INC","12/31/2020","32,225","377,621",""
"NORTHERN TRUST CORP","12/31/2020","31,431","367,746",""
"ROYAL BANK OF CANADA","12/31/2020","30,769","360,000","call"
"UBS Group AG","12/31/2020","29,915","350,000","call"
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2020","28,631","335,500",""
"TRUIST FINANCIAL CORP","12/31/2020","28,149","329,356",""
"GOLDMAN SACHS GROUP INC","12/31/2020","27,492","321,664",""
"TORONTO DOMINION BANK","12/31/2020","26,808","314,700",""
"EVOKE WEALTH, LLC","12/31/2020","23,038","266,000",""
"Aperio Group, LLC","12/31/2020","22,543","263,749",""
"CIBC World Markets Inc.","12/31/2020","22,222","260,000","call"
"M&G INVESTMENT MANAGEMENT LTD","12/31/2020","21,996","256,884",""
"TORONTO DOMINION BANK","12/31/2020","21,135","248,100",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2020","20,857","244,403",""
"APG Asset Management N.V.","12/31/2020","17,003","243,788",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2020","20,673","241,284",""
"Northwest & Ethical Investments L.P.","12/31/2020","20,502","240,049",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2020","20,304","237,912",""
"AMF Pensionsforsakring AB","12/31/2020","19,834","232,413",""
"LPL Financial LLC","12/31/2020","19,292","225,711",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","24,390","224,553",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","24,390","224,553",""
"TORONTO DOMINION BANK","12/31/2020","19,094","224,139",""
"AMERIPRISE FINANCIAL INC","12/31/2020","18,889","220,996",""
"Parametric Portfolio Associates LLC","12/31/2020","18,850","220,541",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2020","18,091","211,665",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2020","17,769","208,207",""
"Neuberger Berman Group LLC","12/31/2020","17,349","202,031",""
"QV Investors Inc.","12/31/2020","17,174","201,242",""
"NOMURA HOLDINGS INC","12/31/2020","17,101","200,000","put"
"BANK OF MONTREAL /CAN/","12/31/2020","17,666","200,000","put"
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2020","17,033","199,600",""
"PICTET ASSET MANAGEMENT LTD","12/31/2020","15,968","187,122",""
"Schonfeld Strategic Advisors LLC","12/31/2020","15,819","185,200",""
"HSBC HOLDINGS PLC","12/31/2020","15,384","180,115",""
"CITIGROUP INC","12/31/2020","15,361","180,000","call"
"Hillsdale Investment Management Inc.","12/31/2020","15,058","176,397",""
"Korea Investment CORP","12/31/2020","14,388","168,600",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2020","14,320","167,800",""
"MARSHALL WACE, LLP","12/31/2020","14,293","167,482",""
"NN Investment Partners Holdings N.V.","12/31/2020","14,151","165,579",""
"Pendal Group Limited","12/31/2020","13,103","153,419",""
"FORSTA AP-FONDEN","12/31/2020","13,091","153,400",""
"AVIVA PLC","12/31/2020","12,911","151,327",""
"STIFEL FINANCIAL CORP","12/31/2020","12,581","147,194",""
"Man Group plc","12/31/2020","12,500","146,473",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2020","15,678","144,210",""
"AXA S.A.","12/31/2020","12,069","141,202",""
"KEMPEN CAPITAL MANAGEMENT N.V.","12/31/2020","14,262","131,184",""
"AMP Capital Investors Ltd","12/31/2020","11,215","131,072",""
"JANUS HENDERSON GROUP PLC","12/31/2020","11,158","130,718",""
"Investment Management Corp of Ontario","12/31/2020","11,136","130,295",""
"Crossmark Global Holdings, Inc.","12/31/2020","10,698","125,165",""
"Marshall Wace North America L.P.","12/31/2020","10,441","122,314",""
"FMR LLC","12/31/2020","9,408","110,158",""
"Waratah Capital Advisors Ltd.","12/31/2020","9,158","107,251",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2020","8,650","101,357",""
"Addenda Capital Inc.","12/31/2020","7,848","90,740",""
"EAGLE ASSET MANAGEMENT INC","12/31/2020","7,602","89,008",""
"UBS Group AG","12/31/2020","7,439","87,040",""
"Voya Investment Management LLC","12/31/2020","6,557","76,831",""
"Artemis Investment Management LLP","12/31/2020","6,265","73,283",""
"ING GROEP NV","12/31/2020","6,095","71,313",""
"JANE STREET GROUP, LLC","12/31/2020","5,917","69,223",""
"FIERA CAPITAL CORP","12/31/2020","5,764","67,690",""
"NATIXIS","12/31/2020","5,731","67,131",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","5,726","67,000","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","5,726","67,000","call"
"STEPHENS INC /AR/","12/31/2020","5,534","64,743",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2020","5,500","64,354",""
"Rathbone Brothers plc","12/31/2020","5,233","61,320",""
"ALLIANCEBERNSTEIN L.P.","12/31/2020","5,226","61,148",""
"BARCLAYS PLC","12/31/2020","5,109","59,792",""
"LSV ASSET MANAGEMENT","12/31/2020","5,076","59,400",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2020","3,817","56,814",""
"Te Ahumairangi Investment Management Ltd","12/31/2020","4,581","53,683",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2020","4,528","53,141",""
"K.J. Harrison & Partners Inc","12/31/2020","4,415","51,809",""
"CIBC Private Wealth Group, LLC","12/31/2020","4,288","50,161",""
"Lipe & Dalton","12/31/2020","4,227","49,455",""
"COMERICA BANK","12/31/2020","4,304","49,343",""
"CLARET ASSET MANAGEMENT Corp","12/31/2020","4,200","49,167",""
"AlphaCrest Capital Management LLC","12/31/2020","3,993","46,721",""
"Westpac Banking Corp","12/31/2020","4,823","44,366",""
"DekaBank Deutsche Girozentrale","12/31/2020","3,751","44,045",""
"MML INVESTORS SERVICES, LLC","12/31/2020","3,690","43,172",""
"Andra AP-fonden","12/31/2020","4,501","41,400",""
"Janney Montgomery Scott LLC","12/31/2020","3,282","38,395",""
"TORONTO DOMINION BANK","12/31/2020","4,040","37,400",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2020","3,128","36,603",""
"PNC Financial Services Group, Inc.","12/31/2020","3,096","36,225",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2020","2,896","33,894",""
"Fulton Bank, N.A.","12/31/2020","2,808","32,857",""
"Nexus Investment Management ULC","12/31/2020","2,788","32,233",""
"Zions Bancorporation, N.A.","12/31/2020","2,739","32,045",""
"First Bank & Trust","12/31/2020","2,610","30,539",""
"Allianz Asset Management GmbH","12/31/2020","2,535","29,709",""
"SHUFRO ROSE & CO LLC","12/31/2020","2,514","29,410",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2020","2,495","29,236",""
"BREWIN DOLPHIN LTD","12/31/2020","2,474","28,951",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2020","2,448","28,640",""
"DEAN INVESTMENT ASSOCIATES, LLC","12/31/2020","2,388","27,943",""
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","12/31/2020","2,266","26,561",""
"Lorne Steinberg Wealth Management Inc.","12/31/2020","2,162","25,233",""
"Qube Research & Technologies Ltd","12/31/2020","2,079","24,324",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2020","2,041","23,900",""
"SHELL ASSET MANAGEMENT CO","12/31/2020","1,976","23,151",""
"EATON VANCE MANAGEMENT","12/31/2020","1,864","21,807",""
"EATON VANCE MANAGEMENT","12/31/2020","1,864","21,807",""
"Varma Mutual Pension Insurance Co","12/31/2020","1,835","21,507",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","1,812","21,200","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","1,812","21,200","put"
"QS Investors, LLC","12/31/2020","1,805","21,137",""
"GUGGENHEIM CAPITAL LLC","12/31/2020","1,772","20,736",""
"PCJ Investment Counsel Ltd.","12/31/2020","1,658","19,410",""
"Ensign Peak Advisors, Inc","12/31/2020","1,651","19,350",""
"GROUP ONE TRADING, L.P.","12/31/2020","1,602","18,745",""
"Townsend & Associates, Inc","12/31/2020","1,564","18,300",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2020","1,543","18,060",""
"ATRIA INVESTMENTS LLC","12/31/2020","1,509","17,654",""
"AMERICAN CENTURY COMPANIES INC","12/31/2020","1,474","17,259",""
"Jarislowsky, Fraser Ltd","12/31/2020","1,458","17,087",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2020","1,435","16,801",""
"Cetera Investment Advisers","12/31/2020","1,411","16,509",""
"ExodusPoint Capital Management, LP","12/31/2020","1,404","16,431",""
"NATIXIS ADVISORS, L.P.","12/31/2020","1,370","16,026",""
"STATE STREET CORP","12/31/2020","1,367","15,777",""
"Cumberland Partners Ltd","12/31/2020","1,345","15,761",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2020","1,338","15,656",""
"HighTower Advisors, LLC","12/31/2020","1,323","15,462",""
"Quantbot Technologies LP","12/31/2020","1,297","15,179",""
"BANK OF HAWAII","12/31/2020","1,289","15,084",""
"RAYMOND JAMES TRUST N.A.","12/31/2020","1,286","15,051",""
"Russell Investments Group, Ltd.","12/31/2020","1,279","15,008",""
"Octavia Wealth Advisors, LLC","12/31/2020","1,291","14,905",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2020","1,265","14,798",""
"CITADEL ADVISORS LLC","12/31/2020","1,214","14,200","put"
"PARK CIRCLE Co","12/31/2020","1,197","14,000",""
"Keudell/Morrison Wealth Management","12/31/2020","1,106","12,939",""
"Assenagon Asset Management S.A.","12/31/2020","1,089","12,757",""
"Voya Financial Advisors, Inc.","12/31/2020","1,088","12,743",""
"Verdence Capital Advisors LLC","12/31/2020","1,082","12,663",""
"AE Wealth Management LLC","12/31/2020","1,071","12,536",""
"M&T Bank Corp","12/31/2020","1,058","12,369",""
"Credential Qtrade Securities Inc.","12/31/2020","1,049","12,293",""
"Argent Trust Co","12/31/2020","1,019","11,919",""
"Cerity Partners LLC","12/31/2020","1,013","11,856",""
"JANE STREET GROUP, LLC","12/31/2020","974","11,400","call"
"Grove Bank & Trust","12/31/2020","975","11,399",""
"Candriam Luxembourg S.C.A.","12/31/2020","967","11,334",""
"Investors Research Corp","12/31/2020","968","11,325",""
"Wealth Alliance","12/31/2020","951","11,132",""
"FDx Advisors, Inc.","12/31/2020","925","10,825",""
"Advisory Services Network, LLC","12/31/2020","903","10,557",""
"OPPENHEIMER & CO INC","12/31/2020","901","10,549",""
"WRAPMANAGER INC","12/31/2020","864","10,104",""
"Hilltop Holdings Inc.","12/31/2020","864","10,102",""
"GOLDMAN SACHS GROUP INC","12/31/2020","855","10,000","call"
"CITADEL ADVISORS LLC","12/31/2020","846","9,900","call"
"Sawtooth Solutions, LLC","12/31/2020","837","9,798",""
"JANE STREET GROUP, LLC","12/31/2020","812","9,500","put"
"ADVISOR PARTNERS LLC","12/31/2020","783","9,156",""
"PDT Partners, LLC","12/31/2020","758","8,872",""
"CITADEL ADVISORS LLC","12/31/2020","744","8,699",""
"Kestra Advisory Services, LLC","12/31/2020","728","8,523",""
"Raymond James Financial Services Advisors, Inc.","12/31/2020","707","8,281",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2020","698","8,165",""
"PRUDENTIAL FINANCIAL INC","12/31/2020","695","8,129",""
"FIFTH THIRD BANCORP","12/31/2020","687","8,037",""
"D.A. DAVIDSON & CO.","12/31/2020","684","8,007",""
"FORA Capital, LLC","12/31/2020","684","7,998",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2020","668","7,820",""
"Weather Gauge Advisory, LLC","12/31/2020","662","7,751",""
"GYL Financial Synergies, LLC","12/31/2020","652","7,629",""
"Bridgefront Capital, LLC","12/31/2020","652","7,629",""
"Gradient Investments LLC","12/31/2020","566","7,570",""
"Walleye Trading LLC","12/31/2020","641","7,500","put"
"AGF INVESTMENTS INC.","12/31/2020","639","7,487",""
"PNC Financial Services Group, Inc.","12/31/2020","627","7,321",""
"Crestwood Advisors Group LLC","12/31/2020","602","7,048",""
"Aspire Private Capital, LLC","12/31/2020","586","6,854",""
"CIGNA INVESTMENTS INC /NEW","12/31/2020","582","6,816",""
"COMERICA SECURITIES,INC.","12/31/2020","589","6,800",""
"VAUGHAN & Co SECURITIES, INC.","12/31/2020","567","6,630",""
"Aull & Monroe Investment Management Corp","12/31/2020","564","6,600",""
"INTRUST BANK NA","12/31/2020","559","6,537",""
"Rodgers Brothers Inc.","12/31/2020","549","6,425",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2020","544","6,361",""
"Tower Research Capital LLC (TRC)","12/31/2020","536","6,289",""
"Creative Planning","12/31/2020","536","6,267",""
"PARK AVENUE SECURITIES LLC","12/31/2020","535","6,255",""
"Gulf International Bank (UK) Ltd","12/31/2020","526","6,163",""
"Laurel Wealth Advisors, Inc.","12/31/2020","524","6,135",""
"Dynamic Technology Lab Private Ltd","12/31/2020","507","5,930",""
"Hobart Private Capital, LLC","12/31/2020","506","5,923",""
"WOLVERINE TRADING, LLC","12/31/2020","484","5,666",""
"Chesley Taft & Associates LLC","12/31/2020","478","5,596",""
"AdvisorNet Financial, Inc","12/31/2020","474","5,550",""
"THOMAS WHITE INTERNATIONAL LTD","12/31/2020","474","5,550",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2020","470","5,497",""
"Y-Intercept (Hong Kong) Ltd","12/31/2020","460","5,391",""
"Cambridge Investment Research Advisors, Inc.","12/31/2020","459","5,368",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2020","454","5,317",""
"VAN ECK ASSOCIATES CORP","12/31/2020","452","5,289",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2020","441","5,156",""
"SIGNATUREFD, LLC","12/31/2020","441","5,155",""
"Renasant Bank","12/31/2020","426","4,985",""
"Archetype Wealth Partners, LLC","12/31/2020","421","4,930",""
"Cubist Systematic Strategies, LLC","12/31/2020","407","4,760",""
"Berger Financial Group, Inc","12/31/2020","407","4,759",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2020","407","4,752",""
"Vontobel Holding Ltd.","12/31/2020","410","4,608",""
"WOLVERINE TRADING, LLC","12/31/2020","393","4,600","put"
"Squarepoint Ops LLC","12/31/2020","378","4,421",""
"Wellington Wealth Strategies, LLC.","12/31/2020","210","4,374",""
"Private Advisor Group, LLC","12/31/2020","366","4,280",""
"AIGEN INVESTMENT MANAGEMENT, LP","12/31/2020","362","4,235",""
"TCG Advisory Services, LLC","12/31/2020","308","4,128",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2020","351","4,113",""
"US BANCORP \DE\","12/31/2020","350","4,097",""
"Neuberger Berman Group LLC","12/31/2020","338","4,052",""
"Graves-Light Private Wealth Management, Inc.","12/31/2020","342","4,000",""
"TOWER BRIDGE ADVISORS","12/31/2020","325","3,807",""
"Tacita Capital Inc","12/31/2020","321","3,769",""
"Pacer Advisors, Inc.","12/31/2020","316","3,698",""
"BLAIR WILLIAM & CO/IL","12/31/2020","312","3,645",""
"Geneos Wealth Management Inc.","12/31/2020","352","3,594",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2020","305","3,580",""
"MITCHELL CAPITAL MANAGEMENT CO","12/31/2020","303","3,550",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2020","299","3,500",""
"Coastal Investment Advisors, Inc.","12/31/2020","298","3,489",""
"STA Wealth Management, LLC","12/31/2020","297","3,478",""
"Cresset Asset Management, LLC","12/31/2020","295","3,455",""
"Campbell & CO Investment Adviser LLC","12/31/2020","287","3,363",""
"Paloma Partners Management Co","12/31/2020","286","3,346",""
"Walleye Trading LLC","12/31/2020","264","3,093",""
"Baskin Financial Services Inc.","12/31/2020","262","3,068",""
"EXANE DERIVATIVES","12/31/2020","258","3,034",""
"Unigestion Holding SA","12/31/2020","253","2,968",""
"HRT FINANCIAL LP","12/31/2020","250","2,934",""
"Close Asset Management Ltd","12/31/2020","249","2,910",""
"JustInvest LLC","12/31/2020","243","2,840",""
"Veriti Management LLC","12/31/2020","241","2,818",""
"BOKF, NA","12/31/2020","240","2,811",""
"Lantz Financial LLC","12/31/2020","239","2,802",""
"Lloyd Advisory Services, LLC.","12/31/2020","239","2,802",""
"TRUST CO OF TOLEDO NA /OH/","12/31/2020","238","2,790",""
"Lido Advisors, LLC","12/31/2020","236","2,735",""
"Lido Advisors, LLC","12/31/2020","230","2,700","put"
"Icon Wealth Partners, LLC","12/31/2020","226","2,646",""
"US BANCORP \DE\","12/31/2020","224","2,618",""
"DAVENPORT & Co LLC","12/31/2020","219","2,567",""
"SEGALL BRYANT & HAMILL, LLC","12/31/2020","214","2,504",""
"Quantitative Systematic Strategies LLC","12/31/2020","212","2,481",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2020","202","2,327",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2020","161","1,878",""
"QUADRANT CAPITAL GROUP LLC","12/31/2020","155","1,819",""
"FIRST QUADRANT L P/CA","12/31/2020","153","1,790",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2020","138","1,619",""
"CBIZ Investment Advisory Services, LLC","12/31/2020","131","1,536",""
"American Research & Management Co.","12/31/2020","121","1,419",""
"Bay Harbor Wealth Management, LLC","12/31/2020","118","1,378",""
"Parallel Advisors, LLC","12/31/2020","117","1,370",""
"BESSEMER GROUP INC","12/31/2020","116","1,359",""
"Advisors Asset Management, Inc.","12/31/2020","114","1,337",""
"JCIC Asset Management Inc.","12/31/2020","113","1,325",""
"JJJ Advisors Inc.","12/31/2020","100","1,173",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2020","86","1,002",""
"Allworth Financial LP","12/31/2020","85","1,000",""
"Beutel, Goodman & Co Ltd.","12/31/2020","83","980",""
"LIBERTY WEALTH MANAGEMENT LLC","12/31/2020","83","980",""
"Plante Moran Financial Advisors, LLC","12/31/2020","82","964",""
"Banque Cantonale Vaudoise","12/31/2020","80","940",""
"Sowell Financial Services LLC","12/31/2020","78","914",""
"McIlrath & Eck, LLC","12/31/2020","77","904",""
"IFP Advisors, Inc","12/31/2020","74","869",""
"First Horizon Advisors, Inc.","12/31/2020","70","834",""
"Rockefeller Capital Management L.P.","12/31/2020","67","793",""
"Clearstead Advisors, LLC","12/31/2020","57","666",""
"tru Independence LLC","12/31/2020","57","665",""
"Truvestments Capital LLC","12/31/2020","57","662",""
"First Horizon Advisors, Inc.","12/31/2020","51","600",""
"American Portfolios Advisors","12/31/2020","51","599",""
"Eudaimonia Partners, LLC","12/31/2020","49","574",""
"HOWE & RUSLING INC","12/31/2020","46","535",""
"CHILDRESS CAPITAL ADVISORS, LLC","12/31/2020","44","493",""
"Reby Advisors, LLC","12/31/2020","41","480",""
"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC","12/31/2020","38","442",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2020","38","435",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2020","36","416",""
"CWM, LLC","12/31/2020","47","410",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2020","34","401",""
"Lindbrook Capital, LLC","12/31/2020","34","395",""
"Global Retirement Partners, LLC","12/31/2020","32","377",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2020","31","364",""
"FIRST HORIZON CORP","12/31/2020","29","345",""
"Private Capital Group, LLC","12/31/2020","29","339",""
"Winslow, Evans & Crocker, Inc.","12/31/2020","29","337",""
"ASSETMARK, INC","12/31/2020","26","301",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2020","25","300",""
"Barnett & Company, Inc.","12/31/2020","24","285",""
"Pacifica Partners Inc.","12/31/2020","22","255",""
"Sound Income Strategies, LLC","12/31/2020","21","250",""
"Fieldpoint Private Securities, LLC","12/31/2020","20","230",""
"PROEQUITIES, INC.","12/31/2020","17","200",""
"ForthRight Wealth Management, LLC","12/31/2020","16","193",""
"Arkadios Wealth Advisors","12/31/2020","14","173",""
"Asset Dedication, LLC","12/31/2020","14","165",""
"NEXT Financial Group, Inc","12/31/2020","14","159",""
"Daiwa Securities Group Inc.","12/31/2020","12","135",""
"HM PAYSON & CO","12/31/2020","11","130",""
"Old North State Trust, LLC","12/31/2020","11","124",""
"Glassman Wealth Services","12/31/2020","10","112",""
"RITTER DANIHER FINANCIAL ADVISORY, LLC","12/31/2020","9","100",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2020","9","100",""
"Pinnacle Wealth Planning Services, Inc.","12/31/2020","8","99",""
"Freestone Capital Holdings, LLC","12/31/2020","8","96",""
"BlackRock Inc.","12/31/2020","8","94",""
"FIRST MANHATTAN CO","12/31/2020","7","90",""
"Crescent Capital Consulting, LLC","12/31/2020","7","87",""
"Savior LLC","12/31/2020","7","77",""
"VALLEY NATIONAL ADVISERS INC","12/31/2020","6","73",""
"EARNEST PARTNERS LLC","12/31/2020","5","61",""
"Steward Partners Investment Advisory, LLC","12/31/2020","5","53",""
"JNBA Financial Advisors","12/31/2020","4","51",""
"CAROLINAS WEALTH CONSULTING LLC","12/31/2020","3","39",""
"Gemmer Asset Management LLC","12/31/2020","3","33",""
"Capital Analysts, LLC","12/31/2020","3","31",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2020","2","31",""
"Versant Capital Management, Inc","12/31/2020","2","31",""
"CNB Bank","12/31/2020","2","29",""
"Joseph P. Lucia & Associates, LLC","12/31/2020","2","25",""
"SONORA INVESTMENT MANAGEMENT, LLC","12/31/2020","2","24",""
"ASSOCIATED BANC-CORP","12/31/2020","2","22",""
"Ropes Wealth Advisors LLC","12/31/2020","1","17",""
"Berman Capital Advisors, LLC","12/31/2020","1","15",""
"Capital Advisory Group Advisory Services, LLC","12/31/2020","1","14",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2020","0","0",""
"Erste Asset Management GmbH","12/31/2020","0","0",""
"Sofos Investments, Inc.","12/31/2020","0","0",""
