"Manager","Report Date","Value ($000)","Shares","Option Type"
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2024","57,871","916,026",""
"Bank of New York Mellon Corp","12/31/2024","54,934","868,803",""
"FIRST TRUST ADVISORS LP","12/31/2024","54,354","859,568",""
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","12/31/2024","52,239","826,709",""
"CANADA LIFE ASSURANCE Co","12/31/2024","47,095","747,156",""
"Korea Investment CORP","12/31/2024","43,998","695,902",""
"JANE STREET GROUP, LLC","12/31/2024","42,199","667,400","put"
"BANK OF AMERICA CORP /DE/","12/31/2024","41,232","652,100","call"
"CITADEL ADVISORS LLC","12/31/2024","40,581","641,800","put"
"Aviso Financial Inc.","12/31/2024","40,444","639,512",""
"BANK OF MONTREAL /CAN/","12/31/2024","40,003","633,200","call"
"CITADEL ADVISORS LLC","12/31/2024","39,645","627,000","call"
"NORTHERN TRUST CORP","12/31/2024","39,635","626,852",""
"JUPITER ASSET MANAGEMENT LTD","12/31/2024","36,732","580,982",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2024","36,223","571,664",""
"AVIVA PLC","12/31/2024","35,841","567,731",""
"BANK OF MONTREAL /CAN/","12/31/2024","35,460","561,300","put"
"Addenda Capital Inc.","12/31/2024","50,086","545,010",""
"State of Tennessee, Department of Treasury","12/31/2024","34,228","541,370",""
"CITIGROUP INC","12/31/2024","33,630","531,924",""
"APG Asset Management N.V.","12/31/2024","31,469","515,400",""
"LINCLUDEN MANAGEMENT LTD","12/31/2024","31,741","501,798",""
"1832 Asset Management L.P.","12/31/2024","29,827","471,733",""
"JANE STREET GROUP, LLC","12/31/2024","29,621","468,477",""
"SIG North Trading, ULC","12/31/2024","29,224","462,200","call"
"CIDEL ASSET MANAGEMENT INC","12/31/2024","28,374","448,789",""
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC","12/31/2024","28,017","443,100",""
"Russell Investments Group, Ltd.","12/31/2024","27,971","442,297",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2024","27,756","438,977",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2024","26,982","426,728",""
"MILLENNIUM MANAGEMENT LLC","12/31/2024","38,645","425,000","put"
"Skandinaviska Enskilda Banken AB (publ)","12/31/2024","26,492","417,930",""
"AXA S.A.","12/31/2024","25,835","408,593",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2024","25,272","399,728",""
"RAYMOND JAMES FINANCIAL INC","12/31/2024","24,997","395,338",""
"Galibier Capital Management Ltd.","12/31/2024","24,486","387,299",""
"WELLS FARGO & COMPANY/MN","12/31/2024","23,872","377,587",""
"NEUBERGER BERMAN GROUP LLC","12/31/2024","23,715","375,105",""
"Pictet Asset Management Holding SA","12/31/2024","22,939","362,831",""
"Guardian Partners Inc.","12/31/2024","21,340","337,987",""
"SIG North Trading, ULC","12/31/2024","20,874","330,130",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","20,764","328,400","call"
"LPL Financial LLC","12/31/2024","20,694","327,288",""
"Achmea Investment Management B.V.","12/31/2024","20,590","325,667",""
"TORONTO DOMINION BANK","12/31/2024","20,374","322,216",""
"Sienna Gestion","12/31/2024","20,037","316,921",""
"FORSTA AP-FONDEN","12/31/2024","19,504","308,500",""
"D. E. Shaw & Co., Inc.","12/31/2024","18,966","300,000","call"
"AMERICAN CENTURY COMPANIES INC","12/31/2024","18,927","299,211",""
"Candriam S.C.A.","12/31/2024","17,660","279,333",""
"Parallax Volatility Advisers, L.P.","12/31/2024","17,072","270,000","put"
"Parallax Volatility Advisers, L.P.","12/31/2024","17,072","270,000","call"
"Triasima Portfolio Management inc.","12/31/2024","15,919","251,784",""
"Alyeska Investment Group, L.P.","12/31/2024","14,542","230,000",""
"Allspring Global Investments Holdings, LLC","12/31/2024","14,403","227,989",""
"K.J. Harrison & Partners Inc","12/31/2024","13,735","219,020",""
"Varma Mutual Pension Insurance Co","12/31/2024","13,745","217,411",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2024","13,697","216,786",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2024","13,285","210,127",""
"Lansforsakringar Fondforvaltning AB (publ)","12/31/2024","13,208","208,919",""
"DekaBank Deutsche Girozentrale","12/31/2024","12,939","207,845",""
"Pinnacle Financial Partners Inc","12/31/2024","13,123","207,548",""
"Mn Services Vermogensbeheer B.V.","12/31/2024","12,860","203,400",""
"CANERECTOR INC","12/31/2024","24,911","200,000",""
"Crossmark Global Holdings, Inc.","12/31/2024","11,937","188,795",""
"Andra AP-fonden","12/31/2024","16,612","182,700",""
"VAN ECK ASSOCIATES CORP","12/31/2024","11,289","178,574",""
"MILLENNIUM MANAGEMENT LLC","12/31/2024","10,990","173,831",""
"Walleye Capital LLC","12/31/2024","10,881","172,100","put"
"INTECH INVESTMENT MANAGEMENT LLC","12/31/2024","10,612","167,849",""
"Northwest & Ethical Investments L.P.","12/31/2024","10,534","166,826",""
"Federation des caisses Desjardins du Quebec","12/31/2024","10,278","162,775",""
"Lorne Steinberg Wealth Management Inc.","12/31/2024","10,195","161,334",""
"Qube Research & Technologies Ltd","12/31/2024","10,188","161,267",""
"Claret Asset Management Corp","12/31/2024","9,796","154,944",""
"PEAK6 LLC","12/31/2024","9,516","150,500","put"
"USS Investment Management Ltd","12/31/2024","9,440","149,565",""
"Twin Tree Management, LP","12/31/2024","8,974","141,929",""
"PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO","12/31/2024","8,947","141,498",""
"BANK OF AMERICA CORP /DE/","12/31/2024","7,973","126,100","put"
"CAPITAL INTERNATIONAL SARL","12/31/2024","7,494","118,528",""
"Walleye Trading LLC","12/31/2024","7,322","115,800","put"
"Capital International, Inc./CA/","12/31/2024","7,261","114,822",""
"Maryland State Retirement & Pension System","12/31/2024","7,216","114,137",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2024","7,116","112,554",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2024","7,025","111,114",""
"ALLIANCEBERNSTEIN L.P.","12/31/2024","6,964","110,146",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","6,809","107,700","put"
"Rathbones Group PLC","12/31/2024","6,685","105,748",""
"Utah Retirement Systems","12/31/2024","6,629","104,855",""
"TRUIST FINANCIAL CORP","12/31/2024","6,457","102,120",""
"Waratah Capital Advisors Ltd.","12/31/2024","6,019","95,195",""
"NewSquare Capital LLC","12/31/2024","5,850","92,521",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2024","5,824","92,200",""
"Walleye Trading LLC","12/31/2024","5,798","91,700","call"
"LEUTHOLD GROUP, LLC","12/31/2024","5,715","90,399",""
"Unigestion Holding SA","12/31/2024","5,692","90,158",""
"CAPITAL INTERNATIONAL LTD /CA/","12/31/2024","5,662","89,525",""
"JANUS HENDERSON GROUP PLC","12/31/2024","5,611","88,839",""
"STIFEL FINANCIAL CORP","12/31/2024","5,567","88,047",""
"Lipe & Dalton","12/31/2024","5,437","85,990",""
"ASSETMARK, INC","12/31/2024","5,274","83,413",""
"Value Partners Investments Inc.","12/31/2024","5,232","82,806",""
"Value Partners Investments Inc.","12/31/2024","7,529","82,806",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2024","5,111","80,030",""
"MILLENNIUM MANAGEMENT LLC","12/31/2024","6,977","77,500","call"
"Creative Planning","12/31/2024","4,896","77,444",""
"Smith Group Asset Management, LLC","12/31/2024","4,875","77,100",""
"MARSHALL WACE, LLP","12/31/2024","4,740","74,972",""
"Nexus Investment Management ULC","12/31/2024","4,679","74,142",""
"Voya Investment Management LLC","12/31/2024","4,476","70,806",""
"AGF MANAGEMENT LTD","12/31/2024","4,918","70,805",""
"BESSEMER GROUP INC","12/31/2024","4,380","69,322",""
"Allianz Asset Management GmbH","12/31/2024","4,359","68,950",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2024","4,303","68,062",""
"Assenagon Asset Management S.A.","12/31/2024","4,221","66,766",""
"Ensign Peak Advisors, Inc","12/31/2024","3,913","61,900",""
"D. E. Shaw & Co., Inc.","12/31/2024","3,755","59,400",""
"OSSIAM","12/31/2024","3,738","59,133",""
"Plato Investment Management Ltd","12/31/2024","3,726","58,712",""
"Avanza Fonder AB","12/31/2024","5,191","57,097",""
"CITADEL ADVISORS LLC","12/31/2024","3,548","56,117",""
"Gold Investment Management Ltd.","12/31/2024","3,485","55,117",""
"Janney Montgomery Scott LLC","12/31/2024","3,341","52,833",""
"JARISLOWSKY, FRASER Ltd","12/31/2024","3,335","52,749",""
"Cubist Systematic Strategies, LLC","12/31/2024","3,243","51,311",""
"Metis Global Partners, LLC","12/31/2024","3,231","51,079",""
"BARCLAYS PLC","12/31/2024","3,154","49,885",""
"NATIXIS ADVISORS, LLC","12/31/2024","3,152","49,849",""
"Credit Agricole S A","12/31/2024","3,117","49,303",""
"PCJ Investment Counsel Ltd.","12/31/2024","3,092","48,950",""
"JANE STREET GROUP, LLC","12/31/2024","3,085","48,800","call"
"DEAN INVESTMENT ASSOCIATES, LLC","12/31/2024","3,050","48,246",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","2,994","47,362",""
"PRINCIPAL FINANCIAL GROUP INC","12/31/2024","2,946","46,600",""
"Mediolanum International Funds Ltd","12/31/2024","2,934","46,461",""
"Harvest Portfolios Group Inc.","12/31/2024","2,912","46,041",""
"Zions Bancorporation, N.A.","12/31/2024","2,862","45,270",""
"Walleye Capital LLC","12/31/2024","2,687","42,500","call"
"CIBC Private Wealth Group LLC","12/31/2024","2,621","41,568",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2024","2,623","41,508",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","2,605","41,200","put"
"Quantinno Capital Management LP","12/31/2024","2,425","38,357",""
"PRUDENTIAL FINANCIAL INC","12/31/2024","2,357","37,295",""
"Fiera Capital Corp","12/31/2024","2,321","36,736",""
"HighTower Advisors, LLC","12/31/2024","2,322","36,732",""
"Zurich Insurance Group Ltd/FI","12/31/2024","2,300","36,400",""
"First Bank & Trust","12/31/2024","2,297","36,329",""
"Walleye Capital LLC","12/31/2024","2,225","35,201",""
"TWO SIGMA ADVISERS, LP","12/31/2024","2,225","35,200",""
"Mariner, LLC","12/31/2024","2,187","34,588",""
"Mesirow Financial Investment Management, Inc.","12/31/2024","2,092","33,094",""
"Cumberland Partners Ltd","12/31/2024","2,024","32,037",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2024","4,070","31,191",""
"Capital Group Private Client Services, Inc.","12/31/2024","1,969","31,135",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2024","1,933","30,601",""
"Baird Financial Group, Inc.","12/31/2024","1,911","30,226",""
"Vanguard Personalized Indexing Management, LLC","12/31/2024","1,905","30,138",""
"American Assets Investment Management, LLC","12/31/2024","1,896","30,000",""
"PEAK6 LLC","12/31/2024","1,896","30,000","call"
"AMERIPRISE FINANCIAL INC","12/31/2024","2,456","29,735",""
"PARK CIRCLE Co","12/31/2024","1,770","28,000",""
"Cetera Investment Advisers","12/31/2024","1,717","27,155",""
"WOLVERINE TRADING, LLC","12/31/2024","1,698","26,800","call"
"DAVENPORT & Co LLC","12/31/2024","1,648","26,067",""
"Genus Capital Management Inc.","12/31/2024","1,561","24,700","put"
"WOLVERINE TRADING, LLC","12/31/2024","1,527","24,100","put"
"Empirical Asset Management, LLC","12/31/2024","74","24,065",""
"ALGERT GLOBAL LLC","12/31/2024","1,490","23,577",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2024","1,478","23,371",""
"CAPITAL GROUP INVESTMENT MANAGEMENT PTE. LTD.","12/31/2024","1,476","23,360",""
"Summit Global Investments","12/31/2024","1,449","22,924",""
"SIGNATUREFD, LLC","12/31/2024","1,413","22,347",""
"SHELL ASSET MANAGEMENT CO","12/31/2024","1,397","22,092",""
"MML INVESTORS SERVICES, LLC","12/31/2024","1,357","21,461",""
"OPPENHEIMER & CO INC","12/31/2024","1,353","21,410",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2024","1,302","20,598",""
"BTG Pactual Asset Management US LLC","12/31/2024","1,270","20,100",""
"PINNACLE ASSOCIATES LTD","12/31/2024","1,258","19,900",""
"Versor Investments LP","12/31/2024","1,255","19,856",""
"Polar Asset Management Partners Inc.","12/31/2024","1,254","19,837",""
"Vise Technologies, Inc.","12/31/2024","1,252","19,805",""
"Bridgewater Associates, LP","12/31/2024","1,241","19,644",""
"STEPHENS INC /AR/","12/31/2024","1,210","19,152",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2024","1,187","18,787",""
"UniSuper Management Pty Ltd","12/31/2024","1,636","18,000",""
"CIGNA INVESTMENTS INC /NEW","12/31/2024","1,106","17,492",""
"Orion Portfolio Solutions, LLC","12/31/2024","1,069","16,921",""
"Orion Porfolio Solutions, LLC","12/31/2024","1,069","16,921",""
"Envestnet Portfolio Solutions, Inc.","12/31/2024","1,063","16,813",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2024","1,036","16,393",""
"&PARTNERS","12/31/2024","1,023","16,341",""
"Corient Private Wealth LLC","12/31/2024","1,020","16,139",""
"Savant Capital, LLC","12/31/2024","1,015","16,053",""
"First County Bank /CT/","12/31/2024","990","15,670",""
"Cerity Partners LLC","12/31/2024","958","15,456",""
"Integrated Wealth Concepts LLC","12/31/2024","955","15,106",""
"AQR CAPITAL MANAGEMENT LLC","12/31/2024","948","15,008",""
"ONTARIO TEACHERS PENSION PLAN BOARD","12/31/2024","946","14,980",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2024","923","14,600","call"
"JONES FINANCIAL COMPANIES LLLP","12/31/2024","919","14,550",""
"PNC Financial Services Group, Inc.","12/31/2024","910","14,395",""
"PNC Financial Services Group, Inc.","12/31/2024","908","14,365",""
"FOX RUN MANAGEMENT, L.L.C.","12/31/2024","895","14,163",""
"Atria Investments, Inc","12/31/2024","889","14,070",""
"Hennion & Walsh Asset Management, Inc.","12/31/2024","875","13,842",""
"Aigen Investment Management, LP","12/31/2024","872","13,796",""
"State of Wyoming","12/31/2024","862","13,640",""
"Fulton Bank, N.A.","12/31/2024","859","13,601",""
"Octavia Wealth Advisors, LLC","12/31/2024","845","13,231",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2024","799","12,641",""
"Laird Norton Wetherby Wealth Management, LLC","12/31/2024","798","12,624",""
"US BANCORP \DE\","12/31/2024","791","12,522",""
"Pathstone Holdings, LLC","12/31/2024","749","11,928",""
"OSAIC HOLDINGS, INC.","12/31/2024","746","11,788",""
"Meridian Wealth Management, LLC","12/31/2024","743","11,756",""
"Onex Canada Asset Management Inc.","12/31/2024","740","11,706",""
"BNP PARIBAS ASSET MANAGEMENT Holding S.A.","12/31/2024","711","11,585",""
"Measured Wealth Private Client Group, LLC","12/31/2024","716","11,336",""
"Clearbridge Investments, LLC","12/31/2024","70,748","11,189",""
"HORIZON KINETICS ASSET MANAGEMENT LLC","12/31/2024","663","10,500",""
"Aull & Monroe Investment Management Corp","12/31/2024","657","10,400",""
"Berger Financial Group, Inc","12/31/2024","656","10,378",""
"Kestra Advisory Services, LLC","12/31/2024","655","10,360",""
"MAIRS & POWER INC","12/31/2024","643","10,176",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2024","623","9,867",""
"Keudell/Morrison Wealth Management","12/31/2024","616","9,746",""
"Atomi Financial Group, Inc.","12/31/2024","595","9,415",""
"Qtron Investments LLC","12/31/2024","580","9,181",""
"Verdence Capital Advisors LLC","12/31/2024","580","9,175",""
"M&T BANK CORP","12/31/2024","578","9,155",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2024","559","8,846",""
"Tacita Capital Inc","12/31/2024","557","8,828",""
"MONETA GROUP INVESTMENT ADVISORS LLC","12/31/2024","545","8,624",""
"Raleigh Capital Management Inc.","12/31/2024","543","8,597",""
"Chesley Taft & Associates LLC","12/31/2024","540","8,547",""
"Affinity Capital Advisors, LLC","12/31/2024","531","8,503",""
"PARK AVENUE SECURITIES LLC","12/31/2024","523","8,278",""
"Pacer Advisors, Inc.","12/31/2024","514","8,133",""
"Gradient Investments LLC","12/31/2024","511","8,087",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2024","509","8,056",""
"TUDOR INVESTMENT CORP ET AL","12/31/2024","505","8,000","call"
"VAUGHAN & Co SECURITIES, INC.","12/31/2024","502","7,950",""
"Cambridge Investment Research Advisors, Inc.","12/31/2024","498","7,880",""
"WOLVERINE TRADING, LLC","12/31/2024","495","7,812",""
"TOWER BRIDGE ADVISORS","12/31/2024","481","7,614",""
"ATLAS CAPITAL ADVISORS INC.","12/31/2024","478","7,575",""
"Spartan Fund Management Inc.","12/31/2024","474","7,500",""
"Focus Partners Wealth","12/31/2024","468","7,401",""
"Focus Partners Wealth","12/31/2024","468","7,401",""
"Tower Research Capital LLC (TRC)","12/31/2024","466","7,369",""
"Arkos Global Advisors","12/31/2024","462","7,304",""
"NATIXIS","12/31/2024","446","7,054",""
"Crestwood Advisors Group, LLC","12/31/2024","443","7,007",""
"XTX Topco Ltd","12/31/2024","442","6,995",""
"Wealth Alliance","12/31/2024","438","6,931",""
"Sustainable Insight Capital Management, LLC","12/31/2024","436","6,900",""
"AMUNDI","12/31/2024","616","6,787",""
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","12/31/2024","417","6,610",""
"Texas Yale Capital Corp.","12/31/2024","415","6,570",""
"Forum Financial Management, LP","12/31/2024","410","6,499",""
"ICONIQ Capital, LLC","12/31/2024","410","6,493",""
"Hillsdale Investment Management Inc.","12/31/2024","399","6,326",""
"Squarepoint Ops LLC","12/31/2024","385","6,100","call"
"BROWN ADVISORY INC","12/31/2024","383","6,063",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2024","381","6,032",""
"SHUFRO ROSE & CO LLC","12/31/2024","379","6,000",""
"Beverly Hills Private Wealth, LLC","12/31/2024","362","5,726",""
"Russell Investments Group, Ltd.","12/31/2024","360","5,708",""
"BLAIR WILLIAM & CO/IL","12/31/2024","357","5,658",""
"Independence Bank of Kentucky","12/31/2024","356","5,646",""
"GUGGENHEIM CAPITAL LLC","12/31/2024","354","5,614",""
"West Family Investments, Inc.","12/31/2024","350","5,547",""
"INTRUST BANK NA","12/31/2024","348","5,516",""
"GLENMEDE TRUST CO NA","12/31/2024","342","5,422",""
"Perfromance Wealth Partners, LLC","12/31/2024","332","5,260",""
"Brown Shipley& Co Ltd","12/31/2024","330","5,260",""
"TWO SIGMA SECURITIES, LLC","12/31/2024","328","5,194",""
"CASCADE INVESTMENT GROUP, INC.","12/31/2024","328","5,190",""
"Triumph Capital Management","12/31/2024","327","5,183",""
"PDS Planning, Inc","12/31/2024","326","5,167",""
"MISSION WEALTH MANAGEMENT, LP","12/31/2024","322","5,100",""
"Grove Bank & Trust","12/31/2024","320","5,061",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2024","315","4,986",""
"FIFTH THIRD BANCORP","12/31/2024","314","4,971",""
"Vontobel Holding Ltd.","12/31/2024","307","4,860",""
"FOURPATH CAPITAL MANAGEMENT, LLC","12/31/2024","304","4,811",""
"CHOREO, LLC","12/31/2024","302","4,775",""
"Hilltop Holdings Inc.","12/31/2024","299","4,729",""
"Five Oceans Advisors","12/31/2024","288","4,560",""
"Ewing Morris & Co. Investment Partners Ltd.","12/31/2024","408","4,493",""
"LSV ASSET MANAGEMENT","12/31/2024","278","4,400",""
"Bleakley Financial Group, LLC","12/31/2024","276","4,366",""
"TRUST CO OF TOLEDO NA /OH/","12/31/2024","267","4,230",""
"Westover Capital Advisors, LLC","12/31/2024","265","4,200",""
"Stratos Wealth Partners, LTD.","12/31/2024","265","4,193",""
"Schechter Investment Advisors, LLC","12/31/2024","263","4,170",""
"Checchi Capital Advisers, LLC","12/31/2024","262","4,149",""
"BENJAMIN EDWARDS INC","12/31/2024","259","4,104",""
"Clarkston Capital Partners, LLC","12/31/2024","252","4,000",""
"Sequoia Financial Advisors, LLC","12/31/2024","251","3,977",""
"Sanctuary Advisors, LLC","12/31/2024","247","3,877",""
"Williamson Legacy Group, LLC","12/31/2024","244","3,872",""
"Jain Global LLC","12/31/2024","244","3,862",""
"L.M. KOHN & COMPANY","12/31/2024","244","3,860",""
"Lido Advisors, LLC","12/31/2024","243","3,813",""
"TOWNSQUARE CAPITAL LLC","12/31/2024","238","3,765",""
"STATE STREET CORP","12/31/2024","234","3,664",""
"RHUMBLINE ADVISERS","12/31/2024","229","3,622",""
"Lantz Financial LLC","12/31/2024","228","3,606",""
"HB Wealth Management, LLC","12/31/2024","227","3,603",""
"TUDOR INVESTMENT CORP ET AL","12/31/2024","227","3,600","put"
"GREENLEAF TRUST","12/31/2024","227","3,597",""
"Procyon Advisors, LLC","12/31/2024","227","3,595",""
"LGT Group Foundation","12/31/2024","224","3,558",""
"NewEdge Advisors, LLC","12/31/2024","219","3,467",""
"Parallel Advisors, LLC","12/31/2024","216","3,430",""
"Slagle Financial, LLC","12/31/2024","207","3,283",""
"CAP Partners, LLC","12/31/2024","207","3,278",""
"Bank Julius Baer & Co. Ltd, Zurich","12/31/2024","325","3,244",""
"CBIZ Investment Advisory Services, LLC","12/31/2024","194","3,072",""
"Park Place Capital Corp","12/31/2024","188","2,989",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2024","174","2,763",""
"Generali Asset Management SPA SGR","12/31/2024","248","2,734",""
"Cromwell Holdings LLC","12/31/2024","150","2,376",""
"Hexagon Capital Partners LLC","12/31/2024","131","2,085",""
"QUADRANT CAPITAL GROUP LLC","12/31/2024","130","2,054",""
"Compagnie Lombard Odier SCmA","12/31/2024","128","2,040",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2024","126","2,004",""
"TOMPKINS FINANCIAL CORP","12/31/2024","126","2,000",""
"Gulf International Bank (UK) Ltd","12/31/2024","124","1,966",""
"McIlrath & Eck, LLC","12/31/2024","122","1,936",""
"CWM, LLC","12/31/2024","119","1,877",""
"Geneos Wealth Management Inc.","12/31/2024","113","1,793",""
"TOBAM","12/31/2024","144","1,586",""
"Pacifica Partners Inc.","12/31/2024","98","1,566",""
"Beutel, Goodman & Co Ltd.","12/31/2024","97","1,540",""
"Groupe la Francaise","12/31/2024","88","1,414",""
"Clearstead Advisors, LLC","12/31/2024","84","1,332",""
"EverSource Wealth Advisors, LLC","12/31/2024","81","1,283",""
"BESSEMER GROUP INC","12/31/2024","80","1,267",""
"Global Retirement Partners, LLC","12/31/2024","80","1,265",""
"MassMutual Private Wealth & Trust, FSB","12/31/2024","73","1,161",""
"Allworth Financial LP","12/31/2024","71","1,120",""
"PRINCIPAL SECURITIES, INC.","12/31/2024","70","1,109",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2024","67","1,068",""
"City State Bank","12/31/2024","62","995",""
"First Command Advisory Services, Inc.","12/31/2024","62","995",""
"MACQUARIE GROUP LTD","12/31/2024","62","994",""
"Lindbrook Capital, LLC","12/31/2024","60","958",""
"CENTRAL TRUST Co","12/31/2024","56","900",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2024","55","870",""
"Avior Wealth Management, LLC","12/31/2024","52","837",""
