"Manager","Report Date","Value ($000)","Shares","Option Type"
"CAPITAL FUND MANAGEMENT S.A.","12/31/2019","1,847","22,200","put"
"CIDEL ASSET MANAGEMENT INC","12/31/2019","1,810","21,721",""
"EATON VANCE MANAGEMENT","12/31/2019","1,806","21,707",""
"Avalon Investment & Advisory","12/31/2019","1,802","21,653",""
"Assenagon Asset Management S.A.","12/31/2019","1,778","21,337",""
"Hobart Private Capital, LLC","12/31/2019","1,748","21,015",""
"FMR LLC","12/31/2019","1,664","20,005",""
"OPPENHEIMER & CO INC","12/31/2019","1,641","19,724",""
"Jarislowsky, Fraser Ltd","12/31/2019","1,580","18,962",""
"BANK OF HAWAII","12/31/2019","1,479","17,782",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2019","1,477","17,749",""
"AlphaCrest Capital Management LLC","12/31/2019","1,475","17,727",""
"WRAPMANAGER INC","12/31/2019","1,465","17,611",""
"RAYMOND JAMES TRUST N.A.","12/31/2019","1,421","17,087",""
"AE Wealth Management LLC","12/31/2019","1,415","17,005",""
"Voya Financial Advisors, Inc.","12/31/2019","1,385","16,715",""
"STATE STREET CORP","12/31/2019","1,404","16,648",""
"Guggenheim Capital LLC","12/31/2019","1,336","16,057",""
"Argent Trust Co","12/31/2019","1,299","15,611",""
"HighTower Advisors, LLC","12/31/2019","1,264","15,213",""
"LOGAN CAPITAL MANAGEMENT INC","12/31/2019","1,265","15,206",""
"Russell Investments Group, Ltd.","12/31/2019","1,237","14,871",""
"VAN ECK ASSOCIATES CORP","12/31/2019","1,233","14,821",""
"JANE STREET GROUP, LLC","12/31/2019","1,222","14,691",""
"First Allied Advisory Services, Inc.","12/31/2019","1,213","14,613",""
"Sawtooth Solutions, LLC","12/31/2019","1,212","14,567",""
"SEI INVESTMENTS CO","12/31/2019","1,333","14,523",""
"Verdence Capital Advisors LLC","12/31/2019","1,182","14,208",""
"TWO SIGMA SECURITIES, LLC","12/31/2019","1,165","14,000","call"
"WETHERBY ASSET MANAGEMENT INC","12/31/2019","1,158","13,922",""
"ATRIA INVESTMENTS LLC","12/31/2019","1,144","13,746",""
"Ativo Capital Management LLC","12/31/2019","1,082","13,009",""
"WOLVERINE TRADING, LLC","12/31/2019","1,077","13,000","put"
"Advisor Group, Inc.","12/31/2019","1,073","12,906",""
"Baird Financial Group, Inc.","12/31/2019","1,036","12,454",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2019","1,032","12,412",""
"Balyasny Asset Management LLC","12/31/2019","1,015","12,201",""
"FDx Advisors, Inc.","12/31/2019","1,005","12,078",""
"Rodgers Brothers Inc.","12/31/2019","1,003","12,055",""
"HAP Trading, LLC","12/31/2019","29","11,700","call"
"Magnetar Financial LLC","12/31/2019","947","11,388",""
"Texas Yale Capital Corp.","12/31/2019","938","11,270",""
"Cambridge Investment Research Advisors, Inc.","12/31/2019","934","11,223",""
"M&T Bank Corp","12/31/2019","932","11,199",""
"TWO SIGMA SECURITIES, LLC","12/31/2019","924","11,100","put"
"Highstreet Asset Management Inc.","12/31/2019","922","11,083",""
"Raymond James Financial Services Advisors, Inc.","12/31/2019","915","11,006",""
"Walleye Trading LLC","12/31/2019","915","11,000","call"
"FIFTH THIRD BANCORP","12/31/2019","896","10,771",""
"COMMERZBANK AKTIENGESELLSCHAFT /FI","12/31/2019","878","10,556",""
"Cumberland Partners Ltd","12/31/2019","868","10,421",""
"WOLVERINE TRADING, LLC","12/31/2019","860","10,375",""
"TORONTO DOMINION BANK","12/31/2019","1,097","10,150",""
"SIMPLEX TRADING, LLC","12/31/2019","827","9,943",""
"Summit Global Investments","12/31/2019","789","9,485",""
"Keudell/Morrison Wealth Management","12/31/2019","782","9,397",""
"Weather Gauge Advisory, LLC","12/31/2019","771","9,263",""
"Crestwood Advisors Group LLC","12/31/2019","764","9,186",""
"Creative Planning","12/31/2019","757","9,093",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2019","735","8,833",""
"D.A. DAVIDSON & CO.","12/31/2019","715","8,590",""
"Hilltop Holdings Inc.","12/31/2019","711","8,550",""
"FORA Capital, LLC","12/31/2019","694","8,345",""
"QUADRANT CAPITAL GROUP LLC","12/31/2019","682","8,325",""
"LADENBURG THALMANN FINANCIAL SERVICES INC.","12/31/2019","623","8,306",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2019","687","8,258",""
"COMERICA SECURITIES,INC.","12/31/2019","673","7,987",""
"ADVISOR PARTNERS LLC","12/31/2019","660","7,964",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2019","660","7,935",""
"Grove Bank & Trust","12/31/2019","660","7,929",""
"Dynamic Technology Lab Private Ltd","12/31/2019","658","7,914",""
"Paloma Partners Management Co","12/31/2019","648","7,791",""
"Aspire Private Capital, LLC","12/31/2019","627","7,533",""
"Qube Research & Technologies Ltd","12/31/2019","622","7,481",""
"Sigma Planning Corp","12/31/2019","614","7,379",""
"Gulf International Bank (UK) Ltd","12/31/2019","612","7,363",""
"VAUGHAN AND COMPANY SECURITIES, INC.","12/31/2019","584","7,025",""
"Aull & Monroe Investment Management Corp","12/31/2019","582","7,000",""
"BRINKER CAPITAL INC","12/31/2019","577","6,914",""
"TWO SIGMA INVESTMENTS, LP","12/31/2019","574","6,900","call"
"NorthRock Partners, LLC","12/31/2019","725","6,709",""
"Private Advisor Group, LLC","12/31/2019","548","6,587",""
"CIGNA INVESTMENTS INC /NEW","12/31/2019","537","6,574",""
"Squarepoint Ops LLC","12/31/2019","543","6,527",""
"PARK AVENUE SECURITIES LLC","12/31/2019","525","6,312",""
"Virtu Financial LLC","12/31/2019","513","6,168",""
"Laurel Wealth Advisors, Inc.","12/31/2019","510","6,135",""
"Graves-Light Private Wealth Management, Inc.","12/31/2019","499","6,000",""
"Chesley Taft & Associates LLC","12/31/2019","480","5,771",""
"Freestone Capital Holdings, LLC","12/31/2019","476","5,725",""
"GYL Financial Synergies, LLC","12/31/2019","476","5,721",""
"Walleye Trading LLC","12/31/2019","466","5,600","put"
"Strategic Investment Advisors / MI","12/31/2019","466","5,596",""
"AdvisorNet Financial, Inc","12/31/2019","464","5,574",""
"US BANCORP \DE\","12/31/2019","460","5,532",""
"Cubist Systematic Strategies, LLC","12/31/2019","458","5,500",""
"PNC Financial Services Group, Inc.","12/31/2019","456","5,478",""
"TWO SIGMA INVESTMENTS, LP","12/31/2019","455","5,474",""
"US BANCORP \DE\","12/31/2019","451","5,416",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2019","435","5,229",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2019","429","5,151",""
"Lakeview Capital Partners, LLC","12/31/2019","423","5,079",""
"Neuberger Berman Group LLC","12/31/2019","417","5,020",""
"SIGNATUREFD, LLC","12/31/2019","403","4,839",""
"Valmark Advisers, Inc.","12/31/2019","400","4,811",""
"Bay Harbor Wealth Management, LLC","12/31/2019","379","4,557",""
"Baskin Financial Services Inc.","12/31/2019","375","4,511",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2019","486","4,502",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2019","356","4,307",""
"Advisory Services Network, LLC","12/31/2019","358","4,304",""
"Regal Investment Advisors LLC","12/31/2019","353","4,246",""
"World Asset Management Inc","12/31/2019","352","4,228",""
"Advisors Asset Management, Inc.","12/31/2019","336","4,044",""
"Outlook Wealth Advisors, LLC","12/31/2019","335","4,030",""
"Lido Advisors, LLC","12/31/2019","337","4,001",""
"Lido Advisors, LLC","12/31/2019","332","4,000","put"
"Lloyd Advisory Services, LLC.","12/31/2019","332","3,989",""
"BLAIR WILLIAM & CO/IL","12/31/2019","330","3,961",""
"BOKF, NA","12/31/2019","326","3,926",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2019","327","3,925",""
"Coastal Investment Advisors, Inc.","12/31/2019","334","3,848",""
"TOWER BRIDGE ADVISORS","12/31/2019","316","3,807",""
"PRUDENTIAL PLC","12/31/2019","316","3,800",""
"Shoker Investment Counsel, Inc.","12/31/2019","314","3,776",""
"Mutual Advisors, LLC","12/31/2019","308","3,696",""
"Covenant Partners, LLC","12/31/2019","306","3,683",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2019","296","3,569",""
"AMERICAN CENTURY COMPANIES INC","12/31/2019","297","3,566",""
"IHT Wealth Management, LLC","12/31/2019","293","3,517",""
"COZAD ASSET MANAGEMENT INC","12/31/2019","291","3,503",""
"Icon Wealth Partners, LLC","12/31/2019","288","3,460",""
"Close Asset Management Ltd","12/31/2019","275","3,300",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2019","258","3,100","call"
"Stanley-Laman Group, Ltd.","12/31/2019","258","3,096",""
"HIGHLAND CAPITAL MANAGEMENT FUND ADVISORS, L.P.","12/31/2019","257","3,094",""
"Signition LP","12/31/2019","254","3,056",""
"Verition Fund Management LLC","12/31/2019","254","3,053",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2019","256","3,030",""
"PINNACLE ASSOCIATES LTD","12/31/2019","244","2,936",""
"HighPoint Advisor Group LLC","12/31/2019","232","2,811",""
"TRUST CO OF TOLEDO NA /OH/","12/31/2019","232","2,790",""
"Diligent Investors, LLC","12/31/2019","229","2,753",""
"Elevated Capital Advisors, LLC","12/31/2019","228","2,744",""
"True North Advisors, LLC","12/31/2019","219","2,642",""
"PRUDENTIAL FINANCIAL INC","12/31/2019","209","2,512",""
"Private Vista, LLC","12/31/2019","208","2,487",""
"Tower Research Capital LLC (TRC)","12/31/2019","203","2,457",""
"Haafor (Singapore) Pte. Ltd.","12/31/2019","203","2,434",""
"INTRUST BANK NA","12/31/2019","202","2,426",""
"CAPROCK Group, Inc.","12/31/2019","202","2,399",""
"Geneos Wealth Management Inc.","12/31/2019","196","2,369",""
"Pacifica Partners Inc.","12/31/2019","192","2,305",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2019","247","2,289",""
"SYNOVUS FINANCIAL CORP","12/31/2019","182","2,175",""
"Parallel Advisors, LLC","12/31/2019","167","2,011",""
"Sowell Financial Services LLC","12/31/2019","167","2,009",""
"OSSIAM","12/31/2019","158","1,902",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2019","1,525","1,834",""
"FIRST QUADRANT L P/CA","12/31/2019","149","1,790",""
"American Research & Management Co.","12/31/2019","149","1,789",""
"QUATTRO FINANCIAL ADVISORS LLC","12/31/2019","140","1,709",""
"BREWIN DOLPHIN WEALTH MANAGEMENT LTD","12/31/2019","128","1,548",""
"CBIZ Investment Advisory Services, LLC","12/31/2019","127","1,536",""
"GLENMEDE TRUST CO NA","12/31/2019","125","1,513",""
"JCIC Asset Management Inc.","12/31/2019","125","1,501",""
"BARCLAYS PLC","12/31/2019","125","1,500","put"
"BARCLAYS PLC","12/31/2019","116","1,400","call"
"Cutler Group LP","12/31/2019","108","1,305",""
"IFP Advisors, Inc","12/31/2019","106","1,301",""
"Lindbrook Capital, LLC","12/31/2019","108","1,300",""
"Weaver Consulting Group","12/31/2019","106","1,288",""
"Banque Cantonale Vaudoise","12/31/2019","103","1,240",""
"American Portfolios Advisors","12/31/2019","100","1,211",""
"OPTIMUM INVESTMENT ADVISORS","12/31/2019","94","1,127",""
"Cornerstone Advisors, Inc.","12/31/2019","91","1,096",""
"FTB Advisors, Inc.","12/31/2019","89","1,089",""
"Allred Capital Management, LLC","12/31/2019","85","1,034",""
"Wealthcare Advisory Partners LLC","12/31/2019","85","1,025",""
"Allworth Financial LP","12/31/2019","83","1,000",""
"tru Independence LLC","12/31/2019","45","765",""
"BlackRock Inc.","12/31/2019","56","672",""
"Liberty Wealth Management LLC","12/31/2019","52","627",""
"Investec Asset Management (PTY) Ltd","12/31/2019","51","621",""
"FTB Advisors, Inc.","12/31/2019","50","600",""
"HOWE & RUSLING INC","12/31/2019","49","590",""
"Global Financial Private Client, LLC","12/31/2019","47","565",""
"Keebeck Wealth Management, LLC","12/31/2019","44","533",""
"Laurel Wealth Advisors LLC","12/31/2019","44","525",""
"Advisory Alpha, LLC","12/31/2019","41","500",""
"Rockefeller Capital Management L.P.","12/31/2019","40","485",""
"Winslow, Evans & Crocker, Inc.","12/31/2019","42","482",""
"PROEQUITIES, INC.","12/31/2019","38","450",""
"BELLEVUE ASSET MANAGEMENT, LLC","12/31/2019","36","435",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2019","35","415",""
"CWM, LLC","12/31/2019","47","410",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2019","32","383",""
"Global Retirement Partners, LLC","12/31/2019","30","362",""
"Balentine LLC","12/31/2019","27","324",""
"Eudaimonia Partners, LLC","12/31/2019","26","309",""
"HUNTINGTON NATIONAL BANK","12/31/2019","25","300",""
"Barnett & Company, Inc.","12/31/2019","24","285",""
"Valeo Financial Advisors, LLC","12/31/2019","23","274",""
"Mondrian Investment Partners LTD","12/31/2019","29","265",""
"Kore Private Wealth LLC","12/31/2019","21","249",""
"Private Capital Group, LLC","12/31/2019","20","238",""
"Stonebridge Capital Advisors LLC","12/31/2019","20","235",""
"First PREMIER Bank","12/31/2019","20","235",""
"Sawyer & Company, Inc","12/31/2019","18","220",""
"Arkadios Wealth Advisors","12/31/2019","17","208",""
"TD AMERITRADE INVESTMENT MANAGEMENT, LLC","12/31/2019","15","178",""
"Fieldpoint Private Securities, LLC","12/31/2019","15","175",""
"Sofos Investments, Inc.","12/31/2019","12","150",""
"CLS Investments, LLC","12/31/2019","12","146",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2019","11","130",""
"Raab & Moskowitz Asset Management LLC","12/31/2019","10","122",""
"Berman Capital Advisors, LLC","12/31/2019","9","111",""
"Taylor Hoffman Wealth Management","12/31/2019","8","100",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2019","8","100",""
"Citizens Financial Group Inc/RI","12/31/2019","8","91",""
"FIRST MANHATTAN CO","12/31/2019","7","90",""
"HARBOR INVESTMENT ADVISORY, LLC","12/31/2019","7","85",""
"Savior LLC","12/31/2019","6","77",""
"VALLEY NATIONAL ADVISERS INC","12/31/2019","6","73",""
