"Manager","Report Date","Value ($000)","Shares","Option Type"
"BANK OF AMERICA CORP /DE/","12/31/2020","184,914","4,480,625",""
"SCOTIA CAPITAL INC.","12/31/2020","184,122","4,461,401",""
"GUARDIAN CAPITAL LP","12/31/2020","172,748","4,182,451",""
"JPMORGAN CHASE & CO","12/31/2020","170,532","4,132,080",""
"Sumitomo Mitsui Trust Holdings, Inc.","12/31/2020","155,527","3,773,792",""
"Federation des caisses Desjardins du Quebec","12/31/2020","154,290","3,752,178",""
"Broad Run Investment Management, LLC","12/31/2020","143,975","3,488,603",""
"AGF INVESTMENTS INC.","12/31/2020","141,202","3,415,724",""
"Burgundy Asset Management Ltd.","12/31/2020","136,785","3,309,671",""
"MARATHON ASSET MANAGEMENT LLP","12/31/2020","135,262","3,274,063",""
"FENIMORE ASSET MANAGEMENT INC","12/31/2020","129,585","3,139,922",""
"Novo Holdings A/S","12/31/2020","126,738","3,070,957",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2020","120,138","2,911,028",""
"COOKE & BIELER LP","12/31/2020","118,767","2,877,809",""
"TIMUCUAN ASSET MANAGEMENT INC/FL","12/31/2020","108,244","2,622,819",""
"Madison Asset Management, LLC","12/31/2020","105,763","2,562,699",""
"CHECK CAPITAL MANAGEMENT INC/CA","12/31/2020","100,408","2,432,957",""
"GEODE CAPITAL MANAGEMENT, LLC","12/31/2020","99,260","2,402,704",""
"CITADEL ADVISORS LLC","12/31/2020","98,016","2,374,982",""
"WELLS FARGO & COMPANY/MN","12/31/2020","93,208","2,258,503",""
"Addenda Capital Inc.","12/31/2020","92,852","2,248,110",""
"DekaBank Deutsche Girozentrale","12/31/2020","85,506","2,085,172",""
"M&G INVESTMENT MANAGEMENT LTD","12/31/2020","84,038","2,038,086",""
"MCDONALD CAPITAL INVESTORS INC/CA","12/31/2020","79,622","1,929,300",""
"BAMCO INC /NY/","12/31/2020","76,914","1,863,681",""
"Korea Investment CORP","12/31/2020","75,459","1,826,972",""
"Alberta Investment Management Corp","12/31/2020","74,592","1,805,960",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2020","72,879","1,764,498",""
"CREDIT SUISSE AG/","12/31/2020","71,344","1,728,732",""
"Bank of New York Mellon Corp","12/31/2020","68,089","1,649,850",""
"HORIZON KINETICS ASSET MANAGEMENT LLC","12/31/2020","67,795","1,642,723",""
"QV Investors Inc.","12/31/2020","67,587","1,636,380",""
"BRUNI J V & CO /CO","12/31/2020","67,235","1,629,151",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2020","64,956","1,572,963",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2020","64,535","1,561,259",""
"NEW SOUTH CAPITAL MANAGEMENT INC","12/31/2020","61,784","1,497,065",""
"Aristotle Capital Management, LLC","12/31/2020","59,242","1,435,485",""
"Public Sector Pension Investment Board","12/31/2020","59,217","1,433,730",""
"DEUTSCHE BANK AG\","12/31/2020","57,854","1,401,870",""
"CITIGROUP INC","12/31/2020","56,553","1,369,212",""
"CIBC Private Wealth Group, LLC","12/31/2020","54,544","1,321,627",""
"EATON VANCE MANAGEMENT","12/31/2020","53,663","1,300,293",""
"EATON VANCE MANAGEMENT","12/31/2020","53,663","1,300,293",""
"STIFEL FINANCIAL CORP","12/31/2020","51,781","1,254,694",""
"CONFLUENCE INVESTMENT MANAGEMENT LLC","12/31/2020","50,680","1,228,009",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2020","63,132","1,204,115",""
"Sather Financial Group Inc","12/31/2020","47,400","1,148,551",""
"CIDEL ASSET MANAGEMENT INC","12/31/2020","43,924","1,063,462",""
"Avalon Investment & Advisory","12/31/2020","43,264","1,048,323",""
"UBS Group AG","12/31/2020","42,563","1,031,324",""
"GREENLEA LANE CAPITAL MANAGEMENT, LLC","12/31/2020","41,817","1,013,251",""
"THIRD AVENUE MANAGEMENT LLC","12/31/2020","41,518","1,006,002",""
"GOLDMAN SACHS GROUP INC","12/31/2020","41,020","993,953",""
"LINCLUDEN MANAGEMENT LTD","12/31/2020","40,707","984,713",""
"Nuveen Asset Management, LLC","12/31/2020","39,872","966,123",""
"NORTHERN TRUST CORP","12/31/2020","39,828","965,043",""
"BECK MACK & OLIVER LLC","12/31/2020","39,733","962,769",""
"Cumberland Partners Ltd","12/31/2020","38,502","933,360",""
"Credential Qtrade Securities Inc.","12/31/2020","38,377","928,590",""
"Baskin Financial Services Inc.","12/31/2020","37,159","899,705",""
"RAYMOND JAMES & ASSOCIATES","12/31/2020","36,414","882,336",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2020","36,053","873,924",""
"ENDEAVOUR CAPITAL ADVISORS INC","12/31/2020","33,605","814,264",""
"BARR E S & CO","12/31/2020","33,256","805,815",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2020","32,922","798,258",""
"Parametric Portfolio Associates LLC","12/31/2020","31,170","755,270",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2020","30,821","746,176",""
"AMERICAN CENTURY COMPANIES INC","12/31/2020","30,583","741,029",""
"PRIVATE MANAGEMENT GROUP INC","12/31/2020","30,433","737,418",""
"SCHWARTZ INVESTMENT COUNSEL INC","12/31/2020","30,222","732,290",""
"LGT CAPITAL PARTNERS LTD.","12/31/2020","29,739","720,000",""
"Manitou Investment Management Ltd.","12/31/2020","29,750","719,891",""
"CANADA PENSION PLAN INVESTMENT BOARD","12/31/2020","29,512","714,520",""
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2020","29,434","713,202",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2020","28,221","683,249",""
"CANNELL PETER B & CO INC","12/31/2020","28,040","679,429",""
"CAPITAL ADVISORS INC/OK","12/31/2020","27,745","672,291",""
"Marshall Wace North America L.P.","12/31/2020","26,868","650,717",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2020","26,393","639,520",""
"MARSHALL WACE, LLP","12/31/2020","25,965","628,774",""
"TRUIST FINANCIAL CORP","12/31/2020","24,342","589,800",""
"HSBC HOLDINGS PLC","12/31/2020","24,085","582,700",""
"TWO SIGMA INVESTMENTS, LP","12/31/2020","23,651","573,083",""
"FIRST FOUNDATION ADVISORS","12/31/2020","23,476","568,847",""
"NORTHERN TRUST CORP","12/31/2020","22,483","544,783",""
"DIMENSIONAL FUND ADVISORS LP","12/31/2020","22,276","539,751",""
"DIMENSIONAL FUND ADVISORS LP","12/31/2020","22,276","539,751",""
"Neuberger Berman Group LLC","12/31/2020","22,168","535,879",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2020","20,404","525,799",""
"PICTET ASSET MANAGEMENT LTD","12/31/2020","20,581","498,303",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2020","20,239","490,396",""
"Motley Fool Wealth Management, LLC","12/31/2020","19,377","469,524",""
"KARPAS STRATEGIES, LLC","12/31/2020","19,063","461,903",""
"KLINGENSTEIN FIELDS & CO LP","12/31/2020","18,808","455,741",""
"Pendal Group Limited","12/31/2020","18,576","449,391",""
"AVIVA PLC","12/31/2020","18,438","446,528",""
"TORONTO DOMINION BANK","12/31/2020","18,209","441,642",""
"Russell Investments Group, Ltd.","12/31/2020","18,160","440,043",""
"MADISON WEALTH MANAGEMENT","12/31/2020","17,095","414,219",""
"America First Investment Advisors, LLC","12/31/2020","17,076","413,755",""
"Investment Management Corp of Ontario","12/31/2020","16,905","409,636",""
"Smith, Salley & Associates","12/31/2020","16,656","403,607",""
"COBBLESTONE CAPITAL ADVISORS LLC /NY/","12/31/2020","16,269","394,218",""
"Echo Street Capital Management LLC","12/31/2020","15,853","384,137",""
"HighTower Advisors, LLC","12/31/2020","15,788","382,561",""
"Northeast Financial Consultants Inc","12/31/2020","15,010","363,705",""
"VAN DEN BERG MANAGEMENT I, INC","12/31/2020","14,900","361,028",""
"Oak Grove Capital LLC","12/31/2020","14,896","360,950",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2020","14,767","357,782",""
"TWO SIGMA ADVISERS, LP","12/31/2020","14,475","350,732",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2020","14,229","344,500",""
"JANUS HENDERSON GROUP PLC","12/31/2020","14,184","343,716",""
"Rheos Capital Works Inc.","12/31/2020","13,702","332,000",""
"MILLENNIUM MANAGEMENT LLC","12/31/2020","13,673","331,303",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2020","13,265","321,413",""
"Heritage Wealth Advisors","12/31/2020","13,145","318,512",""
"LAWSON KROEKER INVESTMENT MANAGEMENT INC/NE","12/31/2020","12,737","308,637",""
"Motley Fool Asset Management LLC","12/31/2020","12,381","300,000",""
"UNIVERSITY OF NOTRE DAME DU LAC","12/31/2020","12,118","293,635",""
"AMP Capital Investors Ltd","12/31/2020","11,820","285,654",""
"TIAA, FSB","12/31/2020","11,766","285,126",""
"SILVERCREST ASSET MANAGEMENT GROUP LLC","12/31/2020","11,524","279,224",""
"Ensign Peak Advisors, Inc","12/31/2020","11,226","271,977",""
"Point72 Asset Management, L.P.","12/31/2020","10,732","260,000",""
"NN Investment Partners Holdings N.V.","12/31/2020","10,625","257,518",""
"Callahan Advisors, LLC","12/31/2020","10,427","252,654",""
"Waratah Capital Advisors Ltd.","12/31/2020","10,255","248,142",""
"Creative Planning","12/31/2020","10,215","247,512",""
"Russell Investments Group, Ltd.","12/31/2020","9,882","239,450",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2020","9,691","234,640",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2020","9,530","230,941",""
"CREDIT AGRICOLE S A","12/31/2020","9,286","225,000",""
"Raymond James Financial Services Advisors, Inc.","12/31/2020","8,834","214,057",""
"PNC Financial Services Group, Inc.","12/31/2020","8,746","211,930",""
"EAGLE ASSET MANAGEMENT INC","12/31/2020","8,683","210,030",""
"PCJ Investment Counsel Ltd.","12/31/2020","8,498","205,585",""
"BANK OF MONTREAL /CAN/","12/31/2020","7,702","200,000","call"
"Rathbone Brothers plc","12/31/2020","8,151","197,371",""
"AE Wealth Management LLC","12/31/2020","8,038","194,770",""
"LEE DANNER & BASS INC","12/31/2020","7,987","193,525",""
"BAR HARBOR TRUST SERVICES","12/31/2020","7,513","182,046",""
"Moerus Capital Management LLC","12/31/2020","7,465","180,872",""
"DAVIS-REA LTD.","12/31/2020","7,398","179,365",""
"York Capital Management Global Advisors, LLC","12/31/2020","7,364","178,434",""
"Sandy Spring Bank","12/31/2020","7,260","175,937",""
"NATIXIS ADVISORS, L.P.","12/31/2020","7,011","169,887",""
"JANE STREET GROUP, LLC","12/31/2020","6,879","166,682",""
"Adalta Capital Management LLC","12/31/2020","6,879","166,674",""
"Timber Creek Capital Management LLC","12/31/2020","6,769","164,021",""
"ArrowMark Colorado Holdings LLC","12/31/2020","6,743","163,397",""
"Edgestream Partners, L.P.","12/31/2020","6,741","163,345",""
"Twin Tree Management, LP","12/31/2020","6,686","162,000","put"
"APPLETON PARTNERS INC/MA","12/31/2020","6,326","153,272",""
"Parkside Investments, LLC","12/31/2020","6,228","150,931",""
"ALLIANCEBERNSTEIN L.P.","12/31/2020","6,205","150,345",""
"Sawtooth Solutions, LLC","12/31/2020","6,186","149,881",""
"State of New Jersey Common Pension Fund D","12/31/2020","6,046","146,503",""
"Marks Group Wealth Management, Inc","12/31/2020","6,028","146,068",""
"TANDEM CAPITAL MANAGEMENT CORP /ADV","12/31/2020","6,028","146,054",""
"Arbor Wealth Management, LLC","12/31/2020","6,003","145,467",""
"JCIC Asset Management Inc.","12/31/2020","6,008","145,283",""
"Lipe & Dalton","12/31/2020","5,911","143,218",""
"GRAYBILL BARTZ & ASSOC LTD","12/31/2020","5,865","142,109",""
"Janney Montgomery Scott LLC","12/31/2020","5,541","134,250",""
"Tacita Capital Inc","12/31/2020","5,506","133,501",""
"Cubist Systematic Strategies, LLC","12/31/2020","5,486","132,904",""
"OPPENHEIMER & CO INC","12/31/2020","5,444","131,922",""
"Kovitz Investment Group Partners, LLC","12/31/2020","5,427","131,491",""
"AMERIPRISE FINANCIAL INC","12/31/2020","5,357","129,803",""
"Weather Gauge Advisory, LLC","12/31/2020","5,232","126,780",""
"BROWN ADVISORY INC","12/31/2020","5,206","126,153",""
"Texas Yale Capital Corp.","12/31/2020","4,970","120,433",""
"Blue Zone Wealth Advisors, LLC","12/31/2020","4,910","118,970",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2020","4,655","112,640",""
"Veritable, L.P.","12/31/2020","4,600","111,473",""
"BLAIR WILLIAM & CO/IL","12/31/2020","5,849","111,035",""
"Westpac Banking Corp","12/31/2020","5,733","108,967",""
"Baird Financial Group, Inc.","12/31/2020","4,423","107,175",""
"Crossmark Global Holdings, Inc.","12/31/2020","4,405","106,746",""
"MONETA GROUP INVESTMENT ADVISORS LLC","12/31/2020","4,182","101,333",""
"CULBERTSON A N & CO INC","12/31/2020","4,080","98,872",""
"ROYAL BANK OF CANADA","12/31/2020","3,867","93,700","put"
"KAYNE ANDERSON CAPITAL ADVISORS LP","12/31/2020","3,817","92,550",""
"Weiss Multi-Strategy Advisers LLC","12/31/2020","3,779","91,561",""
"Alpha Omega Wealth Management LLC","12/31/2020","3,739","90,599",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2020","3,236","90,177",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2020","3,681","89,195",""
"Azimuth Capital Management LLC","12/31/2020","3,610","87,469",""
"ROYAL BANK OF CANADA","12/31/2020","3,537","85,700","call"
"Radnor Capital Management, LLC","12/31/2020","3,447","83,527",""
"Providence Capital Advisors, LLC","12/31/2020","3,430","83,101",""
"COMERICA BANK","12/31/2020","3,151","81,955",""
"Salvus Wealth Management, LLC","12/31/2020","3,143","80,136",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2020","3,258","78,926",""
"Waterfront Wealth Inc.","12/31/2020","3,253","78,821",""
"Chicago Partners Investment Group LLC","12/31/2020","3,003","78,096",""
"Hudson Bay Capital Management LP","12/31/2020","3,095","75,000",""
"Charles Winkler","12/31/2020","3,095","75,000",""
"Liontrust Investment Partners LLP","12/31/2020","3,089","74,800",""
"PDT Partners, LLC","12/31/2020","3,025","73,299",""
"Blue Fin Capital, Inc.","12/31/2020","2,999","72,691",""
"D. E. Shaw & Co., Inc.","12/31/2020","2,996","72,500",""
"Allianz Asset Management GmbH","12/31/2020","2,964","71,754",""
"SYNOVUS FINANCIAL CORP","12/31/2020","2,957","71,683",""
"LEAVELL INVESTMENT MANAGEMENT, INC.","12/31/2020","2,921","70,773",""
"LEVIN EASTERLY PARTNERS LLC","12/31/2020","2,836","68,725",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2020","2,756","66,776",""
"HENNESSY ADVISORS INC","12/31/2020","2,629","63,700",""
"GoodHaven Capital Management, LLC","12/31/2020","2,617","63,403",""
"Live Oak Private Wealth LLC","12/31/2020","2,613","63,311",""
"Anson Funds Management LP","12/31/2020","2,610","63,249",""
"ALPS ADVISORS INC","12/31/2020","2,575","62,399",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2020","2,534","61,393",""
"LPL Financial LLC","12/31/2020","2,517","60,992",""
"Taylor Hoffman Wealth Management","12/31/2020","2,505","60,692",""
"EPIQ PARTNERS, LLC","12/31/2020","2,470","59,857",""
"CPWM, LLC","12/31/2020","2,461","59,633",""
"Atlantic Union Bankshares Corp","12/31/2020","2,450","59,358",""
"GABELLI FUNDS LLC","12/31/2020","2,411","58,425",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","2,344","56,800","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","2,344","56,800","put"
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","2,973","56,494",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","2,973","56,494",""
"Shelter Mutual Insurance Co","12/31/2020","2,317","56,131",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2020","2,311","55,986",""
"Allen Investment Management LLC","12/31/2020","2,295","55,606",""
"Sciencast Management LP","12/31/2020","2,177","54,717",""
"Cambridge Investment Research Advisors, Inc.","12/31/2020","2,226","53,947",""
"MOGY JOEL R INVESTMENT COUNSEL INC","12/31/2020","2,197","53,225",""
"THOMAS WHITE INTERNATIONAL LTD","12/31/2020","2,189","53,051",""
"PenderFund Capital Management Ltd.","12/31/2020","2,786","52,950",""
"Retirement Group, LLC","12/31/2020","2,168","52,550",""
"Lincoln Capital LLC","12/31/2020","2,130","51,609",""
"BlackRock Inc.","12/31/2020","2,128","51,552",""
"MAR VISTA INVESTMENT PARTNERS LLC","12/31/2020","2,118","51,332",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2020","2,112","51,111",""
"SHELL ASSET MANAGEMENT CO","12/31/2020","2,110","51,077",""
"BESSEMER GROUP INC","12/31/2020","2,081","50,415",""
"BANK OF MONTREAL /CAN/","12/31/2020","1,926","50,000","put"
"BOENNING & SCATTERGOOD, INC.","12/31/2020","2,050","49,676",""
"Roundview Capital LLC","12/31/2020","2,047","49,603",""
"Princeton Global Asset Management LLC","12/31/2020","2,010","48,702",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","1,926","46,677",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","1,926","46,677",""
"SOL Capital Management CO","12/31/2020","1,924","46,608",""
"Quantitative Investment Management, LLC","12/31/2020","1,922","46,580",""
"NEEDHAM INVESTMENT MANAGEMENT LLC","12/31/2020","1,911","46,294",""
"CITADEL ADVISORS LLC","12/31/2020","1,903","46,100","call"
"Advisory Services Network, LLC","12/31/2020","1,882","45,597",""
"Nexus Investment Management ULC","12/31/2020","1,821","44,301",""
"Steward Partners Investment Advisory, LLC","12/31/2020","1,803","43,679",""
"GAMCO INVESTORS, INC. ET AL","12/31/2020","1,783","43,200",""
"Citizens Business Bank","12/31/2020","1,758","42,600",""
"Sargent Bickham Lagudis LLC","12/31/2020","1,882","42,290",""
"IRIDIAN ASSET MANAGEMENT LLC/CT","12/31/2020","1,736","42,060",""
"Hillsdale Investment Management Inc.","12/31/2020","1,699","41,105",""
"Candriam Luxembourg S.C.A.","12/31/2020","1,687","40,851",""
"Evercore Wealth Management, LLC","12/31/2020","1,670","40,482",""
"Teamwork Financial Advisors, LLC","12/31/2020","1,637","39,675",""
"Sargent Bickham Lagudis LLC","12/31/2020","1,626","39,394",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2020","1,622","39,312",""
"Ancora Advisors, LLC","12/31/2020","1,597","38,703",""
"Williams Jones Wealth Management, LLC.","12/31/2020","1,579","38,262",""
"BRADLEY FOSTER & SARGENT INC/CT","12/31/2020","1,540","37,311",""
"US BANCORP \DE\","12/31/2020","1,536","37,204",""
"COLONY GROUP LLC","12/31/2020","1,511","36,602",""
"Twin Tree Management, LP","12/31/2020","1,498","36,307",""
"Mraz, Amerine & Associates, Inc.","12/31/2020","1,474","35,721",""
"Fairfax Financial Holdings Ltd/ Can","12/31/2020","1,444","35,000",""
"CAPITAL INSIGHT PARTNERS, LLC","12/31/2020","1,437","34,810",""
"WALTER & KEENAN FINANCIAL CONSULTING CO /MI/ /ADV","12/31/2020","1,429","34,636",""
"ATRIA INVESTMENTS LLC","12/31/2020","1,426","34,552",""
"Pacifica Partners Inc.","12/31/2020","1,360","33,642",""
"USS Investment Management Ltd","12/31/2020","1,387","33,600",""
"Quadrature Capital Ltd","12/31/2020","1,375","33,311",""
"Schneider Downs Wealth Management Advisors, LP","12/31/2020","1,325","32,107",""
"Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.","12/31/2020","1,304","31,586",""
"JACKSON SQUARE CAPITAL, LLC","12/31/2020","1,295","31,381",""
"Atlantic Trust, LLC","12/31/2020","1,397","31,327",""
"Jackson Hole Capital Partners, LLC","12/31/2020","1,291","31,292",""
"Bristol Gate Capital Partners Inc.","12/31/2020","1,249","30,226",""
"Rockefeller Capital Management L.P.","12/31/2020","1,212","29,390",""
"REGIONS FINANCIAL CORP","12/31/2020","1,202","29,117",""
"MOSELEY INVESTMENT MANAGEMENT INC","12/31/2020","1,191","28,861",""
"PARSONS CAPITAL MANAGEMENT INC/RI","12/31/2020","1,115","27,022",""
"Sarasin & Partners LLP","12/31/2020","1,114","27,000",""
"CITADEL ADVISORS LLC","12/31/2020","1,110","26,900","put"
"Doyle Wealth Management","12/31/2020","1,091","26,424",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2020","1,077","26,060",""
"Powell Investment Advisors, LLC","12/31/2020","1,075","26,044",""
"Legacy Private Trust Co.","12/31/2020","1,073","26,000",""
"MCKINLEY CAPITAL MANAGEMENT LLC /DELAWARE","12/31/2020","1,053","25,506",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2020","1,044","25,320",""
"Lester Murray Antman dba SimplyRich","12/31/2020","1,022","24,758",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","1,019","24,700","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","1,019","24,700","call"
"JAG CAPITAL MANAGEMENT, LLC","12/31/2020","1,009","24,450",""
"Kestra Advisory Services, LLC","12/31/2020","1,002","24,217",""
"Lido Advisors, LLC","12/31/2020","992","24,049",""
"JANE STREET GROUP, LLC","12/31/2020","957","23,200","put"
"GLENMEDE TRUST CO NA","12/31/2020","940","22,814",""
"NKCFO LLC","12/31/2020","939","22,750",""
"SEARLE & CO.","12/31/2020","929","22,500",""
"Mariner, LLC","12/31/2020","923","22,369",""
"TOWNSQUARE CAPITAL LLC","12/31/2020","915","22,156",""
"Greenline Partners, LLC","12/31/2020","904","21,916",""
"HERITAGE INVESTORS MANAGEMENT CORP","12/31/2020","884","21,409",""
"Hemington Wealth Management","12/31/2020","860","20,832",""
"Spears Abacus Advisors LLC","12/31/2020","852","20,638",""
"ARMSTRONG SHAW ASSOCIATES INC/CT","12/31/2020","845","20,475",""
"AXA S.A.","12/31/2020","826","20,018",""
"CIGNA INVESTMENTS INC /NEW","12/31/2020","813","19,692",""
"LEVIN CAPITAL STRATEGIES, L.P.","12/31/2020","782","18,958",""
"BLUESTEIN R H & CO","12/31/2020","774","18,750",""
"Qube Research & Technologies Ltd","12/31/2020","765","18,547",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2020","759","18,400",""
"JANE STREET GROUP, LLC","12/31/2020","759","18,400","call"
"Gulf International Bank (UK) Ltd","12/31/2020","755","18,269",""
"ADVISOR PARTNERS LLC","12/31/2020","754","18,266",""
"MADISON WEALTH MANAGEMENT","12/31/2020","165","18,000","call"
"CAPTRUST FINANCIAL ADVISORS","12/31/2020","743","17,994",""
"Giverny Capital Inc.","12/31/2020","701","16,989",""
"Squarepoint Ops LLC","12/31/2020","692","16,777",""
"Bridgewater Associates, LP","12/31/2020","677","16,386",""
"CAPITAL ONE FINANCIAL CORP","12/31/2020","662","16,035",""
"Red Cedar Capital, LLC","12/31/2020","661","16,009",""
"Edge Capital Group, LLC","12/31/2020","632","15,324",""
"NATIXIS","12/31/2020","632","15,302",""
"FIDUCIARY TRUST CO","12/31/2020","622","15,070",""
"CRA Financial Services, LLC","12/31/2020","619","15,000",""
"BAKER TILLY FINANCIAL, LLC","12/31/2020","618","14,972",""
"RMB Capital Management, LLC","12/31/2020","617","14,951",""
"TRUST CO OF VERMONT","12/31/2020","614","14,875",""
"HSBC HOLDINGS PLC","12/31/2020","617","14,800","put"
"FISHMAN JAY A LTD/MI","12/31/2020","609","14,762",""
"GYL Financial Synergies, LLC","12/31/2020","608","14,727",""
"Blue Square Asset Management, LLC","12/31/2020","604","14,644",""
"IFP Advisors, Inc","12/31/2020","593","14,357",""
"Cetera Investment Advisers","12/31/2020","589","14,283",""
"Gilbert & Cook, Inc.","12/31/2020","577","14,039",""
"AVENIR CORP","12/31/2020","565","13,695",""
"ExodusPoint Capital Management, LP","12/31/2020","553","13,405",""
"STEPHENS INC /AR/","12/31/2020","551","13,354",""
"Aperio Group, LLC","12/31/2020","540","13,088",""
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management","12/31/2020","536","12,995",""
"Geneos Wealth Management Inc.","12/31/2020","584","12,966",""
"M&T Bank Corp","12/31/2020","532","12,877",""
"CRAWFORD INVESTMENT COUNSEL INC","12/31/2020","529","12,825",""
"FIRST HAWAIIAN BANK","12/31/2020","528","12,771",""
"Change Path, LLC","12/31/2020","511","12,382",""
"KINGS POINT CAPITAL MANAGEMENT","12/31/2020","507","12,292",""
"Rempart Asset Management Inc.","12/31/2020","503","12,186",""
"CLARET ASSET MANAGEMENT Corp","12/31/2020","494","11,946",""
"Coe Capital Management, LLC","12/31/2020","486","11,772",""
