"Manager","Report Date","Value ($000)","Shares","Option Type"
"CI INVESTMENTS INC.","12/31/2021","228,919","3,791,307",""
"CAISSE DE DEPOT ET PLACEMENT DU QUEBEC","12/31/2021","228,651","3,780,870",""
"TD Waterhouse Canada Inc.","12/31/2021","261,416","3,433,039",""
"Sumitomo Mitsui Trust Holdings, Inc.","12/31/2021","206,309","3,416,151",""
"OMERS ADMINISTRATION Corp","12/31/2021","199,284","3,300,489",""
"AGF INVESTMENTS INC.","12/31/2021","193,670","3,207,000",""
"Broad Run Investment Management, LLC","12/31/2021","192,538","3,188,770",""
"GUARDIAN CAPITAL LP","12/31/2021","187,511","3,100,598",""
"Marathon Asset Mgmt Ltd","12/31/2021","186,910","3,087,914",""
"FENIMORE ASSET MANAGEMENT INC","12/31/2021","182,752","3,026,689",""
"NATIONAL BANK OF CANADA /FI/","12/31/2021","179,508","2,979,634",""
"COOKE & BIELER LP","12/31/2021","178,235","2,951,885",""
"Novo Holdings A/S","12/31/2021","176,380","2,921,171",""
"BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp","12/31/2021","175,356","2,901,516",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2021","167,024","2,766,209",""
"BANK OF AMERICA CORP /DE/","12/31/2021","161,706","2,678,137",""
"TIMUCUAN ASSET MANAGEMENT INC/FL","12/31/2021","160,831","2,663,642",""
"GOLDMAN SACHS GROUP INC","12/31/2021","159,948","2,649,030",""
"BAMCO INC /NY/","12/31/2021","159,179","2,636,287",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2021","153,627","2,544,243",""
"MADISON ASSET MANAGEMENT, LLC","12/31/2021","145,480","2,409,401",""
"CHECK CAPITAL MANAGEMENT INC/CA","12/31/2021","140,222","2,322,326",""
"CREDIT SUISSE AG/","12/31/2021","133,571","2,212,169",""
"Aristotle Capital Management, LLC","12/31/2021","132,527","2,194,875",""
"DekaBank Deutsche Girozentrale","12/31/2021","126,896","2,098,721",""
"Addenda Capital Inc.","12/31/2021","159,901","2,093,220",""
"HORIZON KINETICS ASSET MANAGEMENT LLC","12/31/2021","125,478","2,078,135",""
"Burgundy Asset Management Ltd.","12/31/2021","121,010","2,008,323",""
"MONTRUSCO BOLTON INVESTMENTS INC.","12/31/2021","117,118","1,936,601",""
"BANK OF AMERICA CORP /DE/","12/31/2021","114,357","1,893,952",""
"M&G INVESTMENT MANAGEMENT LTD","12/31/2021","107,239","1,785,994",""
"MCDONALD CAPITAL INVESTORS INC/CA","12/31/2021","107,762","1,784,733",""
"WELLS FARGO & COMPANY/MN","12/31/2021","107,723","1,784,069",""
"Korea Investment CORP","12/31/2021","104,802","1,732,962",""
"EATON VANCE MANAGEMENT","12/31/2021","101,089","1,674,211",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2021","93,322","1,544,068",""
"CIBC Private Wealth Group, LLC","12/31/2021","93,025","1,540,662",""
"BRUNI J V & CO /CO","12/31/2021","91,812","1,520,564",""
"Bank of New York Mellon Corp","12/31/2021","90,787","1,503,592",""
"DEUTSCHE BANK AG\","12/31/2021","90,388","1,496,985",""
"CIDEL ASSET MANAGEMENT INC","12/31/2021","88,252","1,459,294",""
"STIFEL FINANCIAL CORP","12/31/2021","87,073","1,442,093",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2021","83,530","1,382,125",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2021","77,540","1,285,155",""
"Cannell & Co.","12/31/2021","75,880","1,256,703",""
"CREDIT AGRICOLE S A","12/31/2021","73,966","1,225,000",""
"CONFLUENCE INVESTMENT MANAGEMENT LLC","12/31/2021","73,520","1,217,629",""
"Sather Financial Group Inc","12/31/2021","73,343","1,214,684",""
"SCHWARTZ INVESTMENT COUNSEL INC","12/31/2021","69,364","1,148,797",""
"WESTFIELD CAPITAL MANAGEMENT CO LP","12/31/2021","69,120","1,144,756",""
"Nuveen Asset Management, LLC","12/31/2021","69,025","1,143,189",""
"RAYMOND JAMES & ASSOCIATES","12/31/2021","65,446","1,083,905",""
"CITIGROUP INC","12/31/2021","64,096","1,059,866",""
"UBS Group AG","12/31/2021","63,492","1,051,557",""
"Credential Qtrade Securities Inc.","12/31/2021","62,640","1,036,896",""
"Avalon Investment & Advisory","12/31/2021","62,040","1,027,497",""
"NEW SOUTH CAPITAL MANAGEMENT INC","12/31/2021","61,076","1,011,519",""
"CAPITAL INTERNATIONAL INC /CA/","12/31/2021","58,390","967,044",""
"Cumberland Partners Ltd","12/31/2021","58,291","965,174",""
"QV Investors Inc.","12/31/2021","58,017","959,342",""
"Baskin Financial Services Inc.","12/31/2021","56,682","939,138",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2021","70,810","929,510",""
"NORTHERN TRUST CORP","12/31/2021","55,751","923,330",""
"GREENLEA LANE CAPITAL MANAGEMENT, LLC","12/31/2021","55,210","914,376",""
"BECK MACK & OLIVER LLC","12/31/2021","54,482","902,317",""
"Parametric Portfolio Associates LLC","12/31/2021","54,288","899,101",""
"Twin Tree Management, LP","12/31/2021","54,288","899,100","put"
"HSBC HOLDINGS PLC","12/31/2021","51,033","843,555",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2021","50,811","841,980",""
"AMUNDI","12/31/2021","47,750","818,902",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2021","47,152","779,956",""
"BARR E S & CO","12/31/2021","45,232","749,124",""
"GREAT WEST LIFE ASSURANCE CO /CAN/","12/31/2021","43,888","729,735",""
"Manitou Investment Management Ltd.","12/31/2021","43,080","714,891",""
"THIRD AVENUE MANAGEMENT LLC","12/31/2021","43,024","712,551",""
"CAPITAL ADVISORS INC/OK","12/31/2021","42,476","703,486",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2021","41,307","684,116",""
"PRIVATE MANAGEMENT GROUP INC","12/31/2021","39,979","662,116",""
"Russell Investments Group, Ltd.","12/31/2021","39,802","658,560",""
"Public Sector Pension Investment Board","12/31/2021","38,186","631,433",""
"LGT CAPITAL PARTNERS LTD.","12/31/2021","37,669","623,000",""
"LINCLUDEN MANAGEMENT LTD","12/31/2021","35,277","584,156",""
"KARPAS STRATEGIES, LLC","12/31/2021","35,231","583,496",""
"FIRST FOUNDATION ADVISORS","12/31/2021","33,039","547,193",""
"PICTET ASSET MANAGEMENT SA","12/31/2021","32,473","536,963",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2021","30,377","520,722",""
"DIMENSIONAL FUND ADVISORS LP","12/31/2021","31,225","517,142",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2021","30,673","507,999",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2021","29,594","490,129",""
"PARTNERS CAPITAL INVESTMENT GROUP, LLP","12/31/2021","29,324","485,665",""
"Waratah Capital Advisors Ltd.","12/31/2021","29,052","481,010",""
"Rheos Capital Works Inc.","12/31/2021","28,862","478,000",""
"Motley Fool Wealth Management, LLC","12/31/2021","28,111","465,573",""
"Heritage Wealth Advisors","12/31/2021","27,751","459,606",""
"JANUS HENDERSON GROUP PLC","12/31/2021","27,737","458,917",""
"KLINGENSTEIN FIELDS & CO LP","12/31/2021","27,128","449,295",""
"Smith, Salley & Associates","12/31/2021","26,526","439,335",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2021","26,355","436,492",""
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2021","25,609","424,128",""
"AVIVA PLC","12/31/2021","25,517","422,744",""
"TORONTO DOMINION BANK","12/31/2021","25,361","419,963",""
"Oak Grove Capital LLC","12/31/2021","24,206","400,896",""
"Motley Fool Asset Management LLC","12/31/2021","24,152","400,000",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2021","24,045","400,000",""
"HighTower Advisors, LLC","12/31/2021","24,009","397,822",""
"CIBC WORLD MARKETS CORP","12/31/2021","23,711","392,700",""
"America First Investment Advisors, LLC","12/31/2021","23,627","391,308",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2021","23,118","388,180",""
"JANE STREET GROUP, LLC","12/31/2021","22,464","372,037",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2021","22,443","371,387",""
"MADISON WEALTH MANAGEMENT","12/31/2021","22,028","364,816",""
"VAN DEN BERG MANAGEMENT I, INC","12/31/2021","21,712","359,597",""
"ENDEAVOUR CAPITAL ADVISORS INC","12/31/2021","21,230","351,601",""
"COBBLESTONE CAPITAL ADVISORS LLC /NY/","12/31/2021","20,709","342,973",""
"Hillsdale Investment Management Inc.","12/31/2021","19,917","329,400",""
"JACKSON HILL ADVISORS, LLC","12/31/2021","19,774","327,500",""
"USS Investment Management Ltd","12/31/2021","19,145","316,976",""
"Creative Planning","12/31/2021","17,745","293,883",""
"LAWSON KROEKER INVESTMENT MANAGEMENT INC/NE","12/31/2021","17,722","293,510",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2021","16,571","274,456",""
"Callahan Advisors, LLC","12/31/2021","16,375","271,203",""
"SILVERCREST ASSET MANAGEMENT GROUP LLC","12/31/2021","16,285","269,712",""
"PNC Financial Services Group, Inc.","12/31/2021","14,529","240,622",""
"Neuberger Berman Group LLC","12/31/2021","13,995","230,761",""
"AXA S.A.","12/31/2021","13,492","223,447",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2021","13,388","221,735",""
"Raymond James Financial Services Advisors, Inc.","12/31/2021","13,361","221,284",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2021","16,738","219,120",""
"Timber Creek Capital Management LLC","12/31/2021","12,994","215,218",""
"TRUIST FINANCIAL CORP","12/31/2021","12,488","206,831",""
"Moerus Capital Management LLC","12/31/2021","12,388","205,165",""
"NATIXIS ADVISORS, L.P.","12/31/2021","12,128","200,860",""
"Rathbones Group PLC","12/31/2021","12,086","199,874",""
"CAPITAL INTERNATIONAL LTD /CA/","12/31/2021","11,954","197,976",""
"APPLETON PARTNERS INC/MA","12/31/2021","11,585","191,872",""
"LEE DANNER & BASS INC","12/31/2021","11,367","188,252",""
"BAR HARBOR TRUST SERVICES","12/31/2021","11,343","187,861",""
"CITADEL ADVISORS LLC","12/31/2021","11,335","187,722",""
"Northeast Financial Consultants Inc","12/31/2021","11,319","187,455",""
"SHELL ASSET MANAGEMENT CO","12/31/2021","11,270","186,367",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2021","10,772","178,200",""
"Adalta Capital Management LLC","12/31/2021","10,590","175,382",""
"WESTPAC BANKING CORP","12/31/2021","13,358","174,871",""
"ArrowMark Colorado Holdings LLC","12/31/2021","10,485","173,644",""
"Arbor Wealth Management, LLC","12/31/2021","10,462","173,274",""
"PCJ Investment Counsel Ltd.","12/31/2021","10,370","171,585",""
"Janney Montgomery Scott LLC","12/31/2021","10,014","165,856",""
"Ervin Investment Management, LLC","12/31/2021","9,755","161,566",""
"ClariVest Asset Management LLC","12/31/2021","9,714","160,630",""
"DAVIS-REA LTD.","12/31/2021","9,604","159,150",""
"Man Group plc","12/31/2021","9,488","157,143",""
"BLAIR WILLIAM & CO/IL","12/31/2021","11,627","150,976",""
"Liontrust Investment Partners LLP","12/31/2021","9,063","150,000",""
"Sandy Spring Bank","12/31/2021","9,036","149,650",""
"State of New Jersey Common Pension Fund D","12/31/2021","8,846","146,503",""
"TANDEM CAPITAL MANAGEMENT CORP /ADV","12/31/2021","8,841","146,420",""
"Blue Zone Wealth Advisors, LLC","12/31/2021","8,785","145,499",""
"Parkside Investments, LLC","12/31/2021","8,603","142,492",""
"GRAYBILL BARTZ & ASSOC LTD","12/31/2021","8,549","141,591",""
"JCIC Asset Management Inc.","12/31/2021","8,532","141,147",""
"Lipe & Dalton","12/31/2021","8,465","140,203",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","8,302","137,500","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","8,302","137,500","put"
"Tacita Capital Inc","12/31/2021","8,264","136,943",""
"TRUST CO OF VERMONT","12/31/2021","8,244","136,526",""
"TORONTO DOMINION BANK","12/31/2021","8,118","134,800",""
"COLONY GROUP LLC","12/31/2021","8,112","134,355",""
"Kovitz Investment Group Partners, LLC","12/31/2021","5,447","131,991",""
"Texas Yale Capital Corp.","12/31/2021","7,662","126,898",""
"Chicago Partners Investment Group LLC","12/31/2021","6,930","122,307",""
"BROWN ADVISORY INC","12/31/2021","7,312","121,105",""
"Partners Group Holding AG","12/31/2021","7,132","118,125",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2021","7,124","117,987",""
"First Trust Bank, Ltd.","12/31/2021","6,968","115,400",""
"Baird Financial Group, Inc.","12/31/2021","6,923","114,652",""
"Qube Research & Technologies Ltd","12/31/2021","6,901","114,301",""
"Rockefeller Capital Management L.P.","12/31/2021","6,834","113,190",""
"Steel Canyon Capital, LLC","12/31/2021","6,826","113,053",""
"OPPENHEIMER & CO INC","12/31/2021","6,576","108,923",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2021","6,568","108,450",""
"Allspring Global Investments Holdings, LLC","12/31/2021","6,518","107,952",""
"MOGY JOEL R INVESTMENT COUNSEL INC","12/31/2021","6,511","107,840",""
"Marks Group Wealth Management, Inc","12/31/2021","6,482","107,408",""
"Veritable, L.P.","12/31/2021","6,416","106,259",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2021","6,411","106,180",""
"BARCLAYS PLC","12/31/2021","6,330","104,826",""
"BARCLAYS PLC","12/31/2021","6,330","104,826",""
"AMERIPRISE FINANCIAL INC","12/31/2021","5,747","102,944",""
"CAPITAL INTERNATIONAL SARL","12/31/2021","6,163","102,063",""
"ALLIANCEBERNSTEIN L.P.","12/31/2021","6,140","101,682",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2021","6,069","100,500",""
"Twin Tree Management, LP","12/31/2021","6,044","100,100","call"
"Azimuth Capital Management LLC","12/31/2021","6,008","99,498",""
"LPL Financial LLC","12/31/2021","5,976","98,971",""
"SIG North Trading, ULC","12/31/2021","5,931","98,200","put"
"Culbertson A N & Co Inc","12/31/2021","5,897","97,670",""
"Providence Capital Advisors, LLC","12/31/2021","5,857","96,999",""
"Edgestream Partners, L.P.","12/31/2021","5,827","96,505",""
"Salvus Wealth Management, LLC","12/31/2021","5,800","96,055",""
"Tobias Financial Advisors, Inc.","12/31/2021","5,797","96,013",""
"CORDA Investment Management, LLC.","12/31/2021","5,797","96,013",""
"Atlantic Union Bankshares Corp","12/31/2021","5,761","95,411",""
"Parkwood LLC","12/31/2021","5,472","90,623",""
"Cambridge Investment Research Advisors, Inc.","12/31/2021","5,257","87,070",""
"Waterfront Wealth Inc.","12/31/2021","5,189","85,944",""
"KAYNE ANDERSON CAPITAL ADVISORS LP","12/31/2021","5,147","85,250",""
"LGT Fund Management Co Ltd.","12/31/2021","5,121","84,729",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2021","5,031","83,328",""
"Radnor Capital Management, LLC","12/31/2021","5,030","83,302",""
"MONETA GROUP INVESTMENT ADVISORS LLC","12/31/2021","6,109","79,971",""
"Hendershot Investments Inc.","12/31/2021","4,781","79,178",""
"Kathleen S. Wright Associates Inc.","12/31/2021","4,779","79,154",""
"Alpha Omega Wealth Management LLC","12/31/2021","4,575","78,462",""
"Blue Fin Capital, Inc.","12/31/2021","4,681","77,539",""
"Live Oak Private Wealth LLC","12/31/2021","4,584","75,917",""
"Twin Tree Management, LP","12/31/2021","4,574","75,759",""
"SIG North Trading, ULC","12/31/2021","4,528","75,354",""
"JACKSON SQUARE CAPITAL, LLC","12/31/2021","4,365","72,287",""
"Anson Funds Management LP","12/31/2021","4,289","71,000",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2021","5,299","70,564",""
"Baader Bank Aktiengesellschaft","12/31/2021","4,255","70,466",""
"EPIQ PARTNERS, LLC","12/31/2021","4,228","70,022",""
"HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND","12/31/2021","4,231","70,000",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2021","4,226","70,000","call"
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2021","4,146","68,661",""
"Steward Partners Investment Advisory, LLC","12/31/2021","4,058","67,210",""
"CITADEL ADVISORS LLC","12/31/2021","3,936","65,180","call"
"GABELLI FUNDS LLC","12/31/2021","3,934","65,147",""
"GoodHaven Capital Management, LLC","12/31/2021","3,834","63,502",""
"Lincoln Capital LLC","12/31/2021","3,822","63,305",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2021","3,813","63,151",""
"St. James Investment Advisors, LLC","12/31/2021","3,811","63,123",""
"LEAVELL INVESTMENT MANAGEMENT, INC.","12/31/2021","3,803","62,923",""
"Roundview Capital LLC","12/31/2021","3,787","62,717",""
"Ensign Peak Advisors, Inc","12/31/2021","3,736","61,777",""
"Herold Advisors, Inc.","12/31/2021","3,662","60,650",""
"SIG North Trading, ULC","12/31/2021","3,570","59,100","call"
"Taylor Hoffman Wealth Management","12/31/2021","3,510","58,139",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","3,405","56,400","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","3,405","56,400","call"
"Shelter Mutual Insurance Co","12/31/2021","3,389","56,131",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2021","3,377","55,953",""
"SOL Capital Management CO","12/31/2021","3,347","55,440",""
"Retirement Group, LLC","12/31/2021","3,328","55,114",""
"Guardian Wealth Management, Inc.","12/31/2021","3,274","54,217",""
"Crossmark Global Holdings, Inc.","12/31/2021","3,261","54,014",""
"TownSquare Capital LLC","12/31/2021","3,245","53,740",""
"BOENNING & SCATTERGOOD, INC.","12/31/2021","3,236","53,596",""
"Colonial Trust Advisors","12/31/2021","3,208","53,124",""
"THOMAS WHITE INTERNATIONAL LTD","12/31/2021","3,077","50,951",""
"Pendal Group Ltd","12/31/2021","3,069","50,781",""
"Fairfax Financial Holdings Ltd/ Can","12/31/2021","3,019","50,000",""
"D. E. Shaw & Co., Inc.","12/31/2021","2,956","48,925",""
"Sargent Bickham Lagudis LLC","12/31/2021","2,942","48,719",""
"MAR VISTA INVESTMENT PARTNERS LLC","12/31/2021","2,936","48,628",""
"WULFF, HANSEN & CO.","12/31/2021","2,895","47,948",""
"Advisory Services Network, LLC","12/31/2021","2,860","47,376",""
"Allen Investment Management LLC","12/31/2021","2,821","46,719",""
"NEEDHAM INVESTMENT MANAGEMENT LLC","12/31/2021","2,796","46,294",""
"MOSELEY INVESTMENT MANAGEMENT INC","12/31/2021","2,731","45,230",""
"GAMCO INVESTORS, INC. ET AL","12/31/2021","2,729","45,200",""
"PenderFund Capital Management Ltd.","12/31/2021","3,373","44,150",""
"CPWM, LLC","12/31/2021","2,308","43,123",""
"ALPS ADVISORS INC","12/31/2021","2,596","42,999",""
"Pacifica Partners Inc.","12/31/2021","2,447","42,698",""
"BAKER TILLY WEALTH MANAGEMENT, LLC","12/31/2021","2,522","41,772",""
"Phraction Management LLC","12/31/2021","2,515","41,646",""
"Princeton Global Asset Management LLC","12/31/2021","2,501","41,415",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2021","2,448","40,621",""
"Nexus Investment Management ULC","12/31/2021","2,443","40,476",""
"US BANCORP \DE\","12/31/2021","2,311","38,272",""
"Heron Bay Capital Management","12/31/2021","2,309","38,245",""
"Performa Ltd (US), LLC","12/31/2021","2,298","38,000",""
"AMERICAN CENTURY COMPANIES INC","12/31/2021","2,292","37,960",""
"Evercore Wealth Management, LLC","12/31/2021","2,290","37,932",""
"ATRIA INVESTMENTS LLC","12/31/2021","2,281","37,770",""
"Ancora Advisors, LLC","12/31/2021","2,276","37,698",""
"CAPITAL INSIGHT PARTNERS, LLC","12/31/2021","2,266","37,537",""
"BRADLEY FOSTER & SARGENT INC/CT","12/31/2021","2,202","36,468",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2021","2,202","36,467",""
"AE Wealth Management LLC","12/31/2021","2,168","35,914",""
"TIAA, FSB","12/31/2021","2,121","35,125",""
"Essex Financial Services, Inc.","12/31/2021","2,113","34,999",""
"WALTER & KEENAN FINANCIAL CONSULTING CO /MI/ /ADV","12/31/2021","2,091","34,636",""
"Williams Jones Wealth Management, LLC.","12/31/2021","2,083","34,506",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2021","2,083","34,416",""
"MILLENNIUM MANAGEMENT LLC","12/31/2021","1,990","32,966",""
"K.J. Harrison & Partners Inc","12/31/2021","1,968","32,614",""
"Schneider Downs Wealth Management Advisors, LP","12/31/2021","1,949","32,286",""
"Mraz, Amerine & Associates, Inc.","12/31/2021","1,907","31,590",""
"Magnetar Financial LLC","12/31/2021","1,902","31,501",""
"Jackson Hole Capital Partners, LLC","12/31/2021","1,891","31,321",""
"Holt Capital Advisors, L.L.C. dba Holt Capital Partners, L.P.","12/31/2021","1,885","31,211",""
"Candriam Luxembourg S.C.A.","12/31/2021","1,863","30,801",""
"Citizens Business Bank","12/31/2021","1,842","30,500",""
"CITADEL ADVISORS LLC","12/31/2021","1,839","30,454","put"
"REGIONS FINANCIAL CORP","12/31/2021","1,803","29,861",""
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2021","1,754","29,000",""
"Teamwork Financial Advisors, LLC","12/31/2021","1,734","28,721",""
"BI Asset Management Fondsmaeglerselskab A/S","12/31/2021","1,711","28,289",""
"Cubist Systematic Strategies, LLC","12/31/2021","1,684","27,898",""
"PARSONS CAPITAL MANAGEMENT INC/RI","12/31/2021","1,668","27,626",""
"OCCUDO QUANTITATIVE STRATEGIES LP","12/31/2021","1,649","27,315",""
"COMERICA BANK","12/31/2021","1,455","27,020",""
"Doyle Wealth Management","12/31/2021","1,598","26,464",""
"Carmel Capital Partners, LLC","12/31/2021","1,592","26,369",""
"Kestra Advisory Services, LLC","12/31/2021","1,590","26,331",""
"NN Investment Partners Holdings N.V.","12/31/2021","1,588","26,304",""
"Powell Investment Advisors, LLC","12/31/2021","1,573","26,044",""
"Mariner, LLC","12/31/2021","1,568","25,970",""
"FIRST HAWAIIAN BANK","12/31/2021","1,568","25,964",""
"SYNOVUS FINANCIAL CORP","12/31/2021","1,561","25,942",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2021","1,545","25,585",""
"ADVANCED RESEARCH INVESTMENT SOLUTIONS, LLC","12/31/2021","1,505","24,935",""
"Lester Murray Antman dba SimplyRich","12/31/2021","1,495","24,758",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2021","1,476","24,437",""
"Clearstead Trust, LLC","12/31/2021","1,462","24,218",""
"MCKINLEY CAPITAL MANAGEMENT LLC /DELAWARE","12/31/2021","1,453","24,061",""
"JAG CAPITAL MANAGEMENT, LLC","12/31/2021","1,448","23,989",""
"Bristol Gate Capital Partners Inc.","12/31/2021","1,436","23,835",""
"Lido Advisors, LLC","12/31/2021","1,425","23,604",""
"Greenline Partners, LLC","12/31/2021","1,423","23,574",""
"WCM INVESTMENT MANAGEMENT, LLC","12/31/2021","1,387","22,970",""
"Cetera Advisor Networks LLC","12/31/2021","1,383","22,908",""
"GLENMEDE TRUST CO NA","12/31/2021","1,373","22,763",""
"NKCFO LLC","12/31/2021","1,374","22,750",""
"SEARLE & CO.","12/31/2021","1,359","22,500",""
"JANE STREET GROUP, LLC","12/31/2021","1,358","22,496","call"
"AIGEN INVESTMENT MANAGEMENT, LP","12/31/2021","1,298","22,391",""
"FIDUCIARY TRUST CO","12/31/2021","1,350","22,369",""
"Bray Capital Advisors","12/31/2021","1,344","22,263",""
"ADVISOR PARTNERS LLC","12/31/2021","1,320","21,854",""
"H. L. Ormond & Company, LLC","12/31/2021","1,226","21,842",""
"NATIXIS","12/31/2021","1,303","21,535",""
"HERITAGE INVESTORS MANAGEMENT CORP","12/31/2021","1,293","21,409",""
"CIGNA INVESTMENTS INC /NEW","12/31/2021","1,274","21,072",""
"Hemington Wealth Management","12/31/2021","860","20,832",""
"Brinker Capital Investments, LLC","12/31/2021","1,240","20,541",""
"ARMSTRONG SHAW ASSOCIATES INC/CT","12/31/2021","1,236","20,475",""
"Altium Wealth Management LLC","12/31/2021","1,232","20,411",""
"LEWIS CAPITAL MANAGEMENT, LLC","12/31/2021","1,225","20,285",""
"Spears Abacus Advisors LLC","12/31/2021","1,212","20,079",""
"FIRST TRUST ADVISORS LP","12/31/2021","1,212","20,063",""
"Allianz Asset Management GmbH","12/31/2021","1,212","20,048",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2021","1,197","19,842",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2021","1,172","19,398",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2021","1,117","18,500","put"
