"Manager","Report Date","Value ($000)","Shares","Option Type"
"AMF Tjanstepension AB","12/31/2023","28,218","574,571",""
"D. E. Shaw & Co., Inc.","12/31/2023","26,246","539,300","put"
"TWO SIGMA ADVISERS, LP","12/31/2023","26,181","537,709",""
"AGF MANAGEMENT LTD","12/31/2023","32,315","528,831",""
"Pictet Asset Management Holding SA","12/31/2023","25,641","524,199",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2023","24,463","500,000",""
"Northwest & Ethical Investments L.P.","12/31/2023","24,190","496,951",""
"GUARDIAN CAPITAL LP","12/31/2023","23,590","482,270",""
"Russell Investments Group, Ltd.","12/31/2023","22,775","466,119",""
"NORTHERN TRUST CORP","12/31/2023","22,488","461,869",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2023","21,694","444,951",""
"Unigestion Holding SA","12/31/2023","21,557","442,979",""
"CITADEL ADVISORS LLC","12/31/2023","21,204","435,500","call"
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2023","21,184","433,078",""
"OMERS ADMINISTRATION Corp","12/31/2023","21,151","432,400",""
"DekaBank Deutsche Girozentrale","12/31/2023","21,008","432,256",""
"TORONTO DOMINION BANK","12/31/2023","20,424","419,478",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2023","20,405","419,191",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2023","20,252","414,050",""
"JANE STREET GROUP, LLC","12/31/2023","19,234","395,040",""
"UBS Group AG","12/31/2023","18,670","383,460",""
"FORSTA AP-FONDEN","12/31/2023","18,426","376,700",""
"Quadrature Capital Ltd","12/31/2023","17,294","354,700",""
"NEUBERGER BERMAN GROUP LLC","12/31/2023","15,985","331,767",""
"WOLVERINE TRADING, LLC","12/31/2023","15,931","327,200","put"
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2023","15,835","324,978",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2023","14,641","300,700","put"
"Credential Qtrade Securities Inc.","12/31/2023","14,234","292,369",""
"FAIRFAX FINANCIAL HOLDINGS LTD/ CAN","12/31/2023","14,123","289,100",""
"QV Investors Inc.","12/31/2023","14,061","287,452",""
"D. E. Shaw & Co., Inc.","12/31/2023","13,850","284,600","call"
"BANK OF NOVA SCOTIA TRUST CO","12/31/2023","13,717","281,723",""
"Public Sector Pension Investment Board","12/31/2023","13,205","269,971",""
"CITIGROUP INC","12/31/2023","12,524","256,046",""
"AMERIPRISE FINANCIAL INC","12/31/2023","15,309","243,429",""
"Euro Pacific Asset Management, LLC","12/31/2023","11,704","242,152",""
"Investment Management Corp of Ontario","12/31/2023","11,520","236,607",""
"CITADEL ADVISORS LLC","12/31/2023","11,335","232,800","put"
"AMERICAN CENTURY COMPANIES INC","12/31/2023","11,111","228,261",""
"MILLENNIUM MANAGEMENT LLC","12/31/2023","10,939","224,665",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2023","10,522","217,477",""
"VAN ECK ASSOCIATES CORP","12/31/2023","10,298","211,443",""
"BANK OF MONTREAL /CAN/","12/31/2023","9,885","203,000","call"
"Onex Canada Asset Management Inc.","12/31/2023","9,646","198,188",""
"Crossmark Global Holdings, Inc.","12/31/2023","9,493","194,959",""
"Allianz Asset Management GmbH","12/31/2023","9,172","187,527",""
"M&G INVESTMENT MANAGEMENT LTD","12/31/2023","9,120","185,910",""
"USS Investment Management Ltd","12/31/2023","9,034","185,481",""
"LOUISBOURG INVESTMENTS INC.","12/31/2023","8,806","180,036",""
"Parallax Volatility Advisers, L.P.","12/31/2023","8,520","175,000","put"
"CITADEL ADVISORS LLC","12/31/2023","8,511","174,816",""
"Hillsdale Investment Management Inc.","12/31/2023","8,512","174,787",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2023","8,486","174,300","call"
"K.J. Harrison & Partners Inc","12/31/2023","8,178","167,713",""
"Cubist Systematic Strategies, LLC","12/31/2023","8,065","165,643",""
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2023","7,626","156,642",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2023","7,302","149,986",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2023","6,966","143,108",""
"Utah Retirement Systems","12/31/2023","6,970","142,511",""
"Quantbot Technologies LP","12/31/2023","6,776","139,186",""
"Rathbones Group PLC","12/31/2023","6,691","136,787",""
"JANUS HENDERSON GROUP PLC","12/31/2023","6,637","135,619",""
"Lorne Steinberg Wealth Management Inc.","12/31/2023","6,585","135,249",""
"UniSuper Management Pty Ltd","12/31/2023","8,683","134,629",""
"WOLVERINE TRADING, LLC","12/31/2023","6,454","132,565",""
"FIRST TRUST ADVISORS LP","12/31/2023","6,362","130,710",""
"Triasima Portfolio Management inc.","12/31/2023","5,832","119,592",""
"Gold Investment Management Ltd.","12/31/2023","5,417","111,272",""
"Cumberland Partners Ltd","12/31/2023","4,890","108,765",""
"Maryland State Retirement & Pension System","12/31/2023","5,182","106,397",""
"MILLENNIUM MANAGEMENT LLC","12/31/2023","6,639","103,900","call"
"Corient Private Wealth LLC","12/31/2023","4,939","101,449",""
"OSSIAM","12/31/2023","4,940","100,991",""
"American Assets Investment Management, LLC","12/31/2023","4,869","100,000",""
"BANK OF AMERICA CORP /DE/","12/31/2023","4,869","100,000","put"
"Lombard Odier Asset Management (Europe) Ltd","12/31/2023","4,736","97,239",""
"Balyasny Asset Management L.P.","12/31/2023","4,580","94,065",""
"ALLIANCEBERNSTEIN L.P.","12/31/2023","4,210","86,480",""
"LBP AM SA","12/31/2023","4,107","83,980",""
"Ensign Peak Advisors, Inc","12/31/2023","3,994","83,706",""
"Walleye Trading LLC","12/31/2023","3,919","80,500","call"
"Snowden Capital Advisors LLC","12/31/2023","3,853","79,136",""
"HAP Trading, LLC","12/31/2023","155","75,700","put"
"CenterBook Partners LP","12/31/2023","3,647","74,912",""
"AJOVista, LLC","12/31/2023","3,621","74,400",""
"BNP PARIBAS FINANCIAL MARKETS","12/31/2023","3,610","74,149",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2023","3,593","73,798",""
"WELLS FARGO & COMPANY/MN","12/31/2023","3,520","72,253",""
"Parallax Volatility Advisers, L.P.","12/31/2023","3,432","70,500","call"
"Parallax Volatility Advisers, L.P.","12/31/2023","3,366","69,132",""
"US BANCORP \DE\","12/31/2023","3,351","68,826",""
"Pathway Financial Advisers, LLC","12/31/2023","3,224","66,219",""
"BANK OF NOVA SCOTIA","12/31/2023","3,139","64,484",""
"HAP Trading, LLC","12/31/2023","3,101","63,702",""
"AXA S.A.","12/31/2023","3,016","61,944",""
"AXA S.A.","12/31/2023","3,016","61,944",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2023","2,965","60,900","call"
"LPL Financial LLC","12/31/2023","2,953","60,654",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2023","2,926","60,100",""
"Harvest Portfolios Group Inc.","12/31/2023","2,898","59,551",""
"Metis Global Partners, LLC","12/31/2023","2,875","59,065",""
"BARCLAYS PLC","12/31/2023","2,870","58,912",""
"SHELL ASSET MANAGEMENT CO","12/31/2023","2,869","58,656",""
"Cubist Systematic Strategies, LLC","12/31/2023","2,527","51,900","put"
"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC","12/31/2023","115","51,346",""
"Cardinal Capital Management","12/31/2023","2,345","48,165",""
"WOLVERINE TRADING, LLC","12/31/2023","2,322","47,700","call"
"PCJ Investment Counsel Ltd.","12/31/2023","2,281","46,867",""
"STIFEL FINANCIAL CORP","12/31/2023","2,162","44,401",""
"APG Asset Management N.V.","12/31/2023","1,954","44,140",""
"NATIXIS ADVISORS, L.P.","12/31/2023","2,140","43,952",""
"Assenagon Asset Management S.A.","12/31/2023","2,133","43,616",""
"Genus Capital Management Inc.","12/31/2023","2,120","43,346","put"
"ADVISORS MANAGEMENT GROUP INC /ADV","12/31/2023","2,101","43,141",""
"Squarepoint Ops LLC","12/31/2023","1,922","39,484",""
"DAVENPORT & Co LLC","12/31/2023","1,884","38,700",""
"PRUDENTIAL PLC","12/31/2023","1,873","38,482",""
"Trexquant Investment LP","12/31/2023","1,782","36,602",""
"RAYMOND JAMES & ASSOCIATES","12/31/2023","1,780","36,561",""
"Laird Norton Wetherby Wealth Management, LLC","12/31/2023","1,749","35,923",""
"PRINCIPAL FINANCIAL GROUP INC","12/31/2023","1,746","35,700",""
"Schonfeld Strategic Advisors LLC","12/31/2023","1,699","34,900",""
"Creative Planning","12/31/2023","1,583","32,522",""
"Fiera Capital Corp","12/31/2023","1,518","31,091",""
"Squarepoint Ops LLC","12/31/2023","1,509","31,000","put"
"Cubist Systematic Strategies, LLC","12/31/2023","1,504","30,900","call"
"FMR LLC","12/31/2023","1,496","30,737",""
"HIGHLAND CAPITAL MANAGEMENT, LLC","12/31/2023","1,458","29,950",""
"Tacita Capital Inc","12/31/2023","1,446","29,622",""
"Arnhold LLC","12/31/2023","1,392","28,600",""
"PINNACLE ASSOCIATES LTD","12/31/2023","1,353","27,800",""
"Cutler Group LLC / CA","12/31/2023","35","27,600","put"
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2023","1,297","26,656",""
"Mariner, LLC","12/31/2023","1,277","26,233",""
"Ipswich Investment Management Co., Inc.","12/31/2023","1,265","25,986",""
"D. E. Shaw & Co., Inc.","12/31/2023","1,236","25,400",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2023","1,232","25,328",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2023","1,222","25,100","put"
"AVANTAX ADVISORY SERVICES, INC.","12/31/2023","1,186","24,368",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2023","1,163","23,895",""
"Intrua Financial, LLC","12/31/2023","1,153","23,698",""
"EXENCIAL WEALTH ADVISORS, LLC","12/31/2023","1,136","23,338",""
"Walleye Capital LLC","12/31/2023","1,134","23,300","put"
"Eldred Rock Partners, LLC","12/31/2023","1,123","23,070",""
"ROCKY MOUNTAIN ADVISERS, LLC","12/31/2023","1,119","23,000",""
"CIGNA INVESTMENTS INC /NEW","12/31/2023","1,108","22,659",""
"SILVERCREST ASSET MANAGEMENT GROUP LLC","12/31/2023","1,089","22,383",""
"Y-Intercept (Hong Kong) Ltd","12/31/2023","1,014","20,829",""
"Candriam S.C.A.","12/31/2023","1,013","20,725",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2023","960","19,728",""
"AXQ CAPITAL, LP","12/31/2023","954","19,600",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2023","952","19,549",""
"M&T Bank Corp","12/31/2023","942","19,362",""
"Pacifica Partners Inc.","12/31/2023","851","19,185",""
"HighTower Advisors, LLC","12/31/2023","933","19,083",""
"Signal Advisors Wealth, LLC","12/31/2023","905","18,602",""
"OSAIC HOLDINGS, INC.","12/31/2023","906","18,589",""
"BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp","12/31/2023","889","18,268",""
"NATIXIS","12/31/2023","885","18,175",""
"DAVIS-REA LTD.","12/31/2023","866","17,735",""
"Cornerstone Wealth Management, LLC","12/31/2023","843","17,314",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2023","842","17,300",""
"Vanguard Personalized Indexing Management, LLC","12/31/2023","832","17,105",""
"Point72 Asset Management, L.P.","12/31/2023","830","17,057",""
"True Wealth Design, LLC","12/31/2023","823","16,905",""
"Walleye Capital LLC","12/31/2023","822","16,900","call"
"Radnor Capital Management, LLC","12/31/2023","794","16,303",""
"VICTORY CAPITAL MANAGEMENT INC","12/31/2023","793","16,292",""
"Cambridge Investment Research Advisors, Inc.","12/31/2023","766","15,735",""
"SIGNATUREFD, LLC","12/31/2023","762","15,660",""
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC","12/31/2023","740","15,213",""
"Texas Yale Capital Corp.","12/31/2023","736","15,117",""
"GPS Wealth Strategies Group, LLC","12/31/2023","736","15,117",""
"Bogart Wealth, LLC","12/31/2023","729","14,992",""
"BOWEN HANES & CO INC","12/31/2023","709","14,567",""
"Cutler Group LLC / CA","12/31/2023","683","14,042",""
"Equitable Holdings, Inc.","12/31/2023","679","13,947",""
"Engineers Gate Manager LP","12/31/2023","672","13,818",""
"BESSEMER GROUP INC","12/31/2023","663","13,578",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2023","642","13,201",""
"Campbell & CO Investment Adviser LLC","12/31/2023","638","13,123",""
"Pathstone Holdings, LLC","12/31/2023","640","13,038",""
"Vise Technologies, Inc.","12/31/2023","633","13,011",""
"Advisors Asset Management, Inc.","12/31/2023","606","12,452",""
"Power Corp of Canada","12/31/2023","586","12,037",""
"Virtu Financial LLC","12/31/2023","583","11,968",""
"Lee Financial Group Hawaii, Inc.","12/31/2023","573","11,770",""
"TRUIST FINANCIAL CORP","12/31/2023","561","11,542",""
"PNC FINANCIAL SERVICES GROUP, INC.","12/31/2023","544","11,189",""
"Merit Financial Group, LLC","12/31/2023","537","11,047",""
"Pacer Advisors, Inc.","12/31/2023","537","11,030",""
"Quantinno Capital Management LP","12/31/2023","536","11,015",""
"RHUMBLINE ADVISERS","12/31/2023","536","11,010",""
"First Affirmative Financial Network","12/31/2023","522","10,738",""
"Aigen Investment Management, LP","12/31/2023","512","10,532",""
"Nebula Research & Development LLC","12/31/2023","502","10,314",""
"Forum Financial Management, LP","12/31/2023","501","10,303",""
"GUGGENHEIM CAPITAL LLC","12/31/2023","495","10,174",""
"Lighthouse Investment Partners, LLC","12/31/2023","482","9,910",""
"First National Trust Co","12/31/2023","453","9,318",""
"AE Wealth Management LLC","12/31/2023","431","9,291",""
"Ruggaard & Associates LLC","12/31/2023","437","8,980",""
"Ballentine Partners, LLC","12/31/2023","431","8,872",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2023","429","8,813",""
"MITCHELL MCLEOD PUGH & WILLIAMS INC","12/31/2023","428","8,800",""
"BLAIR WILLIAM & CO/IL","12/31/2023","427","8,786",""
"PEAK6 Investments LLC","12/31/2023","418","8,600","call"
"KAVAR CAPITAL PARTNERS GROUP, LLC","12/31/2023","411","8,450",""
"SILVERLAKE WEALTH MANAGEMENT LLC","12/31/2023","410","8,429",""
"MOTCO","12/31/2023","394","8,099",""
"Janney Montgomery Scott LLC","12/31/2023","374","7,679",""
"Squarepoint Ops LLC","12/31/2023","370","7,600","call"
"Ridgewood Investments LLC","12/31/2023","360","7,410",""
"Gulf International Bank (UK) Ltd","12/31/2023","356","7,319",""
"Cerity Partners LLC","12/31/2023","354","7,269",""
"TWO SIGMA SECURITIES, LLC","12/31/2023","341","7,021",""
"Koshinski Asset Management, Inc.","12/31/2023","340","7,000",""
"Cohen Investment Advisors LLC","12/31/2023","340","6,991",""
"HRT FINANCIAL LP","12/31/2023","330","6,783",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2023","324","6,668",""
"Raymond James Financial Services Advisors, Inc.","12/31/2023","317","6,529",""
"Tudor Investment Corp Et Al","12/31/2023","314","6,465",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2023","312","6,421",""
"Dynamic Advisor Solutions LLC","12/31/2023","302","6,370",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2023","399","6,300",""
"First Trust Direct Indexing L.P.","12/31/2023","306","6,285",""
"Hemenway Trust Co LLC","12/31/2023","300","6,175",""
"Capital World Investors","12/31/2023","296","6,099",""
"Allspring Global Investments Holdings, LLC","12/31/2023","293","6,032",""
"FORBES J M & CO LLP","12/31/2023","292","6,000",""
"Private Advisor Group, LLC","12/31/2023","280","5,757",""
"Waratah Capital Advisors Ltd.","12/31/2023","277","5,710",""
"TODD ASSET MANAGEMENT LLC","12/31/2023","272","5,604",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2023","271","5,561",""
"Graham Capital Management, L.P.","12/31/2023","256","5,270",""
"PDS Planning, Inc","12/31/2023","254","5,219",""
"Walleye Trading LLC","12/31/2023","248","5,100","put"
"Walleye Trading LLC","12/31/2023","244","5,025",""
"Integrated Wealth Concepts LLC","12/31/2023","242","4,973",""
"Sara-Bay Financial","12/31/2023","241","4,950",""
"Orion Porfolio Solutions, LLC","12/31/2023","237","4,937",""
"Orion Portfolio Solutions, LLC","12/31/2023","237","4,937",""
"Magnus Financial Group LLC","12/31/2023","239","4,916",""
"Venture Visionary Partners LLC","12/31/2023","236","4,866",""
"Verition Fund Management LLC","12/31/2023","235","4,845",""
"Prospera Financial Services Inc","12/31/2023","234","4,817",""
"CLEAR STREET MARKETS LLC","12/31/2023","234","4,800",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2023","231","4,761",""
"Moors & Cabot, Inc.","12/31/2023","231","4,760",""
"EMFO, LLC","12/31/2023","228","4,700",""
"Cresset Asset Management, LLC","12/31/2023","228","4,683",""
"Cetera Advisor Networks LLC","12/31/2023","227","4,678",""
"WORLD EQUITY GROUP, INC.","12/31/2023","226","4,648",""
"Applied Capital LLC/FL","12/31/2023","223","4,585",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2023","222","4,573",""
"Hennion & Walsh Asset Management, Inc.","12/31/2023","212","4,356",""
"PINEBRIDGE INVESTMENTS, L.P.","12/31/2023","274","4,259",""
"Callahan Advisors, LLC","12/31/2023","205","4,230",""
"Baskin Financial Services Inc.","12/31/2023","201","4,140",""
"Five Oceans Advisors","12/31/2023","200","4,116",""
"Cutler Group LLC / CA","12/31/2023","25","4,100","call"
"FIRST MANHATTAN CO. LLC.","12/31/2023","194","4,000",""
"Hexagon Capital Partners LLC","12/31/2023","194","3,986",""
"JAMISON PRIVATE WEALTH MANAGEMENT, INC.","12/31/2023","183","3,765",""
"Credit Agricole S A","12/31/2023","172","3,536",""
"CWM, LLC","12/31/2023","168","3,453",""
"JANICZEK WEALTH MANAGEMENT, LLC","12/31/2023","166","3,415",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2023","166","3,409",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2023","160","3,301",""
"LSV ASSET MANAGEMENT","12/31/2023","161","3,300",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2023","160","3,296",""
"Grayhawk Investment Strategies Inc.","12/31/2023","200","3,102",""
"SG Americas Securities, LLC","12/31/2023","150","3,074",""
"Addison Advisors LLC","12/31/2023","143","2,948",""
"Investors Research Corp","12/31/2023","136","2,800",""
"TOBAM","12/31/2023","135","2,759",""
"JCIC Asset Management Inc.","12/31/2023","128","2,642",""
"HARBOUR INVESTMENTS, INC.","12/31/2023","125","2,575",""
"Parallel Advisors, LLC","12/31/2023","106","2,190",""
"QUADRANT CAPITAL GROUP LLC","12/31/2023","98","2,025",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2023","97","2,000",""
"Lindbrook Capital, LLC","12/31/2023","84","1,745",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2023","83","1,715",""
"Mondrian Investment Partners LTD","12/31/2023","86","1,340",""
"TOMPKINS FINANCIAL CORP","12/31/2023","63","1,300",""
"Compagnie Lombard Odier SCmA","12/31/2023","55","1,130",""
"BESSEMER GROUP INC","12/31/2023","54","1,100",""
"Tower Research Capital LLC (TRC)","12/31/2023","53","1,094",""
"WHITTIER TRUST CO","12/31/2023","48","1,000",""
"Clearstead Advisors, LLC","12/31/2023","48","1,000",""
"Russell Investments Group, Ltd.","12/31/2023","47","983",""
"Farther Finance Advisors, LLC","12/31/2023","46","948",""
"FIFTH THIRD BANCORP","12/31/2023","41","858",""
"EverSource Wealth Advisors, LLC","12/31/2023","38","794",""
"MASSMUTUAL TRUST CO FSB/ADV","12/31/2023","36","741",""
"Pinnacle Bancorp, Inc.","12/31/2023","35","735",""
"North Star Investment Management Corp.","12/31/2023","34","700",""
"UMB Bank, n.a.","12/31/2023","34","700",""
"Jackson, Grant Investment Advisers, Inc.","12/31/2023","34","700",""
"Steward Partners Investment Advisory, LLC","12/31/2023","33","686",""
"Princeton Global Asset Management LLC","12/31/2023","31","650",""
"Spire Wealth Management","12/31/2023","30","650",""
"PRIVATE TRUST CO NA","12/31/2023","30","623",""
"Glassman Wealth Services","12/31/2023","29","605",""
"HALL LAURIE J TRUSTEE","12/31/2023","29","600",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2023","26","525",""
"Coston, McIsaac & Partners","12/31/2023","24","501",""
"CENTRAL TRUST Co","12/31/2023","24","500",""
"Capital Analysts, LLC","12/31/2023","20","409",""
"HAZLETT, BURT & WATSON, INC.","12/31/2023","20","400",""
"ARMSTRONG ADVISORY GROUP, INC","12/31/2023","19","400",""
"Global Retirement Partners, LLC","12/31/2023","18","392",""
"Zions Bancorporation, N.A.","12/31/2023","18","370",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2023","18","370",""
"BOK Financial Private Wealth, Inc.","12/31/2023","16","345",""
"Bruce G. Allen Investments, LLC","12/31/2023","16","343",""
"Optiver Holding B.V.","12/31/2023","16","337",""
"PNC FINANCIAL SERVICES GROUP, INC.","12/31/2023","15","309",""
"Front Row Advisors LLC","12/31/2023","14","300",""
"EdgeRock Capital LLC","12/31/2023","14","299",""
"Geneos Wealth Management Inc.","12/31/2023","13","272",""
"ROTHSCHILD INVESTMENT LLC","12/31/2023","12","250",""
"Householder Group Estate & Retirement Specialist, LLC","12/31/2023","11","245",""
"JFS WEALTH ADVISORS, LLC","12/31/2023","11","242",""
"Retirement Group, LLC","12/31/2023","10","211",""
"FSA Wealth Management LLC","12/31/2023","10","200",""
"West Oak Capital, LLC","12/31/2023","9","200",""
"BOKF, NA","12/31/2023","8","172",""
"NBC SECURITIES, INC.","12/31/2023","8","170",""
"AlphaMark Advisors, LLC","12/31/2023","7","150",""
"Newbridge Financial Services Group, Inc.","12/31/2023","6","138",""
"Lipe & Dalton","12/31/2023","6","125",""
"CVA Family Office, LLC","12/31/2023","5","115",""
"Allworth Financial LP","12/31/2023","5","107",""
"Bell Investment Advisors, Inc","12/31/2023","4","102",""
"Farmers & Merchants Trust Co of Chambersburg PA","12/31/2023","5","100",""
"Financial Perspectives, Inc","12/31/2023","4","100",""
"New England Capital Financial Advisors LLC","12/31/2023","4","100",""
"Penserra Capital Management LLC","12/31/2023","4","99",""
"MeadowBrook Investment Advisors LLC","12/31/2023","4","90",""
"Coppell Advisory Solutions LLC","12/31/2023","4","89",""
