"Manager","Report Date","Value ($000)","Shares","Option Type"
"CIBC WORLD MARKET INC.","12/31/2023","101,305","1,023,900","call"
"Clearbridge Investments, LLC","12/31/2023","95,298","974,526",""
"Invesco Ltd.","12/31/2023","88,407","893,546",""
"Bank of New York Mellon Corp","12/31/2023","86,219","871,429",""
"Addenda Capital Inc.","12/31/2023","111,267","848,655",""
"TWO SIGMA INVESTMENTS, LP","12/31/2023","83,796","846,940",""
"Credential Qtrade Securities Inc.","12/31/2023","79,611","804,437",""
"Value Partners Investments Inc.","12/31/2023","76,817","774,910",""
"AMUNDI","12/31/2023","72,423","747,400",""
"CIDEL ASSET MANAGEMENT INC","12/31/2023","73,542","739,637",""
"DEUTSCHE BANK AG\","12/31/2023","72,737","735,163",""
"INTACT INVESTMENT MANAGEMENT INC.","12/31/2023","71,852","726,141",""
"FIRST TRUST ADVISORS LP","12/31/2023","67,223","679,439",""
"Value Partners Investments Inc.","12/31/2023","57,154","616,276",""
"Capital International Investors","12/31/2023","60,384","610,274",""
"BlackRock Inc.","12/31/2023","59,004","596,362",""
"Korea Investment CORP","12/31/2023","58,400","581,138",""
"CIBC WORLD MARKET INC.","12/31/2023","49,668","502,000","put"
"Triasima Portfolio Management inc.","12/31/2023","48,219","486,421",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2023","45,887","463,792",""
"Susquehanna Portfolio Strategies, LLC","12/31/2023","43,913","443,839",""
"GREAT WEST LIFE ASSURANCE CO /CAN/","12/31/2023","40,740","412,356",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2023","41,051","411,276",""
"State of Tennessee, Treasury Department","12/31/2023","40,733","409,666",""
"D. E. Shaw & Co., Inc.","12/31/2023","33,207","335,700","put"
"TORONTO DOMINION BANK","12/31/2023","32,077","324,208",""
"FRANKLIN RESOURCES INC","12/31/2023","31,419","317,521",""
"JARISLOWSKY, FRASER Ltd","12/31/2023","31,262","314,414",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2023","31,086","314,200","call"
"Pictet Asset Management Holding SA","12/31/2023","31,128","313,062",""
"NORTHERN TRUST CORP","12/31/2023","30,620","309,488",""
"AMF Tjanstepension AB","12/31/2023","30,117","299,289",""
"AVIVA PLC","12/31/2023","28,522","287,268",""
"HSBC HOLDINGS PLC","12/31/2023","27,370","276,615",""
"UBS Group AG","12/31/2023","27,058","273,483",""
"TWO SIGMA ADVISERS, LP","12/31/2023","26,327","266,098",""
"FORSTA AP-FONDEN","12/31/2023","24,529","246,700",""
"CITADEL ADVISORS LLC","12/31/2023","23,795","240,500","call"
"Candriam S.C.A.","12/31/2023","23,050","231,815",""
"Russell Investments Group, Ltd.","12/31/2023","22,569","227,116",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2023","22,545","226,741",""
"MILLENNIUM MANAGEMENT LLC","12/31/2023","29,499","225,000","put"
"MILLENNIUM MANAGEMENT LLC","12/31/2023","29,499","225,000","call"
"OMERS ADMINISTRATION Corp","12/31/2023","21,870","219,955",""
"Rempart Asset Management Inc.","12/31/2023","21,431","215,908",""
"Waratah Capital Advisors Ltd.","12/31/2023","21,096","213,231",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2023","20,542","207,606",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2023","20,416","206,115",""
"Twin Tree Management, LP","12/31/2023","20,240","204,569",""
"BANK OF MONTREAL /CAN/","12/31/2023","20,001","200,000","put"
"HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND","12/31/2023","19,800","200,000","put"
"JANE STREET GROUP, LLC","12/31/2023","19,303","195,106",""
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2023","18,386","186,750",""
"CITADEL ADVISORS LLC","12/31/2023","17,411","175,985",""
"CITIGROUP INC","12/31/2023","17,112","172,103",""
"Pinnacle Financial Partners Inc","12/31/2023","16,814","169,949",""
"Onex Canada Asset Management Inc.","12/31/2023","16,353","165,281",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2023","16,285","164,600","call"
"CAPITAL FUND MANAGEMENT S.A.","12/31/2023","16,255","164,300","put"
"Public Sector Pension Investment Board","12/31/2023","16,021","161,136",""
"DekaBank Deutsche Girozentrale","12/31/2023","15,815","161,035",""
"Burgundy Asset Management Ltd.","12/31/2023","15,860","160,000",""
"NEUBERGER BERMAN GROUP LLC","12/31/2023","15,898","159,904",""
"Investment Management Corp of Ontario","12/31/2023","15,106","152,688",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2023","14,215","143,664",""
"Vontobel Holding Ltd.","12/31/2023","13,746","138,921",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2023","13,555","136,997",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2023","13,514","136,595",""
"CITADEL ADVISORS LLC","12/31/2023","13,445","135,900","put"
"AMERICAN CENTURY COMPANIES INC","12/31/2023","12,007","121,354",""
"Capital International, Inc./CA/","12/31/2023","11,978","121,062",""
"Northwest & Ethical Investments L.P.","12/31/2023","11,788","119,143",""
"ST GERMAIN D J CO INC","12/31/2023","11,345","114,668",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2023","11,091","112,100","put"
"WELLS FARGO & COMPANY/MN","12/31/2023","10,870","108,599",""
"VAN ECK ASSOCIATES CORP","12/31/2023","10,844","108,370",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2023","10,601","106,621",""
"JANUS HENDERSON GROUP PLC","12/31/2023","10,486","105,587",""
"USS Investment Management Ltd","12/31/2023","10,353","104,609",""
"American Assets Investment Management, LLC","12/31/2023","9,498","96,000",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2023","9,231","93,287",""
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2023","8,927","90,228",""
"MILLENNIUM MANAGEMENT LLC","12/31/2023","8,465","85,556",""
"Utah Retirement Systems","12/31/2023","8,478","85,272",""
"RAYMOND JAMES & ASSOCIATES","12/31/2023","8,359","84,492",""
"FEDERATED HERMES, INC.","12/31/2023","8,344","84,337",""
"K.J. Harrison & Partners Inc","12/31/2023","8,101","81,729",""
"Walleye Trading LLC","12/31/2023","7,796","78,800","call"
"BANK OF AMERICA CORP /DE/","12/31/2023","7,440","75,200","put"
"Northwest Bancshares, Inc.","12/31/2023","7,119","71,957",""
"AMERIPRISE FINANCIAL INC","12/31/2023","8,062","71,869",""
"HSBC HOLDINGS PLC","12/31/2023","6,947","70,000","call"
"Lorne Steinberg Wealth Management Inc.","12/31/2023","6,850","69,216",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2023","6,566","66,272",""
"GTS SECURITIES LLC","12/31/2023","6,312","63,800","call"
"Lombard Odier Asset Management (Europe) Ltd","12/31/2023","6,345","63,415",""
"Cubist Systematic Strategies, LLC","12/31/2023","6,154","62,200","call"
"OSSIAM","12/31/2023","6,063","60,978",""
"M&T Bank Corp","12/31/2023","5,873","59,268",""
"LPL Financial LLC","12/31/2023","5,785","58,475",""
"Dana Investment Advisors, Inc.","12/31/2023","5,604","56,641",""
"ROMANO BROTHERS AND COMPANY","12/31/2023","5,446","55,046",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2023","5,425","54,828",""
"PCJ Investment Counsel Ltd.","12/31/2023","5,393","54,511",""
"STIFEL FINANCIAL CORP","12/31/2023","5,320","53,779",""
"Beacon Pointe Advisors, LLC","12/31/2023","5,299","53,561",""
"Rathbones Group PLC","12/31/2023","5,162","51,923",""
"ALLIANCEBERNSTEIN L.P.","12/31/2023","5,132","51,875",""
"Caldwell Investment Management Ltd.","12/31/2023","5,135","51,800",""
"Ensign Peak Advisors, Inc","12/31/2023","4,734","48,729",""
"Crossmark Global Holdings, Inc.","12/31/2023","4,549","45,976",""
"Allianz Asset Management GmbH","12/31/2023","4,588","45,662",""
"NBT BANK N A /NY","12/31/2023","4,495","45,436",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2023","4,381","43,804",""
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC","12/31/2023","4,280","43,263",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2023","3,935","39,773",""
"GTS SECURITIES LLC","12/31/2023","3,918","39,600","put"
"Azimuth Capital Investment Management LLC","12/31/2023","3,765","38,055",""
"NATIXIS ADVISORS, L.P.","12/31/2023","3,753","37,941",""
"Cubist Systematic Strategies, LLC","12/31/2023","3,690","37,300","put"
"Baird Financial Group, Inc.","12/31/2023","3,525","35,630",""
"MARATHON CAPITAL MANAGEMENT","12/31/2023","3,416","34,529",""
"Squarepoint Ops LLC","12/31/2023","3,284","33,198",""
"Canoe Financial LP","12/31/2023","3,226","32,605",""
"Corient Private Wealth LLC","12/31/2023","3,225","32,603",""
"WOLVERINE TRADING, LLC","12/31/2023","3,225","32,600","put"
"AE Wealth Management LLC","12/31/2023","3,115","32,175",""
"WOLVERINE TRADING, LLC","12/31/2023","3,106","31,400","call"
"Silver Lake Advisory, LLC","12/31/2023","3,054","30,866",""
"SpiderRock Advisors, LLC","12/31/2023","2","30,800","put"
"Harvest Portfolios Group Inc.","12/31/2023","3,018","30,505",""
"Hillsdale Investment Management Inc.","12/31/2023","2,934","29,647",""
"Metis Global Partners, LLC","12/31/2023","2,896","29,273",""
"OSTRUM ASSET MANAGEMENT","12/31/2023","2,831","28,475",""
"OSAIC HOLDINGS, INC.","12/31/2023","2,795","28,232",""
"HighTower Advisors, LLC","12/31/2023","2,790","28,154",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2023","2,749","27,785",""
"WoodTrust Financial Corp","12/31/2023","2,686","27,145",""
"Creative Planning","12/31/2023","2,596","26,245",""
"Walleye Capital LLC","12/31/2023","2,542","25,700","call"
"Cumberland Partners Ltd","12/31/2023","2,246","25,603",""
"Mariner, LLC","12/31/2023","2,514","25,419",""
"PRINCIPAL FINANCIAL GROUP INC","12/31/2023","2,505","25,200",""
"APG Asset Management N.V.","12/31/2023","2,262","25,140",""
"Maryland State Retirement & Pension System","12/31/2023","2,458","24,568",""
"PEAK6 Investments LLC","12/31/2023","2,394","24,200","put"
"SHELL ASSET MANAGEMENT CO","12/31/2023","2,361","23,491",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2023","2,262","22,864",""
"US BANCORP \DE\","12/31/2023","2,156","21,794",""
"Gold Investment Management Ltd.","12/31/2023","2,151","21,736",""
"GRIES FINANCIAL LLC","12/31/2023","2,108","21,309",""
"Capital Group Private Client Services, Inc.","12/31/2023","2,085","21,077",""
"Walleye Trading LLC","12/31/2023","2,057","20,800","put"
"PINNACLE ASSOCIATES LTD","12/31/2023","2,028","20,500",""
"MML INVESTORS SERVICES, LLC","12/31/2023","2,017","20,386",""
"UMB Bank, n.a.","12/31/2023","2,015","20,373",""
"Private Advisor Group, LLC","12/31/2023","2,011","20,332",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2023","2,650","20,240",""
"Assenagon Asset Management S.A.","12/31/2023","2,032","20,227",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2023","1,943","19,647",""
"Man Group plc","12/31/2023","1,929","19,489",""
"Laird Norton Wetherby Wealth Management, LLC","12/31/2023","1,919","19,398",""
"NorthRock Partners, LLC","12/31/2023","1,891","19,117",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2023","1,819","18,389",""
"CenterBook Partners LP","12/31/2023","1,709","17,275",""
"TRUIST FINANCIAL CORP","12/31/2023","1,708","17,267",""
"STUDIO INVESTMENT MANAGEMENT LLC","12/31/2023","1,683","17,018",""
"Nexus Investment Management ULC","12/31/2023","1,642","16,544",""
"Advisors Asset Management, Inc.","12/31/2023","1,587","16,043",""
"Genus Capital Management Inc.","12/31/2023","1,604","15,964","put"
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","12/31/2023","1,546","15,629",""
"Raymond James Financial Services Advisors, Inc.","12/31/2023","1,502","15,181",""
"WOLVERINE TRADING, LLC","12/31/2023","1,446","14,619",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2023","1,441","14,570",""
"Pathstone Holdings, LLC","12/31/2023","1,399","14,049",""
"Janney Montgomery Scott LLC","12/31/2023","1,387","14,017",""
"MIDLAND WEALTH ADVISORS LLC","12/31/2023","1,384","13,992",""
"IFG Advisory, LLC","12/31/2023","1,362","13,771",""
"Curbstone Financial Management Corp","12/31/2023","1,358","13,734",""
"Associated Banc-Corp","12/31/2023","1,355","13,699",""
"CIGNA INVESTMENTS INC /NEW","12/31/2023","1,342","13,487",""
"Cambridge Investment Research Advisors, Inc.","12/31/2023","1,293","13,068",""
"BARCLAYS PLC","12/31/2023","1,281","12,940",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2023","1,238","12,517",""
"Rockefeller Capital Management L.P.","12/31/2023","1,220","12,333",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2023","1,200","12,135",""
"DUALITY ADVISERS, LP","12/31/2023","1,187","11,999",""
"Texas Yale Capital Corp.","12/31/2023","1,125","11,376",""
"BLAIR WILLIAM & CO/IL","12/31/2023","1,105","11,175",""
"D.A. DAVIDSON & CO.","12/31/2023","1,089","11,014",""
"Rodgers Brothers Inc.","12/31/2023","1,085","10,975",""
"VICTORY CAPITAL MANAGEMENT INC","12/31/2023","1,037","10,483",""
"Ativo Capital Management LLC","12/31/2023","1,033","10,441",""
"Cetera Advisor Networks LLC","12/31/2023","1,019","10,304",""
"NICOLET ADVISORY SERVICES, LLC","12/31/2023","996","10,204",""
"Probity Advisors, Inc.","12/31/2023","968","9,787",""
"Ignite Planners, LLC","12/31/2023","956","9,767",""
"Smithfield Trust Co","12/31/2023","966","9,766",""
"Capital World Investors","12/31/2023","964","9,749",""
"PNC FINANCIAL SERVICES GROUP, INC.","12/31/2023","956","9,664",""
"Cresset Asset Management, LLC","12/31/2023","943","9,538",""
"DAVIS-REA LTD.","12/31/2023","946","9,534",""
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main","12/31/2023","949","9,500",""
"FIRST AMERICAN BANK","12/31/2023","926","9,360",""
"Ashton Thomas Private Wealth, LLC","12/31/2023","918","9,287",""
"Point72 Asset Management, L.P.","12/31/2023","910","9,200",""
"MAIRS & POWER INC","12/31/2023","890","9,000",""
"NORTH STAR ASSET MANAGEMENT INC","12/31/2023","885","8,954",""
"STATE STREET CORP","12/31/2023","881","8,912",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2023","852","8,614",""
"JCIC Asset Management Inc.","12/31/2023","841","8,495",""
"ICA Group Wealth Management, LLC","12/31/2023","836","8,450",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2023","834","8,430",""
"LOUISBOURG INVESTMENTS INC.","12/31/2023","838","8,428",""
"Vanguard Personalized Indexing Management, LLC","12/31/2023","830","8,389",""
"Berger Financial Group, Inc","12/31/2023","824","8,331",""
"Ipswich Investment Management Co., Inc.","12/31/2023","805","8,139",""
"VAUGHAN & Co SECURITIES, INC.","12/31/2023","799","8,082",""
"CIBC Private Wealth Group, LLC","12/31/2023","781","7,900",""
"Crescent Grove Advisors, LLC","12/31/2023","776","7,849",""
"SIGNATUREFD, LLC","12/31/2023","771","7,801",""
"FOSTER & MOTLEY INC","12/31/2023","762","7,703",""
"First Trust Direct Indexing L.P.","12/31/2023","758","7,670",""
"HRT FINANCIAL LP","12/31/2023","757","7,657",""
"Pegasus Partners Ltd.","12/31/2023","756","7,645",""
"PEAK6 Investments LLC","12/31/2023","742","7,500","call"
"Jefferies Financial Group Inc.","12/31/2023","741","7,492",""
"AXA S.A.","12/31/2023","733","7,416",""
"AXA S.A.","12/31/2023","733","7,416",""
"TWO SIGMA SECURITIES, LLC","12/31/2023","732","7,400","put"
"Kestra Advisory Services, LLC","12/31/2023","714","7,220",""
"MQS Management LLC","12/31/2023","703","7,107",""
"Quantbot Technologies LP","12/31/2023","700","7,080",""
"TWO SIGMA SECURITIES, LLC","12/31/2023","692","7,000","call"
"Dixon Mitchell Investment Counsel Inc.","12/31/2023","679","6,762",""
"TI-TRUST, INC","12/31/2023","662","6,692",""
"STRS OHIO","12/31/2023","658","6,624",""
"Pacer Advisors, Inc.","12/31/2023","655","6,622",""
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","12/31/2023","652","6,613",""
"Harbour Trust & Investment Management Co","12/31/2023","645","6,526",""
"Cerity Partners LLC","12/31/2023","639","6,459",""
"BURNEY CO/","12/31/2023","630","6,369",""
"SYON CAPITAL LLC","12/31/2023","620","6,269",""
"SYON CAPITAL LLC","12/31/2023","620","6,269",""
"Engineers Gate Manager LP","12/31/2023","614","6,163",""
"Gradient Investments LLC","12/31/2023","609","6,161",""
"Tower Research Capital LLC (TRC)","12/31/2023","599","6,062",""
"Busey Bank","12/31/2023","593","6,000",""
"Dorsey & Whitney Trust CO LLC","12/31/2023","567","5,739",""
"BEACON FINANCIAL GROUP","12/31/2023","564","5,706",""
"GROUP ONE TRADING, L.P.","12/31/2023","558","5,647",""
"OPPENHEIMER & CO INC","12/31/2023","555","5,615",""
"NBC SECURITIES, INC.","12/31/2023","555","5,613",""
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC","12/31/2023","0","5,600","put"
"Cutler Group LLC / CA","12/31/2023","0","5,500","call"
"Forum Financial Management, LP","12/31/2023","541","5,477",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2023","532","5,382",""
"Virtu Financial LLC","12/31/2023","525","5,302",""
"FINANCIAL COUNSELORS INC","12/31/2023","521","5,275",""
"UniSuper Management Pty Ltd","12/31/2023","681","5,200",""
"NWAM LLC","12/31/2023","508","5,136",""
"SILVERLAKE WEALTH MANAGEMENT LLC","12/31/2023","496","5,022",""
"ZACKS INVESTMENT MANAGEMENT","12/31/2023","493","4,988",""
"Patten Group, Inc.","12/31/2023","493","4,984",""
"Intrua Financial, LLC","12/31/2023","486","4,921",""
"Integrated Wealth Concepts LLC","12/31/2023","481","4,866",""
"PRUDENTIAL FINANCIAL INC","12/31/2023","471","4,770",""
"Orion Porfolio Solutions, LLC","12/31/2023","461","4,678",""
"Orion Portfolio Solutions, LLC","12/31/2023","461","4,678",""
"Baskin Financial Services Inc.","12/31/2023","454","4,587",""
"Operose Advisors LLC","12/31/2023","452","4,578",""
"Bayesian Capital Management, LP","12/31/2023","451","4,563",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2023","450","4,547",""
"Tudor Investment Corp Et Al","12/31/2023","445","4,500","call"
"Credit Agricole S A","12/31/2023","444","4,490",""
"ROWLANDMILLER & PARTNERS.ADV","12/31/2023","442","4,476",""
"Ausdal Financial Partners, Inc.","12/31/2023","439","4,445",""
"AVALON CAPITAL MANAGEMENT","12/31/2023","430","4,350",""
"Biltmore Family Office, LLC","12/31/2023","428","4,334",""
"XTX Topco Ltd","12/31/2023","424","4,286",""
"Gulf International Bank (UK) Ltd","12/31/2023","416","4,203",""
"Pensionmark Financial Group, LLC","12/31/2023","414","4,189",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2023","410","4,153",""
"Pacifica Partners Inc.","12/31/2023","351","4,130",""
"Ellenbecker Investment Group","12/31/2023","406","4,105",""
"COMMERCE BANK","12/31/2023","396","4,003",""
"WATERSHED PRIVATE WEALTH LLC","12/31/2023","395","4,000",""
"Boltwood Capital Management","12/31/2023","395","4,000",""
"First Affirmative Financial Network","12/31/2023","388","3,928",""
"D. E. Shaw & Co., Inc.","12/31/2023","385","3,900",""
"Parallax Volatility Advisers, L.P.","12/31/2023","385","3,900","call"
"HARBOUR INVESTMENTS, INC.","12/31/2023","384","3,885",""
"CERTUITY, LLC","12/31/2023","380","3,850",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2023","373","3,780",""
"Quantinno Capital Management LP","12/31/2023","369","3,731",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2023","366","3,700",""
"KLCM Advisors, Inc.","12/31/2023","362","3,663",""
"Qtron Investments LLC","12/31/2023","363","3,658",""
"BRIGHTON JONES LLC","12/31/2023","356","3,602",""
"TRUST CO OF VERMONT","12/31/2023","355","3,598",""
"PDS Planning, Inc","12/31/2023","354","3,583",""
"JAMISON PRIVATE WEALTH MANAGEMENT, INC.","12/31/2023","352","3,558",""
"PUZO MICHAEL J","12/31/2023","346","3,500",""
"Vise Technologies, Inc.","12/31/2023","345","3,495",""
"COZAD ASSET MANAGEMENT INC","12/31/2023","333","3,369",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2023","332","3,363",""
"DOLIVER ADVISORS, LP","12/31/2023","329","3,331",""
"Thrivent Financial for Lutherans","12/31/2023","323","3,265",""
"Allspring Global Investments Holdings, LLC","12/31/2023","318","3,215",""
"OARSMAN CAPITAL, INC.","12/31/2023","314","3,179",""
"Schechter Investment Advisors, LLC","12/31/2023","312","3,161",""
"180 WEALTH ADVISORS, LLC","12/31/2023","307","3,137",""
"UNITED CAPITAL FINANCIAL ADVISORS, LLC","12/31/2023","307","3,107",""
"Sequoia Financial Advisors, LLC","12/31/2023","306","3,102",""
"Cetera Investment Advisers","12/31/2023","306","3,095",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2023","304","3,079",""
"Prospera Financial Services Inc","12/31/2023","301","3,052",""
"Bay Colony Advisory Group, Inc d/b/a Bay Colony Advisors","12/31/2023","300","3,035",""
"WINTRUST INVESTMENTS LLC","12/31/2023","297","3,004",""
"COBBLESTONE CAPITAL ADVISORS LLC /NY/","12/31/2023","296","3,000",""
"CHIRON CAPITAL MANAGEMENT, LLC","12/31/2023","296","3,000",""
"THOMPSON INVESTMENT MANAGEMENT, INC.","12/31/2023","294","2,979",""
"Diversified Trust Co","12/31/2023","292","2,959",""
"Mesirow Financial Investment Management, Inc.","12/31/2023","292","2,955",""
"Tradition Wealth Management, LLC","12/31/2023","292","2,953",""
"PARK NATIONAL CORP /OH/","12/31/2023","290","2,935",""
"Enterprise Bank & Trust Co","12/31/2023","288","2,920",""
"AJOVista, LLC","12/31/2023","286","2,900",""
"Magnus Financial Group LLC","12/31/2023","282","2,857",""
"Tudor Investment Corp Et Al","12/31/2023","277","2,800","put"
"Southland Equity Partners LLC","12/31/2023","274","2,772",""
"Five Oceans Advisors","12/31/2023","274","2,771",""
"Independent Advisor Alliance","12/31/2023","273","2,769",""
"SIERRA SUMMIT ADVISORS LLC","12/31/2023","272","2,758",""
"SMITH, MOORE & CO.","12/31/2023","272","2,758",""
"Arkos Global Advisors","12/31/2023","264","2,672",""
"Valeo Financial Advisors, LLC","12/31/2023","263","2,661",""
"Ballentine Partners, LLC","12/31/2023","263","2,660",""
"Fielder Capital Group LLC","12/31/2023","261","2,643",""
"Ameritas Advisory Services, LLC","12/31/2023","246","2,614",""
"STEVENS CAPITAL MANAGEMENT LP","12/31/2023","258","2,604",""
"FIFTH THIRD BANCORP","12/31/2023","257","2,599",""
"North Star Investment Management Corp.","12/31/2023","248","2,514",""
"CVA Family Office, LLC","12/31/2023","248","2,513",""
"PINEBRIDGE INVESTMENTS, L.P.","12/31/2023","328","2,509",""
"KPP Advisory Services LLC","12/31/2023","246","2,487",""
"Lindbrook Capital, LLC","12/31/2023","244","2,474",""
"Steward Partners Investment Advisory, LLC","12/31/2023","242","2,456",""
"Beverly Hills Private Wealth, LLC","12/31/2023","242","2,448",""
"Wealth Alliance","12/31/2023","239","2,424",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2023","239","2,418",""
"HighPoint Advisor Group LLC","12/31/2023","229","2,397",""
"Parallel Advisors, LLC","12/31/2023","231","2,341",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2023","231","2,336",""
"PATTEN & PATTEN INC/TN","12/31/2023","230","2,328",""
"FOCUS FINANCIAL NETWORK INC /ADV","12/31/2023","230","2,328",""
"LANDAAS & CO /WI /ADV","12/31/2023","230","2,326",""
"Annex Advisory Services, LLC","12/31/2023","230","2,325",""
"Cetera Advisors LLC","12/31/2023","228","2,308",""
