"Manager","Report Date","Value ($000)","Shares","Option Type"
"Allianz Asset Management GmbH","12/31/2022","43,254","477,799",""
"BlackRock Inc.","12/31/2022","40,905","451,492",""
"Credential Qtrade Securities Inc.","12/31/2022","40,837","450,762",""
"PUBLIC SECTOR PENSION INVESTMENT BOARD","12/31/2022","40,402","446,299",""
"GREAT WEST LIFE ASSURANCE CO /CAN/","12/31/2022","40,413","444,626",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2022","39,308","433,795",""
"TORONTO DOMINION BANK","12/31/2022","39,141","431,800",""
"Triasima Portfolio Management inc.","12/31/2022","37,092","409,571",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2022","35,604","393,297",""
"MILLENNIUM MANAGEMENT LLC","12/31/2022","44,395","375,000","put"
"AVIVA PLC","12/31/2022","33,680","371,568",""
"TODD ASSET MANAGEMENT LLC","12/31/2022","32,360","357,178",""
"TORONTO DOMINION BANK","12/31/2022","30,948","341,409",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2022","32,566","339,265",""
"Russell Investments Group, Ltd.","12/31/2022","30,181","332,918",""
"HSBC HOLDINGS PLC","12/31/2022","29,059","320,910",""
"CITADEL ADVISORS LLC","12/31/2022","27,343","301,800","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2022","26,428","291,700","call"
"NORTHERN TRUST CORP","12/31/2022","26,069","287,742",""
"JARISLOWSKY, FRASER Ltd","12/31/2022","24,645","272,247",""
"PICTET ASSET MANAGEMENT SA","12/31/2022","24,638","272,158",""
"M&G INVESTMENT MANAGEMENT LTD","12/31/2022","21,877","240,820",""
"Vontobel Holding Ltd.","12/31/2022","21,059","234,965",""
"Balyasny Asset Management LLC","12/31/2022","20,715","228,532",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2022","20,322","224,304",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2022","19,853","219,543",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2022","19,605","216,410",""
"JANUS HENDERSON GROUP PLC","12/31/2022","19,458","214,979",""
"Scheer, Rowlett & Associates Investment Management Ltd.","12/31/2022","19,249","212,476",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2022","18,670","206,083",""
"Rempart Asset Management Inc.","12/31/2022","18,356","202,581",""
"Timelo Investment Management Inc.","12/31/2022","18,120","200,000",""
"Neuberger Berman Group LLC","12/31/2022","17,982","198,638",""
"Man Group plc","12/31/2022","17,945","198,186",""
"Cumberland Partners Ltd","12/31/2022","17,951","198,131",""
"BANK OF MONTREAL /CAN/","12/31/2022","17,739","194,900","call"
"CITADEL ADVISORS LLC","12/31/2022","17,558","193,800","put"
"UBS Group AG","12/31/2022","17,487","193,014",""
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2022","17,457","192,845",""
"Walleye Trading LLC","12/31/2022","17,331","191,300","call"
"TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY","12/31/2022","17,065","188,360",""
"Hillsdale Investment Management Inc.","12/31/2022","16,257","179,602",""
"DekaBank Deutsche Girozentrale","12/31/2022","16,210","177,279",""
"FORSTA AP-FONDEN","12/31/2022","14,746","162,900",""
"AMF Tjanstepension AB","12/31/2022","14,053","155,242",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2022","14,011","154,835",""
"Burgundy Asset Management Ltd.","12/31/2022","13,585","150,000",""
"Parallax Volatility Advisers, L.P.","12/31/2022","13,590","150,000","put"
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2022","12,942","144,538",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2022","13,073","144,300",""
"ST GERMAIN D J CO INC","12/31/2022","11,597","128,000",""
"CITIGROUP INC","12/31/2022","11,550","127,591",""
"D. E. Shaw & Co., Inc.","12/31/2022","11,393","125,800","put"
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2022","10,348","115,388",""
"Manitou Investment Management Ltd.","12/31/2022","10,121","111,765",""
"WELLS FARGO & COMPANY/MN","12/31/2022","9,109","100,521",""
"AXA S.A.","12/31/2022","9,097","100,410",""
"MILLENNIUM MANAGEMENT LLC","12/31/2022","12,266","100,000","call"
"American Assets Investment Management, LLC","12/31/2022","8,697","96,000",""
"USS Investment Management Ltd","12/31/2022","8,530","94,193",""
"Candriam S.C.A.","12/31/2022","8,392","92,712",""
"FEDERATED HERMES, INC.","12/31/2022","8,297","91,581",""
"AMERICAN CENTURY COMPANIES INC","12/31/2022","8,168","90,165",""
"JANE STREET GROUP, LLC","12/31/2022","8,044","88,788",""
"DSM Capital Partners LLC","12/31/2022","7,984","88,127",""
"Investment Management Corp of Ontario","12/31/2022","7,738","85,484",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2022","7,374","81,461",""
"PCJ Investment Counsel Ltd.","12/31/2022","7,347","81,101",""
"MILLENNIUM MANAGEMENT LLC","12/31/2022","7,138","78,764",""
"BARCLAYS PLC","12/31/2022","7,132","78,715",""
"ClariVest Asset Management LLC","12/31/2022","7,106","78,494",""
"Northwest & Ethical Investments L.P.","12/31/2022","7,052","77,854",""
"RAYMOND JAMES & ASSOCIATES","12/31/2022","6,411","70,767",""
"HighTower Advisors, LLC","12/31/2022","6,454","70,690",""
"AMERIPRISE FINANCIAL INC","12/31/2022","6,802","70,613",""
"BANK OF AMERICA CORP /DE/","12/31/2022","6,342","70,000","put"
"MARATHON CAPITAL MANAGEMENT","12/31/2022","6,118","67,535",""
"APG Asset Management N.V.","12/31/2022","8,242","67,195",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2022","5,970","65,900","put"
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC","12/31/2022","5,670","62,547",""
"Walleye Trading LLC","12/31/2022","5,481","60,500","put"
"LPL Financial LLC","12/31/2022","5,321","58,736",""
"ALLIANCEBERNSTEIN L.P.","12/31/2022","5,222","57,639",""
"ROMANO BROTHERS AND COMPANY","12/31/2022","5,188","57,269",""
"M&T Bank Corp","12/31/2022","5,173","57,005",""
"Dana Investment Advisors, Inc.","12/31/2022","5,123","56,553",""
"SIG North Trading, ULC","12/31/2022","5,051","55,821",""
"STIFEL FINANCIAL CORP","12/31/2022","4,948","54,615",""
"JCIC Asset Management Inc.","12/31/2022","4,870","53,818",""
"Crossmark Global Holdings, Inc.","12/31/2022","4,552","50,244",""
"Achmea Investment Management B.V.","12/31/2022","4,048","47,722",""
"OSSIAM","12/31/2022","4,292","47,411",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2022","4,138","45,714",""
"Monaco Asset Management SAM","12/31/2022","4,047","44,700",""
"THORNBURG INVESTMENT MANAGEMENT INC","12/31/2022","4,022","44,431",""
"Lorne Steinberg Wealth Management Inc.","12/31/2022","3,912","43,204",""
"Azimuth Capital Investment Management LLC","12/31/2022","3,685","40,680",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2022","3,493","38,564",""
"Metis Global Partners, LLC","12/31/2022","3,344","36,920",""
"Assenagon Asset Management S.A.","12/31/2022","3,332","36,806",""
"D. E. Shaw & Co., Inc.","12/31/2022","3,265","36,064",""
"Lombard Odier Asset Management (Europe) Ltd","12/31/2022","4,344","35,423",""
"BROOKFIELD Corp /ON/","12/31/2022","3,167","35,000",""
"SHELL ASSET MANAGEMENT CO","12/31/2022","3,134","34,616",""
"Ensign Peak Advisors, Inc","12/31/2022","3,308","34,329",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2022","2,978","32,880",""
"Westover Capital Advisors, LLC","12/31/2022","2,951","32,578",""
"Baird Financial Group, Inc.","12/31/2022","2,918","32,210",""
"Private Advisor Group, LLC","12/31/2022","2,634","31,564",""
"Silver Lake Advisory, LLC","12/31/2022","2,814","31,061",""
"Rathbones Group Plc","12/31/2022","2,803","30,973",""
"SpiderRock Advisors, LLC","12/31/2022","2,335","30,800","put"
"Lombard Odier Asset Management (USA) Corp","12/31/2022","2,718","30,000","put"
"Lombard Odier Asset Management (USA) Corp","12/31/2022","2,718","30,000","call"
"La Banque Postale Asset Management SA","12/31/2022","2,641","29,175",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2022","2,615","28,863",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2022","2,554","28,200","put"
"K.J. Harrison & Partners Inc","12/31/2022","3,347","27,293",""
"WoodTrust Financial Corp","12/31/2022","2,459","27,145",""
"NATIXIS ADVISORS, L.P.","12/31/2022","2,452","27,059",""
"MML INVESTORS SERVICES, LLC","12/31/2022","2,445","26,982",""
"Pearl River Capital, LLC","12/31/2022","2,411","26,616",""
"Pendal Group Ltd","12/31/2022","2,372","26,184",""
"Summit Global Investments","12/31/2022","2,312","25,524",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2022","2,186","24,132",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2022","2,141","23,630",""
"FOSTER & MOTLEY INC","12/31/2022","2,091","23,077",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2022","2,017","22,265",""
"US BANCORP \DE\","12/31/2022","2,007","22,160",""
"Cubist Systematic Strategies, LLC","12/31/2022","1,993","22,000","put"
"SEEYOND","12/31/2022","1,991","22,000",""
"LINCLUDEN MANAGEMENT LTD","12/31/2022","1,956","21,596",""
"Power Corp of Canada","12/31/2022","1,949","21,542",""
"PRINCIPAL FINANCIAL GROUP INC","12/31/2022","1,859","20,544",""
"GUGGENHEIM CAPITAL LLC","12/31/2022","1,844","20,361",""
"VAN ECK ASSOCIATES CORP","12/31/2022","1,781","19,682",""
"Desjardins Global Asset Management Inc.","12/31/2022","1,741","19,229",""
"Mariner, LLC","12/31/2022","1,676","18,494",""
"Associated Banc-Corp","12/31/2022","1,648","18,200",""
"Andra AP-fonden","12/31/2022","2,208","18,000",""
"Raymond James Financial Services Advisors, Inc.","12/31/2022","1,622","17,909",""
"DUALITY ADVISERS, LP","12/31/2022","1,618","17,864",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2022","1,605","17,722",""
"Cubist Systematic Strategies, LLC","12/31/2022","1,585","17,500","call"
"NorthRock Partners, LLC","12/31/2022","1,526","16,864",""
"Nexus Investment Management ULC","12/31/2022","1,499","16,544",""
"Creative Planning","12/31/2022","1,468","16,207",""
"Janney Montgomery Scott LLC","12/31/2022","1,438","15,869",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2022","1,421","15,700",""
"MAINSTAY CAPITAL MANAGEMENT LLC /ADV","12/31/2022","1,419","15,670",""
"Tradewinds, LLC.","12/31/2022","484","14,625",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2022","1,320","14,572",""
"Advisors Asset Management, Inc.","12/31/2022","1,312","14,482",""
"Curbstone Financial Management Corp","12/31/2022","1,299","14,334",""
"CenterBook Partners LP","12/31/2022","1,266","13,977",""
"Unigestion Holding SA","12/31/2022","1,218","13,363",""
"TRUIST FINANCIAL CORP","12/31/2022","1,198","13,226",""
"UMB Bank, n.a.","12/31/2022","1,186","13,096",""
"DAVIS-REA LTD.","12/31/2022","1,150","12,984",""
"CIGNA INVESTMENTS INC /NEW","12/31/2022","1,164","12,855",""
"HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND","12/31/2022","1,140","12,600","call"
"Texas Yale Capital Corp.","12/31/2022","1,130","12,473",""
"Ativo Capital Management LLC","12/31/2022","1,091","12,045",""
"COMERICA BANK","12/31/2022","1,139","11,552",""
"FIRST AMERICAN BANK","12/31/2022","1,043","11,520",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2022","1,040","11,487",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2022","1,037","11,452",""
"GAMCO INVESTORS, INC. ET AL","12/31/2022","1,018","11,238",""
"Rockefeller Capital Management L.P.","12/31/2022","1,014","11,198",""
"Cetera Advisor Networks LLC","12/31/2022","1,008","11,130",""
"FIFTH THIRD BANCORP","12/31/2022","955","10,545",""
"Pegasus Partners Ltd.","12/31/2022","942","10,405",""
"Rodgers Brothers Inc.","12/31/2022","939","10,375",""
"NORTH STAR ASSET MANAGEMENT INC","12/31/2022","936","10,335",""
"Smithfield Trust Co","12/31/2022","929","10,268",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2022","924","10,200","call"
"PINNACLE ASSOCIATES LTD","12/31/2022","915","10,100",""
"FORA Capital, LLC","12/31/2022","893","9,858",""
"FINANCIAL COUNSELORS INC","12/31/2022","892","9,840",""
"ADVISOR PARTNERS II, LLC","12/31/2022","888","9,812",""
"PEAK6 Investments LLC","12/31/2022","887","9,800","put"
"Capital World Investors","12/31/2022","851","9,398",""
"NICOLET ADVISORY SERVICES, LLC","12/31/2022","896","9,338",""
"BLAIR WILLIAM & CO/IL","12/31/2022","839","9,271",""
"MAIRS & POWER INC","12/31/2022","815","9,000",""
"Crescent Grove Advisors, LLC","12/31/2022","812","8,963",""
"Berger Financial Group, Inc","12/31/2022","810","8,947",""
"Tacita Capital Inc","12/31/2022","808","8,915",""
"STATE STREET CORP","12/31/2022","807","8,912",""
"STATE STREET CORP","12/31/2022","807","8,912",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2022","799","8,816",""
"Cambridge Investment Research Advisors, Inc.","12/31/2022","790","8,716",""
"Cutler Group LLC / CA","12/31/2022","91","8,700","put"
"Cutler Group LLC / CA","12/31/2022","23","8,700","call"
"SEGALL BRYANT & HAMILL, LLC","12/31/2022","785","8,672",""
"Probity Advisors, Inc.","12/31/2022","780","8,612",""
"ICA Group Wealth Management, LLC","12/31/2022","765","8,450",""
"CI Private Wealth, LLC","12/31/2022","763","8,427",""
"Ipswich Investment Management Co., Inc.","12/31/2022","752","8,304",""
"Twin Tree Management, LP","12/31/2022","751","8,294",""
"AE Wealth Management LLC","12/31/2022","749","8,270",""
"BALDWIN BROTHERS LLC/MA","12/31/2022","724","8,000",""
"Veriti Management LLC","12/31/2022","694","7,664",""
"Baskin Financial Services Inc.","12/31/2022","684","7,561",""
"Kestra Advisory Services, LLC","12/31/2022","679","7,495",""
"SIGNATUREFD, LLC","12/31/2022","677","7,482",""
"PNC Financial Services Group, Inc.","12/31/2022","652","7,199",""
"STRS OHIO","12/31/2022","642","7,100",""
"Forum Financial Management, LP","12/31/2022","618","6,831",""
"TI-TRUST, INC","12/31/2022","606","6,692",""
"NWAM LLC","12/31/2022","591","6,523",""
"PRUDENTIAL PLC","12/31/2022","574","6,344",""
"PEAK6 Investments LLC","12/31/2022","570","6,300","call"
"Busey Wealth Management","12/31/2022","568","6,272",""
"Tradition Wealth Management, LLC","12/31/2022","567","6,263",""
"Intercontinental Wealth Advisors, LLC","12/31/2022","563","6,219",""
"VAUGHAN & Co SECURITIES, INC.","12/31/2022","561","6,198",""
"Gulf International Bank (UK) Ltd","12/31/2022","558","6,173",""
"OPPENHEIMER & CO INC","12/31/2022","547","6,047",""
"Johnson Financial Group, Inc.","12/31/2022","541","5,972",""
"Horizon Investments, LLC","12/31/2022","533","5,942",""
"Quilter Plc","12/31/2022","536","5,922",""
"Vanguard Personalized Indexing Management, LLC","12/31/2022","525","5,796",""
"Vident Investment Advisory, LLC","12/31/2022","520","5,748",""
"Brinker Capital Investments, LLC","12/31/2022","506","5,586",""
"Cresset Asset Management, LLC","12/31/2022","503","5,559",""
"D.A. DAVIDSON & CO.","12/31/2022","503","5,527",""
"Dorsey & Whitney Trust CO LLC","12/31/2022","500","5,522",""
"HARBOUR INVESTMENTS, INC.","12/31/2022","498","5,507",""
"Squarepoint Ops LLC","12/31/2022","498","5,500","put"
"PATHSTONE FAMILY OFFICE, LLC","12/31/2022","500","5,442",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2022","312","5,442",""
"TUDOR INVESTMENT CORP ET AL","12/31/2022","480","5,300","put"
"BURNEY CO/","12/31/2022","477","5,273",""
"Virtu Financial LLC","12/31/2022","470","5,192",""
"Patten Group, Inc.","12/31/2022","470","5,189",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2022","633","5,162",""
"BNP PARIBAS ARBITRAGE, SNC","12/31/2022","461","5,094",""
"Pacer Advisors, Inc.","12/31/2022","458","5,058",""
"Polar Asset Management Partners Inc.","12/31/2022","452","5,000",""
"ZACKS INVESTMENT MANAGEMENT","12/31/2022","451","4,988",""
"Tower Research Capital LLC (TRC)","12/31/2022","444","4,902",""
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2022","443","4,898",""
"Avalon Investment & Advisory","12/31/2022","442","4,877",""
"Archford Capital Strategies, LLC","12/31/2022","437","4,830",""
"Unio Capital LLC","12/31/2022","437","4,830",""
"PRUDENTIAL FINANCIAL INC","12/31/2022","432","4,770",""
"SG Americas Securities, LLC","12/31/2022","431","4,755",""
"OLD NATIONAL BANCORP /IN/","12/31/2022","424","4,685",""
"IBEX WEALTH ADVISORS","12/31/2022","422","4,663",""
"Vise Technologies, Inc.","12/31/2022","420","4,642",""
"David R. Rahn & Associates Inc.","12/31/2022","416","4,600",""
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","12/31/2022","418","4,599",""
"Credit Agricole S A","12/31/2022","405","4,480",""
"ROWLAND & CO INVESTMENT COUNSEL/ADV","12/31/2022","407","4,476",""
"Allspring Global Investments Holdings, LLC","12/31/2022","399","4,415",""
"IFG Advisory, LLC","12/31/2022","396","4,378",""
"Gradient Investments LLC","12/31/2022","394","4,357",""
"Biltmore Family Office, LLC","12/31/2022","387","4,280",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2022","386","4,264",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2022","371","4,098",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2022","370","4,089",""
"PEAK6 Investments LLC","12/31/2022","367","4,051",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2022","366","4,048",""
"COMMERCE BANK","12/31/2022","365","4,039",""
"Boltwood Capital Management","12/31/2022","362","4,000",""
"WATERSHED PRIVATE WEALTH LLC","12/31/2022","362","4,000",""
"Essex Financial Services, Inc.","12/31/2022","360","3,984",""
"180 WEALTH ADVISORS, LLC","12/31/2022","403","3,972",""
"Hennion & Walsh Asset Management, Inc.","12/31/2022","358","3,956",""
"ASSETMARK, INC","12/31/2022","337","3,724",""
"Five Oceans Advisors","12/31/2022","337","3,723",""
"SILVERLAKE WEALTH MANAGEMENT LLC","12/31/2022","335","3,705",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2022","335","3,700",""
"TUDOR INVESTMENT CORP ET AL","12/31/2022","335","3,700","call"
"Lombard Odier Asset Management (USA) Corp","12/31/2022","334","3,688",""
"DOLIVER ADVISORS, LP","12/31/2022","331","3,654",""
"BRIGHTON JONES LLC","12/31/2022","327","3,613",""
"Badgley Phelps Wealth Managers, LLC","12/31/2022","323","3,576",""
"EVERGREEN CAPITAL MANAGEMENT LLC","12/31/2022","323","3,573",""
"Cutler Group LLC / CA","12/31/2022","317","3,504",""
"PUZO MICHAEL J","12/31/2022","317","3,500",""
"Cetera Investment Advisers","12/31/2022","303","3,352",""
"Bay Colony Advisory Group, Inc d/b/a Bay Colony Advisors","12/31/2022","301","3,326",""
"COZAD ASSET MANAGEMENT INC","12/31/2022","300","3,317",""
"Ameritas Advisory Services, LLC","12/31/2022","299","3,306",""
"Stratos Wealth Partners, LTD.","12/31/2022","298","3,290",""
"Intrua Financial, LLC","12/31/2022","320","3,284",""
"Schechter Investment Advisors, LLC","12/31/2022","296","3,272",""
"KLCM Advisors, Inc.","12/31/2022","293","3,236",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2022","293","3,234",""
"Sequoia Financial Advisors, LLC","12/31/2022","288","3,188",""
"OARSMAN CAPITAL, INC.","12/31/2022","288","3,179",""
"TUDOR INVESTMENT CORP ET AL","12/31/2022","284","3,130",""
"Cubist Systematic Strategies, LLC","12/31/2022","281","3,107",""
"Annex Advisory Services, LLC","12/31/2022","281","3,102",""
"Americana Partners, LLC","12/31/2022","280","3,100",""
"THOMPSON INVESTMENT MANAGEMENT, INC.","12/31/2022","279","3,082",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2022","278","3,079",""
"Pacifica Partners Inc.","12/31/2022","271","3,007",""
"AFT, FORSYTH & COMPANY, INC.","12/31/2022","266","2,936",""
"Harbour Capital Advisors, LLC","12/31/2022","266","2,930",""
"Enterprise Bank & Trust Co","12/31/2022","264","2,920",""
"ATLAS CAPITAL ADVISORS LLC","12/31/2022","263","2,905",""
"Magnus Financial Group LLC","12/31/2022","259","2,865",""
"Checchi Capital Advisers, LLC","12/31/2022","255","2,823",""
"Principal Street Partners, LLC","12/31/2022","253","2,799",""
"PATTEN & PATTEN INC/TN","12/31/2022","252","2,783",""
"SMITH, MOORE & CO.","12/31/2022","249","2,758",""
"MIRABELLA FINANCIAL SERVICES LLP","12/31/2022","249","2,756",""
"INNOVIS ASSET MANAGEMENT LLC","12/31/2022","247","2,732",""
"Jump Financial, LLC","12/31/2022","247","2,729",""
"Advisory Services Network, LLC","12/31/2022","246","2,722",""
"Glass Jacobson Investment Advisors llc","12/31/2022","244","2,697",""
"FIRST BUSINESS FINANCIAL SERVICES, INC.","12/31/2022","242","2,676",""
"Arkos Global Advisors","12/31/2022","242","2,672",""
"Integrated Wealth Concepts LLC","12/31/2022","240","2,648",""
"Ellenbecker Investment Group","12/31/2022","238","2,637",""
"ALGERT GLOBAL LLC","12/31/2022","235","2,598",""
"PARK NATIONAL CORP /OH/","12/31/2022","234","2,585",""
"Petrus Trust Company, LTA","12/31/2022","234","2,584",""
"Ballentine Partners, LLC","12/31/2022","234","2,583",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2022","233","2,582",""
"North Star Investment Management Corp.","12/31/2022","230","2,549",""
"Parallel Advisors, LLC","12/31/2022","226","2,505",""
"CVA Family Office, LLC","12/31/2022","226","2,500",""
"Valeo Financial Advisors, LLC","12/31/2022","222","2,461",""
"Knights of Columbus Asset Advisors LLC","12/31/2022","218","2,417",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2022","212","2,336",""
"LANDAAS & CO /WI /ADV","12/31/2022","211","2,326",""
"Cerity Partners LLC","12/31/2022","205","2,272",""
"AVANTAX ADVISORY SERVICES, INC.","12/31/2022","204","2,263",""
"GLENMEDE TRUST CO NA","12/31/2022","202","2,240",""
"UNITED CAPITAL FINANCIAL ADVISERS, LLC","12/31/2022","201","2,229",""
"Townsend & Associates, Inc","12/31/2022","225","2,225",""
"REDW Wealth LLC","12/31/2022","201","2,220",""
"Single Point Partners, LLC","12/31/2022","201","2,216",""
"Diversified Trust Co","12/31/2022","200","2,213",""
"Investors Research Corp","12/31/2022","195","2,157",""
"Trifecta Capital Advisors, LLC","12/31/2022","191","2,119",""
"Lindbrook Capital, LLC","12/31/2022","187","2,075",""
"QUADRANT CAPITAL GROUP LLC","12/31/2022","181","1,999",""
