"Manager","Report Date","Value ($000)","Shares","Option Type"
"Bain Capital Public Equity Management II, LLC","12/31/2020","55,816","733,960",""
"FIRST TRUST ADVISORS LP","12/31/2020","54,197","712,836",""
"BANK OF NOVA SCOTIA TRUST CO","12/31/2020","52,411","689,346",""
"MASSACHUSETTS FINANCIAL SERVICES CO /MA/","12/31/2020","51,384","675,838",""
"Public Sector Pension Investment Board","12/31/2020","50,234","661,281",""
"ROYAL BANK OF CANADA","12/31/2020","47,070","619,100","call"
"BANK OF AMERICA CORP /DE/","12/31/2020","45,961","604,509",""
"DEUTSCHE BANK AG\","12/31/2020","45,039","592,387",""
"AMUNDI PIONEER ASSET MANAGEMENT INC","12/31/2020","43,288","569,349",""
"MORGAN STANLEY","12/31/2020","41,579","546,884",""
"NORTHERN TRUST CORP","12/31/2020","41,513","546,009",""
"TORONTO DOMINION BANK","12/31/2020","31,872","420,300",""
"TORONTO DOMINION BANK","12/31/2020","30,960","408,275",""
"APG Asset Management N.V.","12/31/2020","24,971","402,191",""
"Polar Asset Management Partners Inc.","12/31/2020","30,084","400,000","put"
"Twin Tree Management, LP","12/31/2020","27,987","368,100","put"
"CIBC World Markets Inc.","12/31/2020","27,751","365,000","call"
"MARSHALL WACE, LLP","12/31/2020","27,034","355,852",""
"Aperio Group, LLC","12/31/2020","26,508","348,653",""
"MUFG SECURITIES (CANADA), LTD.","12/31/2020","26,146","344,160",""
"CITIGROUP INC","12/31/2020","26,086","343,399",""
"GUARDIAN CAPITAL ADVISORS LP","12/31/2020","25,378","335,104",""
"TODD ASSET MANAGEMENT LLC","12/31/2020","23,780","312,770",""
"Polar Asset Management Partners Inc.","12/31/2020","22,563","300,000","call"
"AMF Pensionsforsakring AB","12/31/2020","22,704","298,742",""
"CITADEL ADVISORS LLC","12/31/2020","21,121","277,800","call"
"PICTET ASSET MANAGEMENT LTD","12/31/2020","21,041","276,985",""
"Allianz Asset Management GmbH","12/31/2020","20,633","271,610",""
"Parametric Portfolio Associates LLC","12/31/2020","20,332","267,425",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","20,194","265,600","call"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","20,194","265,600","call"
"AXA S.A.","12/31/2020","20,187","265,523",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2020","19,977","262,984",""
"Neuberger Berman Group LLC","12/31/2020","19,913","260,840",""
"Pendal Group Limited","12/31/2020","18,802","247,309",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2020","17,040","224,304",""
"Korea Investment CORP","12/31/2020","16,758","220,600",""
"Rempart Asset Management Inc.","12/31/2020","16,283","214,650",""
"AVIVA PLC","12/31/2020","16,241","213,840",""
"NOMURA HOLDINGS INC","12/31/2020","15,206","200,000","put"
"SCOTIA CAPITAL INC.","12/31/2020","15,193","200,000","call"
"BANK OF MONTREAL /CAN/","12/31/2020","15,638","200,000","put"
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2020","15,119","198,896",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2020","18,707","195,405",""
"STATE OF WISCONSIN INVESTMENT BOARD","12/31/2020","14,755","194,235",""
"Walleye Trading LLC","12/31/2020","14,309","188,200","call"
"Investment Management Corp of Ontario","12/31/2020","14,297","188,057",""
"TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY","12/31/2020","14,286","187,900",""
"AMP Capital Investors Ltd","12/31/2020","13,839","182,506",""
"UBS Group AG","12/31/2020","13,869","182,417",""
"ST GERMAIN D J CO INC","12/31/2020","13,168","173,190",""
"CITADEL ADVISORS LLC","12/31/2020","12,963","170,500","put"
"PEAK6 Investments LLC","12/31/2020","12,697","167,000","call"
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2020","12,384","163,025",""
"GLUSKIN SHEFF & ASSOC INC","12/31/2020","12,318","162,140",""
"HSBC HOLDINGS PLC","12/31/2020","12,285","161,514",""
"Jarislowsky, Fraser Ltd","12/31/2020","11,929","157,034",""
"TWO SIGMA INVESTMENTS, LP","12/31/2020","11,773","154,841",""
"JANUS HENDERSON GROUP PLC","12/31/2020","11,326","149,045",""
"FORSTA AP-FONDEN","12/31/2020","11,273","148,400",""
"Hillsdale Investment Management Inc.","12/31/2020","10,551","138,840",""
"Burgundy Asset Management Ltd.","12/31/2020","9,882","130,000",""
"FEDERATED HERMES, INC.","12/31/2020","9,777","128,591",""
"CITIGROUP INC","12/31/2020","9,116","120,000","call"
"Marshall Wace North America L.P.","12/31/2020","8,962","117,968",""
"WELLS FARGO & COMPANY/MN","12/31/2020","8,462","111,297",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","8,318","109,400","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2020","8,318","109,400","put"
"NN Investment Partners Holdings N.V.","12/31/2020","8,238","108,354",""
"Skandinaviska Enskilda Banken AB (publ)","12/31/2020","8,158","107,322",""
"K.J. Harrison & Partners Inc","12/31/2020","7,924","104,459",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2020","7,766","102,145",""
"ALLIANCEBERNSTEIN L.P.","12/31/2020","7,764","102,123",""
"JANE STREET GROUP, LLC","12/31/2020","7,580","99,702",""
"American Assets Investment Management, LLC","12/31/2020","7,299","96,000",""
"EAGLE ASSET MANAGEMENT INC","12/31/2020","6,990","91,930",""
"PCJ Investment Counsel Ltd.","12/31/2020","6,801","89,460",""
"RAYMOND JAMES & ASSOCIATES","12/31/2020","6,692","88,088",""
"HighPoint Advisor Group LLC","12/31/2020","6,393","83,183",""
"Man Group plc","12/31/2020","6,254","82,326",""
"DekaBank Deutsche Girozentrale","12/31/2020","6,044","79,894",""
"Lubar & Co., Inc","12/31/2020","5,985","78,718",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2020","5,927","78,132",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","6,903","71,328",""
"SCHRODER INVESTMENT MANAGEMENT GROUP","12/31/2020","6,903","71,328",""
"CLARET ASSET MANAGEMENT Corp","12/31/2020","5,368","70,590",""
"SHELL ASSET MANAGEMENT CO","12/31/2020","5,036","66,299",""
"Walleye Trading LLC","12/31/2020","5,003","65,800","put"
"Twin Tree Management, LP","12/31/2020","4,988","65,600","call"
"Geneos Wealth Management Inc.","12/31/2020","5,737","64,092",""
"Azimuth Capital Management LLC","12/31/2020","4,737","62,309",""
"M&T Bank Corp","12/31/2020","4,519","59,425",""
"Legacy Capital Partners, Inc.","12/31/2020","4,454","58,578",""
"Crossmark Global Holdings, Inc.","12/31/2020","4,101","53,945",""
"LPL Financial LLC","12/31/2020","4,048","53,246",""
"Westpac Banking Corp","12/31/2020","5,108","52,785",""
"HSBC HOLDINGS PLC","12/31/2020","4,870","50,000","call"
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2020","3,684","48,500",""
"PEAK6 Investments LLC","12/31/2020","3,672","48,300","put"
"STIFEL FINANCIAL CORP","12/31/2020","3,666","48,222",""
"BREWIN DOLPHIN LTD","12/31/2020","3,339","43,930",""
"TWO SIGMA ADVISERS, LP","12/31/2020","3,210","42,219",""
"LSV ASSET MANAGEMENT","12/31/2020","3,162","41,600",""
"Rathbone Brothers plc","12/31/2020","2,992","39,389",""
"STRS OHIO","12/31/2020","2,780","36,600",""
"Paloma Partners Management Co","12/31/2020","2,752","36,200","call"
"ADVISOR GROUP HOLDINGS, INC.","12/31/2020","2,701","35,499",""
"Cumberland Partners Ltd","12/31/2020","2,667","35,136",""
"COMERICA BANK","12/31/2020","2,671","34,839",""
"Baird Financial Group, Inc.","12/31/2020","2,638","34,703",""
"US BANCORP \DE\","12/31/2020","2,614","34,382",""
"AMERIPRISE FINANCIAL INC","12/31/2020","2,597","34,150",""
"Andra AP-fonden","12/31/2020","3,261","33,700",""
"Silver Lake Advisory, LLC","12/31/2020","2,516","33,098",""
"ASSOCIATED BANC-CORP","12/31/2020","2,286","30,066",""
"D. E. Shaw & Co., Inc.","12/31/2020","2,281","30,000","call"
"EATON VANCE MANAGEMENT","12/31/2020","2,274","29,907",""
"EATON VANCE MANAGEMENT","12/31/2020","2,274","29,907",""
"Quantbot Technologies LP","12/31/2020","2,215","29,145",""
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","12/31/2020","2,111","27,795",""
"Balyasny Asset Management LLC","12/31/2020","2,096","27,564",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2020","2,093","27,523",""
"Ensign Peak Advisors, Inc","12/31/2020","2,084","27,429",""
"Manitou Investment Management Ltd.","12/31/2020","2,051","26,977",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2020","2,036","26,800",""
"Lorne Steinberg Wealth Management Inc.","12/31/2020","2,029","26,598",""
"CenterStar Asset Management, LLC","12/31/2020","1,820","26,000","put"
"AlphaCrest Capital Management LLC","12/31/2020","1,952","25,674",""
"Twin Tree Management, LP","12/31/2020","1,947","25,602",""
"WoodTrust Financial Corp","12/31/2020","1,928","25,362",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2020","1,907","25,085",""
"HighTower Advisors, LLC","12/31/2020","1,822","23,961",""
"Credential Qtrade Securities Inc.","12/31/2020","1,777","23,389",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2020","1,763","23,212",""
"Candriam Luxembourg S.C.A.","12/31/2020","1,737","22,862",""
"TRUIST FINANCIAL CORP","12/31/2020","1,664","21,886",""
"Archford Capital Strategies, LLC","12/31/2020","1,679","21,354",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2020","1,603","21,094",""
"LINCLUDEN MANAGEMENT LTD","12/31/2020","1,559","20,510",""
"Northwest & Ethical Investments L.P.","12/31/2020","1,556","20,469",""
"GLENMEDE TRUST CO NA","12/31/2020","1,539","20,249",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2020","1,499","19,710",""
"AMERICAN CENTURY COMPANIES INC","12/31/2020","1,496","19,682",""
"BARCLAYS PLC","12/31/2020","1,463","19,256",""
"BLAIR WILLIAM & CO/IL","12/31/2020","1,450","19,072",""
"Qube Research & Technologies Ltd","12/31/2020","1,419","18,666",""
"Cubist Systematic Strategies, LLC","12/31/2020","1,371","18,050",""
"NATIXIS","12/31/2020","1,370","18,031",""
"Quadrature Capital Ltd","12/31/2020","1,326","17,500",""
"NorthRock Partners, LLC","12/31/2020","1,321","17,392",""
"DAVIS-REA LTD.","12/31/2020","1,290","17,001",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2020","1,285","16,907",""
"DSM Capital Partners LLC","12/31/2020","1,266","16,660",""
"MML INVESTORS SERVICES, LLC","12/31/2020","1,261","16,588",""
"Nexus Investment Management ULC","12/31/2020","1,261","16,544",""
"Raymond James Financial Services Advisors, Inc.","12/31/2020","1,256","16,532",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2020","1,220","16,051",""
"Assenagon Asset Management S.A.","12/31/2020","1,204","15,851",""
"Sullivan, Bruyette, Speros & Blaney, LLC","12/31/2020","1,198","15,757",""
"CITADEL ADVISORS LLC","12/31/2020","1,170","15,391",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2020","1,163","15,300","call"
"Curbstone Financial Management Corp","12/31/2020","1,148","15,100",""
"Russell Investments Group, Ltd.","12/31/2020","1,142","15,063",""
"NATIXIS ADVISORS, L.P.","12/31/2020","1,131","14,878",""
"NAPLES GLOBAL ADVISORS, LLC","12/31/2020","1,131","14,877",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2020","1,129","14,845",""
"WOLVERINE TRADING, LLC","12/31/2020","1,113","14,700","call"
"CAPITAL FUND MANAGEMENT S.A.","12/31/2020","1,109","14,596",""
"VAN ECK ASSOCIATES CORP","12/31/2020","1,082","14,225",""
"Avalon Investment & Advisory","12/31/2020","1,081","14,223",""
"Addenda Capital Inc.","12/31/2020","1,005","13,224",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2020","952","12,527",""
"Texas Yale Capital Corp.","12/31/2020","886","11,648",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2020","881","11,600","put"
"FIRST AMERICAN BANK","12/31/2020","880","11,576",""
"Tacita Capital Inc","12/31/2020","858","11,307",""
"BALASA DINVERNO & FOLTZ LLC","12/31/2020","856","11,256",""
"Paloma Partners Management Co","12/31/2020","841","11,047",""
"JANE STREET GROUP, LLC","12/31/2020","829","10,900","call"
"PDT Partners, LLC","12/31/2020","806","10,603",""
"Janney Montgomery Scott LLC","12/31/2020","793","10,434",""
"NORTH STAR ASSET MANAGEMENT INC","12/31/2020","790","10,388",""
"SMITHFIELD TRUST CO","12/31/2020","781","10,268",""
"STATE STREET CORP","12/31/2020","772","10,148",""
"Baskin Financial Services Inc.","12/31/2020","766","10,081",""
"GOLDMAN SACHS GROUP INC","12/31/2020","760","10,000","call"
"FINANCIAL COUNSELORS INC","12/31/2020","757","9,956",""
"CIGNA INVESTMENTS INC /NEW","12/31/2020","751","9,889",""
"Johnson Financial Group, Inc.","12/31/2020","749","9,854",""
"Crescent Grove Advisors, LLC","12/31/2020","729","9,591",""
"Berger Financial Group, Inc","12/31/2020","727","9,561",""
"ADVISOR PARTNERS LLC","12/31/2020","721","9,485",""
"CenterStar Asset Management, LLC","12/31/2020","675","9,000","call"
"Kestra Advisory Services, LLC","12/31/2020","669","8,829",""
"Ipswich Investment Management Co., Inc.","12/31/2020","669","8,802",""
"Cambridge Investment Research Advisors, Inc.","12/31/2020","653","8,591",""
"Gulf International Bank (UK) Ltd","12/31/2020","632","8,318",""
"USS Investment Management Ltd","12/31/2020","624","8,200",""
"RENAISSANCE TECHNOLOGIES LLC","12/31/2020","615","8,095",""
"OPPENHEIMER & CO INC","12/31/2020","609","8,004",""
"WOLVERINE TRADING, LLC","12/31/2020","606","8,000","put"
"VAUGHAN & Co SECURITIES, INC.","12/31/2020","583","7,664",""
"Quilter Plc","12/31/2020","566","7,446",""
"Pegasus Partners Ltd.","12/31/2020","565","7,430",""
"SEGALL BRYANT & HAMILL, LLC","12/31/2020","551","7,252",""
"Rockefeller Capital Management L.P.","12/31/2020","539","7,094",""
"Busey Wealth Management","12/31/2020","536","7,051",""
"FIFTH THIRD BANCORP","12/31/2020","533","7,008",""
"XPONANCE, INC.","12/31/2020","509","6,696",""
"AE Wealth Management LLC","12/31/2020","508","6,684",""
"Advisors Asset Management, Inc.","12/31/2020","507","6,667",""
"Marathon Capital Management","12/31/2020","495","6,513",""
"NWAM LLC","12/31/2020","487","6,410",""
"Squarepoint Ops LLC","12/31/2020","480","6,307",""
"Banque Cantonale Vaudoise","12/31/2020","477","6,282",""
"Creative Planning","12/31/2020","475","6,248",""
"Blueshift Asset Management, LLC","12/31/2020","466","6,135",""
"HORIZON KINETICS ASSET MANAGEMENT LLC","12/31/2020","461","6,060",""
"Cresset Asset Management, LLC","12/31/2020","461","6,060",""
"JCIC Asset Management Inc.","12/31/2020","436","5,733",""
"D.A. DAVIDSON & CO.","12/31/2020","434","5,733",""
"Tower Research Capital LLC (TRC)","12/31/2020","423","5,579",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2020","422","5,565",""
"Dorsey & Whitney Trust CO LLC","12/31/2020","419","5,522",""
"FormulaFolio Investments, LLC","12/31/2020","419","5,517",""
"Patten Group, Inc.","12/31/2020","418","5,494",""
"Pacer Advisors, Inc.","12/31/2020","403","5,296",""
"Brookstone Capital Management","12/31/2020","400","5,257",""
"GROUP ONE TRADING, L.P.","12/31/2020","400","5,256",""
"COMMERCE BANK","12/31/2020","391","5,145",""
"Unigestion Holding SA","12/31/2020","387","5,095",""
"PNC Financial Services Group, Inc.","12/31/2020","377","4,965",""
"JANE STREET GROUP, LLC","12/31/2020","373","4,900","put"
"BI Asset Management Fondsmaeglerselskab A/S","12/31/2020","371","4,885",""
"BESSEMER GROUP INC","12/31/2020","371","4,882",""
"David Loasby","12/31/2020","364","4,781",""
"PRUDENTIAL FINANCIAL INC","12/31/2020","363","4,770",""
"BANK OF HAWAII","12/31/2020","361","4,743",""
"RMB Capital Management, LLC","12/31/2020","358","4,705",""
"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC","12/31/2020","355","4,670",""
"First Business Financial Services, Inc.","12/31/2020","352","4,635",""
"AdvisorNet Financial, Inc","12/31/2020","347","4,560",""
"Spotlight Asset Group, Inc.","12/31/2020","342","4,500",""
"Focus Financial Network, Inc.","12/31/2020","342","4,500",""
"ROWLAND & CO INVESTMENT COUNSEL/ADV","12/31/2020","340","4,476",""
"TWO SIGMA SECURITIES, LLC","12/31/2020","335","4,400","put"
"CIBC Private Wealth Group, LLC","12/31/2020","334","4,397",""
"HRT FINANCIAL LP","12/31/2020","330","4,347",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2020","324","4,260",""
"MERCER GLOBAL ADVISORS INC /ADV","12/31/2020","322","4,234",""
"OLD NATIONAL BANCORP /IN/","12/31/2020","321","4,227",""
"SIGNATUREFD, LLC","12/31/2020","314","4,130",""
"Boltwood Capital Management","12/31/2020","304","4,000",""
"Athanor Capital, LP","12/31/2020","303","3,985",""
"North Star Investment Management Corp.","12/31/2020","297","3,903",""
"WOLVERINE TRADING, LLC","12/31/2020","290","3,825",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2020","286","3,766",""
"JNB Advisors LLC","12/31/2020","284","3,741",""
"COZAD ASSET MANAGEMENT INC","12/31/2020","283","3,724",""
"SG Americas Securities, LLC","12/31/2020","279","3,673",""
"BRIGHTON JONES LLC","12/31/2020","279","3,666",""
"BUCKINGHAM STRATEGIC WEALTH, LLC","12/31/2020","275","3,611",""
"Ballentine Partners, LLC","12/31/2020","268","3,525",""
"Kerntke Otto McGlone Wealth Management Group","12/31/2020","268","3,525",""
"PUZO MICHAEL J","12/31/2020","266","3,500",""
"Y-Intercept (Hong Kong) Ltd","12/31/2020","262","3,465",""
"Annex Advisory Services, LLC","12/31/2020","257","3,384",""
"Voya Financial Advisors, Inc.","12/31/2020","256","3,379",""
"THOMPSON INVESTMENT MANAGEMENT, INC.","12/31/2020","255","3,355",""
"BNP PARIBAS ARBITRAGE, SA","12/31/2020","252","3,326",""
"Corient Capital Partners, LLC","12/31/2020","252","3,318",""
"Cetera Investment Advisers","12/31/2020","252","3,314",""
"LANDAAS & CO /WI /ADV","12/31/2020","247","3,255",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2020","247","3,248",""
"Vident Investment Advisory, LLC","12/31/2020","245","3,231",""
"KLCM Advisors, Inc.","12/31/2020","245","3,221",""
"SMITH, MOORE & CO.","12/31/2020","240","3,157",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2020","238","3,136",""
"GRIFFIN ASSET MANAGEMENT, INC.","12/31/2020","237","3,117",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2020","234","3,079",""
"Bay Colony Advisory Group, Inc d/b/a Bay Colony Advisors","12/31/2020","231","3,035",""
"Archetype Wealth Partners, LLC","12/31/2020","228","3,000",""
"TWO SIGMA INVESTMENTS, LP","12/31/2020","228","3,000","put"
"BLUESTEIN R H & CO","12/31/2020","228","3,000",""
"Knights of Columbus Asset Advisors LLC","12/31/2020","228","2,996",""
"AFT, FORSYTH & COMPANY, INC.","12/31/2020","223","2,936",""
"BOSTON PRIVATE WEALTH LLC","12/31/2020","223","2,928",""
"FDx Advisors, Inc.","12/31/2020","220","2,891",""
"Bogart Wealth, LLC","12/31/2020","217","2,860",""
"Ethic Inc.","12/31/2020","215","2,822",""
"Sawtooth Solutions, LLC","12/31/2020","214","2,816",""
"PATTEN & PATTEN INC/TN","12/31/2020","212","2,783",""
"Cordasco Financial Network","12/31/2020","210","2,767",""
"Magnus Financial Group LLC","12/31/2020","210","2,765",""
"Veriti Management LLC","12/31/2020","210","2,765",""
"CAPROCK Group, Inc.","12/31/2020","208","2,730",""
"Cutler Group LP","12/31/2020","1","2,400","put"
"CAPTRUST FINANCIAL ADVISORS","12/31/2020","175","2,308",""
"Investors Research Corp","12/31/2020","164","2,157",""
"QUADRANT CAPITAL GROUP LLC","12/31/2020","160","2,099",""
"Parallel Advisors, LLC","12/31/2020","159","2,096",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2020","158","2,075",""
"Lindbrook Capital, LLC","12/31/2020","153","2,008",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2020","128","1,678",""
"JNBA Financial Advisors","12/31/2020","120","1,575",""
"Steward Partners Investment Advisory, LLC","12/31/2020","117","1,534",""
"PANAGORA ASSET MANAGEMENT INC","12/31/2020","110","1,446",""
"Valeo Financial Advisors, LLC","12/31/2020","106","1,400",""
"WEBSTER BANK, N. A.","12/31/2020","106","1,400",""
"Sandy Spring Bank","12/31/2020","104","1,374",""
"BDO Wealth Advisors, LLC","12/31/2020","103","1,358",""
"Bartlett & Co. LLC","12/31/2020","101","1,330",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2020","101","1,330",""
"Allworth Financial LP","12/31/2020","99","1,300",""
"TRUST CO OF VERMONT","12/31/2020","98","1,280",""
"Iron Horse Wealth Management, LLC","12/31/2020","90","1,180",""
"EDMOND DE ROTHSCHILD HOLDING S.A.","12/31/2020","89","1,170",""
"Sutton Wealth Advisors Inc.","12/31/2020","83","1,095",""
"Sowell Financial Services LLC","12/31/2020","79","1,034",""
"WASHINGTON TRUST Co","12/31/2020","76","1,000",""
"Firestone Capital Management","12/31/2020","76","1,000",""
"Graves-Light Private Wealth Management, Inc.","12/31/2020","76","1,000",""
"Advisory Services Network, LLC","12/31/2020","75","990",""
"JJJ Advisors Inc.","12/31/2020","70","920",""
"Hudock, Inc.","12/31/2020","67","892",""
"FORA Capital, LLC","12/31/2020","66","869",""
"Pacifica Partners Inc.","12/31/2020","62","824",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2020","61","808",""
"Bray Capital Advisors","12/31/2020","61","800",""
"Cowen Prime Services LLC","12/31/2020","57","753",""
"HUNTINGTON NATIONAL BANK","12/31/2020","53","694",""
"Cutler Group LP","12/31/2020","45","600",""
"Princeton Global Asset Management LLC","12/31/2020","46","600",""
"American Portfolios Advisors","12/31/2020","45","595",""
"Perigon Wealth Management, LLC","12/31/2020","41","543",""
"KINGS POINT CAPITAL MANAGEMENT","12/31/2020","39","518",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2020","39","513",""
"WHITTIER TRUST CO","12/31/2020","31","405",""
"Reby Advisors, LLC","12/31/2020","30","397",""
"CenterStar Asset Management, LLC","12/31/2020","28","370",""
"Winch Advisory Services, LLC","12/31/2020","27","350",""
"Compagnie Lombard Odier SCmA","12/31/2020","26","340",""
"INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC","12/31/2020","26","339",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2020","25","331",""
"Zions Bancorporation, N.A.","12/31/2020","24","317",""
"Bedel Financial Consulting, Inc.","12/31/2020","20","260",""
"PROEQUITIES, INC.","12/31/2020","19","250",""
"TRUE Private Wealth Advisors","12/31/2020","17","233",""
"Sargent Bickham Lagudis LLC","12/31/2020","16","211",""
"Sargent Bickham Lagudis LLC","12/31/2020","19","211",""
"Cutler Group LP","12/31/2020","0","200","call"
"ATLAS CAPITAL ADVISORS LLC","12/31/2020","14","190",""
"McIlrath & Eck, LLC","12/31/2020","12","160",""
"Focused Wealth Management, Inc","12/31/2020","11","150",""
"Leelyn Smith, LLC","12/31/2020","11","150",""
"Financial Avengers, Inc.","12/31/2020","11","150",""
"BlackRock Inc.","12/31/2020","11","149",""
"NEXT Financial Group, Inc","12/31/2020","11","144",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2020","10","138",""
"Berman Capital Advisors, LLC","12/31/2020","10","132",""
"PNC Financial Services Group, Inc.","12/31/2020","10","130",""
