"Manager","Report Date","Value ($000)","Shares","Option Type"
"Laurel Wealth Advisors, Inc.","12/31/2018","509","10,244",""
"Independent Advisor Alliance","12/31/2018","500","10,062",""
"BLUESTEIN R H & CO","12/31/2018","497","10,000",""
"Stonehage Fleming Financial Services Holdings Ltd","12/31/2018","497","10,000",""
"Hanson & Doremus Investment Management","12/31/2018","495","9,960",""
"TCG Advisors, LP","12/31/2018","492","9,902",""
"BOSTON ADVISORS LLC","12/31/2018","485","9,757",""
"STATE STREET CORP","12/31/2018","481","9,666",""
"First Allied Advisory Services, Inc.","12/31/2018","477","9,626",""
"FineMark National Bank & Trust","12/31/2018","475","9,547",""
"IFP Advisors, Inc","12/31/2018","472","9,536",""
"QUADRANT CAPITAL GROUP LLC","12/31/2018","456","9,451",""
"Bogart Wealth, LLC","12/31/2018","469","9,445",""
"Hemenway Trust Co LLC","12/31/2018","464","9,325",""
"Cubist Systematic Strategies, LLC","12/31/2018","453","9,111",""
"Ashfield Capital Partners, LLC","12/31/2018","448","9,017",""
"Magnetar Financial LLC","12/31/2018","446","8,980",""
"Financial Architects, Inc","12/31/2018","439","8,827",""
"WHITTIER TRUST CO","12/31/2018","433","8,705",""
"Cutler Group LP","12/31/2018","0","8,700","call"
"SeaCrest Wealth Management, LLC","12/31/2018","422","8,490",""
"CRA Financial Services, LLC","12/31/2018","420","8,442",""
"LOWE BROCKENBROUGH & CO INC","12/31/2018","418","8,400",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2018","416","8,364",""
"Moloney Securities Asset Management, LLC","12/31/2018","415","8,339",""
"JOHNSON INVESTMENT COUNSEL INC","12/31/2018","413","8,306",""
"Newman Dignan & Sheerar, Inc.","12/31/2018","403","8,110",""
"Verition Fund Management LLC","12/31/2018","402","8,086",""
"TFG Advisers LLC","12/31/2018","398","8,020",""
"Henry James International Management Inc.","12/31/2018","390","7,836",""
"SUNTRUST BANKS INC","12/31/2018","386","7,762",""
"Snowden Capital Advisors LLC","12/31/2018","380","7,650",""
"Wealth Management Associates, Inc.","12/31/2018","375","7,546",""
"SIGNATUREFD, LLC","12/31/2018","375","7,542",""
"Checchi Capital Advisers, LLC","12/31/2018","363","7,303",""
"GIRARD PARTNERS LTD.","12/31/2018","360","7,257",""
"BENJAMIN F. EDWARDS & COMPANY, INC.","12/31/2018","360","7,246",""
"Resource Management, LLC","12/31/2018","359","7,227",""
"ASPIRIANT, LLC","12/31/2018","356","7,184",""
"Highlander Capital Management, LLC","12/31/2018","354","7,052",""
"LEAVELL INVESTMENT MANAGEMENT, INC.","12/31/2018","337","6,783",""
"Dean Capital Investments Management, LLC","12/31/2018","328","6,595",""
"Regal Investment Advisors LLC","12/31/2018","326","6,563",""
"IHT Wealth Management, LLC","12/31/2018","320","6,439",""
"PRIVATE ASSET MANAGEMENT INC","12/31/2018","319","6,424",""
"Kovack Advisors, Inc.","12/31/2018","318","6,393",""
"Surevest Inc.","12/31/2018","317","6,381",""
"AlphaCrest Capital Management LLC","12/31/2018","316","6,354",""
"MITCHELL CAPITAL MANAGEMENT CO","12/31/2018","313","6,286",""
"TRUE Private Wealth Advisors","12/31/2018","312","6,279",""
"WEDGEWOOD PARTNERS INC","12/31/2018","311","6,275",""
"Nachman Norwood & Parrott, Inc","12/31/2018","310","6,236",""
"THOMAS WHITE INTERNATIONAL LTD","12/31/2018","308","6,200",""
"Cypress Capital Group","12/31/2018","304","6,120",""
"CONDOR CAPITAL MANAGEMENT","12/31/2018","303","6,100",""
"PARK CIRCLE Co","12/31/2018","298","6,000",""
"Jacobi Capital Management LLC","12/31/2018","297","5,971",""
"Aft, Forsyth & Company, Inc.","12/31/2018","297","5,965",""
"Arete Wealth Advisors, LLC","12/31/2018","296","5,946",""
"Abbot Financial Management, Inc.","12/31/2018","295","5,930",""
"BANCED CORP","12/31/2018","294","5,921",""
"Mirae Asset Global Investments Co., Ltd.","12/31/2018","289","5,809",""
"BROWN ADVISORY INC","12/31/2018","282","5,663",""
"Chicago Capital, LLC","12/31/2018","281","5,654",""
"Beacon Pointe Wealth Advisors, LLC","12/31/2018","280","5,649",""
"GREAT VALLEY ADVISOR GROUP, INC.","12/31/2018","281","5,647",""
"McIlrath & Eck, LLC","12/31/2018","281","5,644",""
"RAYMOND JAMES TRUST N.A.","12/31/2018","279","5,609",""
"Baystate Wealth Management LLC","12/31/2018","304","5,580",""
"Valmark Advisers, Inc.","12/31/2018","277","5,567",""
"COMMERCE BANK","12/31/2018","276","5,548",""
"HOYLECOHEN, LLC","12/31/2018","273","5,500",""
"OPPENHEIMER & CO INC","12/31/2018","273","5,495",""
"LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA","12/31/2018","272","5,466",""
"BNP PARIBAS ARBITRAGE, SA","12/31/2018","268","5,400",""
"BURNS J W & CO INC/NY","12/31/2018","265","5,332",""
"PEAK6 Investments LLC","12/31/2018","264","5,300","put"
"Bristol Gate Capital Partners Inc.","12/31/2018","255","5,132",""
"JANE STREET GROUP, LLC","12/31/2018","254","5,100","put"
"Wolff Financial Management LLC","12/31/2018","251","5,054",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2018","249","5,000",""
"KARPAS STRATEGIES, LLC","12/31/2018","249","5,000",""
"X-Square Capital, LLC","12/31/2018","248","4,988",""
"BECK MACK & OLIVER LLC","12/31/2018","244","4,900",""
"Cetera Advisors LLC","12/31/2018","246","4,866",""
"FORT WASHINGTON INVESTMENT ADVISORS INC /OH/","12/31/2018","239","4,800",""
"PINNACLE FINANCIAL PARTNERS INC","12/31/2018","239","4,798",""
"LifePlan Financial Group, Inc","12/31/2018","236","4,756",""
"WASHINGTON TRUST Co","12/31/2018","226","4,549",""
"Chicago Partners Investment Group LLC","12/31/2018","236","4,549",""
"Sawtooth Solutions, LLC","12/31/2018","222","4,450",""
"Sustainable Insight Capital Management, LLC","12/31/2018","219","4,400",""
"Sheaff Brock Investment Advisors, LLC","12/31/2018","219","4,396",""
"Financial Gravity Companies, Inc.","12/31/2018","246","4,369",""
"Inscription Capital, LLC","12/31/2018","216","4,338",""
"Cetera Advisor Networks LLC","12/31/2018","215","4,315",""
"MILES CAPITAL, INC.","12/31/2018","215","4,315",""
"QCM Cayman, Ltd.","12/31/2018","214","4,301",""
"Enlightenment Research, LLC","12/31/2018","214","4,300",""
"Buckingham Asset Management, LLC","12/31/2018","210","4,227",""
"Bay Harbor Wealth Management, LLC","12/31/2018","209","4,211",""
"Voya Investment Management LLC","12/31/2018","208","4,187",""
"Geneos Wealth Management Inc.","12/31/2018","205","4,141",""
"Belpointe Asset Management LLC","12/31/2018","205","4,116",""
"TRUEWEALTH LLC","12/31/2018","203","4,088",""
"ARROW FINANCIAL CORP","12/31/2018","203","4,066",""
"BARCLAYS PLC","12/31/2018","194","3,900","call"
"Sargent Bickham Lagudis LLC","12/31/2018","186","3,743",""
"CITIGROUP INC","12/31/2018","184","3,700","put"
"Quantbot Technologies LP","12/31/2018","164","3,303",""
"Cornerstone Advisors, Inc.","12/31/2018","161","3,244",""
"Parallax Volatility Advisers, L.P.","12/31/2018","155","3,121",""
"UBS ASSET MANAGEMENT AMERICAS INC","12/31/2018","154","3,113",""
"OSSIAM","12/31/2018","145","2,912",""
"Advisory Services Network, LLC","12/31/2018","144","2,887",""
"MUFG Americas Holdings Corp","12/31/2018","136","2,737",""
"RATIONAL ADVISORS LLC","12/31/2018","134","2,700",""
"MIROVA","12/31/2018","131","2,627",""
"Omnia Family Wealth, LLC","12/31/2018","124","2,504",""
"Compagnie Lombard Odier SCmA","12/31/2018","124","2,500",""
"PATHSTONE FAMILY OFFICE, LLC","12/31/2018","123","2,474",""
"BROWN BROTHERS HARRIMAN & CO","12/31/2018","119","2,400",""
"Legacy Financial Advisors, Inc.","12/31/2018","119","2,391",""
"Quad-Cities Investment Group, LLC","12/31/2018","118","2,375",""
"Cribstone Capital Management, LLC","12/31/2018","114","2,295",""
"OSTRUM ASSET MANAGEMENT U.S., LLC","12/31/2018","112","2,255",""
"Private Capital Group, LLC","12/31/2018","112","2,250",""
"Ropes Wealth Advisors LLC","12/31/2018","110","2,210",""
"Vigilant Capital Management, LLC","12/31/2018","109","2,200",""
"Cutler Group LP","12/31/2018","109","2,200",""
"Pinnacle Bank","12/31/2018","109","2,190",""
"Parallel Advisors, LLC","12/31/2018","107","2,152",""
"FTB Advisors, Inc.","12/31/2018","103","2,063",""
"Proficio Capital Partners LLC","12/31/2018","101","2,023",""
"FIRST MANHATTAN CO","12/31/2018","97","1,970",""
"INSTITUTIONAL & FAMILY ASSET MANAGEMENT, LLC","12/31/2018","96","1,931",""
"Bremer Trust National Association","12/31/2018","94","1,880",""
"Jackson, Grant Investment Advisers, Inc.","12/31/2018","93","1,869",""
"Valeo Financial Advisors, LLC","12/31/2018","89","1,791",""
"BlackRock Inc.","12/31/2018","87","1,742",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2018","85","1,726",""
"REGIONS FINANCIAL CORP","12/31/2018","82","1,642",""
"FIRST HAWAIIAN BANK","12/31/2018","81","1,632",""
"Norway Savings Bank","12/31/2018","74","1,479",""
"FinTrust Capital Advisors, LLC","12/31/2018","72","1,436",""
"Global Retirement Partners, LLC","12/31/2018","70","1,409",""
"River Wealth Advisors LLC","12/31/2018","67","1,352",""
"FIRST FINANCIAL CORP /IN/","12/31/2018","67","1,345",""
"PNC Financial Services Group, Inc.","12/31/2018","66","1,334",""
"HUNTINGTON NATIONAL BANK","12/31/2018","63","1,267",""
"Lindbrook Capital, LLC","12/31/2018","57","1,159",""
"Alera Investment Advisors, LLC","12/31/2018","57","1,142",""
"BESSEMER GROUP INC","12/31/2018","55","1,100",""
"Financial Architects, Inc","12/31/2018","50","1,000","put"
"CAPTRUST FINANCIAL ADVISORS","12/31/2018","49","993",""
"Sterling Investment Advisors, Ltd.","12/31/2018","48","978",""
"Lenox Wealth Advisors, LLC","12/31/2018","47","942",""
"Ferris Capital, LLC","12/31/2018","47","940",""
"ADVANTAGE INVESTMENT MANAGEMENT, LLC","12/31/2018","46","919",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2018","45","902",""
"Aevitas Wealth Management, Inc.","12/31/2018","45","900",""
"Walleye Trading LLC","12/31/2018","45","900","put"
"SYNOVUS FINANCIAL CORP","12/31/2018","42","853",""
"North Star Investment Management Corp.","12/31/2018","41","828",""
"BRONFMAN E.L. ROTHSCHILD, L.P.","12/31/2018","40","809",""
"Covington Capital Management","12/31/2018","37","750",""
"ASSETMARK, INC","12/31/2018","35","708",""
"COUNTRY TRUST BANK","12/31/2018","35","700",""
"HALL LAURIE J TRUSTEE","12/31/2018","39","700",""
"FIFTH THIRD BANCORP","12/31/2018","33","666",""
"Winslow, Evans & Crocker, Inc.","12/31/2018","34","650",""
"Hanson McClain, Inc.","12/31/2018","32","640",""
"CITY HOLDING CO","12/31/2018","30","612",""
"Bedel Financial Consulting, Inc.","12/31/2018","30","600",""
"FIRST NATIONAL CORP /MA/ /ADV","12/31/2018","30","596",""
"Balentine LLC","12/31/2018","30","595",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2018","29","587",""
"MARK SHEPTOFF FINANCIAL PLANNING, LLC","12/31/2018","28","565",""
"Capital Investment Advisory Services, LLC","12/31/2018","27","550",""
"Anchor Investment Management, LLC","12/31/2018","26","535",""
"SevenBridge Financial Group, LLC","12/31/2018","26","531",""
"AdvisorNet Financial, Inc","12/31/2018","25","512",""
"PROEQUITIES, INC.","12/31/2018","25","508",""
"ADIRONDACK TRUST CO","12/31/2018","23","458",""
"Bruderman Asset Management, LLC","12/31/2018","22","442",""
"Arbor Wealth Management, LLC","12/31/2018","22","438",""
"Parkside Financial Bank & Trust","12/31/2018","21","421",""
"WEBSTER BANK, N. A.","12/31/2018","21","418",""
"JOYN Advisors, Inc.","12/31/2018","20","408",""
"Capital Analysts, LLC","12/31/2018","19","390",""
"American Portfolios Advisors","12/31/2018","19","386",""
"BDO Wealth Advisors, LLC","12/31/2018","18","370",""
"Royal Fund Management, LLC","12/31/2018","18","370",""
"Truehand, Inc","12/31/2018","18","366",""
"Ledyard National Bank","12/31/2018","17","340",""
"Aspire Private Capital, LLC","12/31/2018","16","330",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2018","16","329",""
"WEST PACES ADVISORS INC.","12/31/2018","14","300",""
"Cascade Investment Advisors, Inc.","12/31/2018","14","300",""
"WELLS FARGO & COMPANY/MN","12/31/2018","0","300","put"
"Mondrian Investment Partners LTD","12/31/2018","20","289",""
"Executive Wealth Management, LLC","12/31/2018","14","289",""
"Prestige Wealth Management Group LLC","12/31/2018","14","289",""
"Oakworth Capital, Inc.","12/31/2018","14","280",""
"Evolution Wealth Advisors, LLC","12/31/2018","13","269",""
"EXANE DERIVATIVES","12/31/2018","3","250","call"
"Avondale Wealth Management","12/31/2018","12","246",""
"Riggs Asset Managment Co. Inc.","12/31/2018","12","245",""
"EARNEST PARTNERS LLC","12/31/2018","12","241",""
"Capital Advisors, Ltd. LLC","12/31/2018","12","233",""
"Washington Trust Bank","12/31/2018","11","230",""
"Patten Group, Inc.","12/31/2018","11","230",""
"Squar Milner Financial Services LLC","12/31/2018","11","217",""
"CNB BANK","12/31/2018","11","215",""
"Sound Income Strategies, LLC","12/31/2018","10","200",""
"Cutler Group LP","12/31/2018","0","200","put"
"Glassman Wealth Services","12/31/2018","10","200",""
"Carroll Financial Associates, Inc.","12/31/2018","9","184",""
"VALLEY NATIONAL ADVISERS INC","12/31/2018","9","177",""
"Kore Private Wealth LLC","12/31/2018","9","175",""
"Essex Savings Bank","12/31/2018","9","173",""
"Gradient Investments LLC","12/31/2018","8","170",""
"Kistler-Tiffany Companies, LLC","12/31/2018","8","163",""
"Bray Capital Advisors","12/31/2018","7","150",""
"We Are One Seven, LLC","12/31/2018","7","144",""
"Prime Capital Investment Advisors, LLC","12/31/2018","7","137",""
"Thomas J. Herzfeld Advisors, Inc.","12/31/2018","7","133",""
"St. Johns Investment Management Company, LLC","12/31/2018","6","126",""
"Berman Capital Advisors, LLC","12/31/2018","6","121",""
"Parisi Gray Wealth Management","12/31/2018","6","114",""
"Black Swift Group, LLC","12/31/2018","5","108",""
"Ipswich Investment Management Co., Inc.","12/31/2018","5","106",""
"PRINCETON CAPITAL MANAGEMENT LLC","12/31/2018","5","105",""
"Claybrook Capital, LLC","12/31/2018","5","103",""
"Well Done, LLC","12/31/2018","5","103",""
"OGOREK ANTHONY JOSEPH /NY/ /ADV","12/31/2018","4","100",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2018","5","97",""
"Global Wealth Management Investment Advisory, Inc.","12/31/2018","5","95",""
"FTB Advisors, Inc.","12/31/2018","4","94",""
"Capital Financial Planning, LLC","12/31/2018","4","84",""
"Sterling Global Strategies LLC","12/31/2018","3","75",""
"QCI ASSET MANAGEMENT INC/NY","12/31/2018","4","74",""
"BerganKDV Wealth Management, LLC","12/31/2018","4","72",""
"FIRST INTERSTATE BANK","12/31/2018","3","70",""
"TCI Wealth Advisors, Inc.","12/31/2018","3","68",""
"Cerebellum GP, LLC","12/31/2018","3","63",""
"Vectors Research Management, LLC","12/31/2018","3","62",""
"DUBUQUE BANK & TRUST CO","12/31/2018","3","58",""
"Lee Financial Co","12/31/2018","3","58",""
"Tradewinds Capital Management, LLC","12/31/2018","3","55",""
"Taylor Hoffman Wealth Management","12/31/2018","2","50",""
"Spectrum Management Group, Inc.","12/31/2018","2","46",""
"YorkBridge Wealth Partners, LLC","12/31/2018","2","46",""
"Nelson Roberts Investment Advisors, LLC","12/31/2018","2","43",""
"HWG Holdings LP","12/31/2018","2","42",""
"Tortoise Investment Management, LLC","12/31/2018","2","39",""
"MARINO, STRAM & ASSOCIATES LLC","12/31/2018","2","39",""
"Cresset Asset Management, LLC","12/31/2018","2","38",""
"Rehmann Capital Advisory Group","12/31/2018","1","35",""
"CX Institutional","12/31/2018","2","32",""
"West Oak Capital, LLC","12/31/2018","1","28",""
"TRUSTMARK NATIONAL BANK TRUST DEPARTMENT","12/31/2018","1","27",""
"Sontag Advisory, LLC","12/31/2018","1","22",""
"Tower Research Capital LLC (TRC)","12/31/2018","1","21",""
"Global Trust Asset Management, LLC","12/31/2018","0","4",""
"AUA CAPITAL MANAGEMENT, LLC","12/31/2018","0","4",""
"Johnson Financial Group, Inc.","12/31/2018","0","2",""
"Avestar Capital, LLC","12/31/2018","0","0",""
