"Manager","Report Date","Value ($000)","Shares","Option Type"
"CITADEL ADVISORS LLC","12/31/2021","41,496","541,157",""
"Parallax Volatility Advisers, L.P.","12/31/2021","40,257","525,000","put"
"Zurcher Kantonalbank (Zurich Cantonalbank)","12/31/2021","39,443","521,695",""
"Hillsdale Investment Management Inc.","12/31/2021","39,092","509,225",""
"WOLVERINE TRADING, LLC","12/31/2021","37,250","488,200","put"
"Neuberger Berman Group LLC","12/31/2021","36,320","467,847",""
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC","12/31/2021","35,667","464,909",""
"Cumberland Partners Ltd","12/31/2021","33,625","438,497",""
"Twin Tree Management, LP","12/31/2021","31,784","414,500","call"
"MILLENNIUM MANAGEMENT LLC","12/31/2021","37,567","388,000","put"
"Heathbridge Capital Management Ltd.","12/31/2021","29,582","386,725",""
"NICOLA WEALTH MANAGEMENT LTD.","12/31/2021","29,185","380,300",""
"ROYAL BANK OF CANADA","12/31/2021","27,950","364,500","call"
"WELCH & FORBES LLC","12/31/2021","27,860","363,329",""
"SIG North Trading, ULC","12/31/2021","27,644","360,000","call"
"M&T Bank Corp","12/31/2021","27,379","357,075",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","24,668","321,700","put"
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","24,668","321,700","put"
"ROYAL LONDON ASSET MANAGEMENT LTD","12/31/2021","24,610","320,938",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2021","24,142","314,843",""
"CITADEL ADVISORS LLC","12/31/2021","23,740","309,600","call"
"BANK OF MONTREAL /CAN/","12/31/2021","23,094","300,000","put"
"Rempart Asset Management Inc.","12/31/2021","22,748","296,912",""
"PEAK6 Investments LLC","12/31/2021","22,115","288,400","call"
"Crossmark Global Holdings, Inc.","12/31/2021","21,912","285,758",""
"JANE STREET GROUP, LLC","12/31/2021","21,156","275,900","call"
"Polar Capital Holdings Plc","12/31/2021","23,758","274,607",""
"SHELL ASSET MANAGEMENT CO","12/31/2021","20,830","271,312",""
"RAYMOND JAMES & ASSOCIATES","12/31/2021","20,779","270,689",""
"Baskin Financial Services Inc.","12/31/2021","20,733","270,582",""
"BI Asset Management Fondsmaeglerselskab A/S","12/31/2021","20,547","267,621",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2021","20,490","267,208",""
"First Long Island Investors, LLC","12/31/2021","20,470","266,957",""
"HAP Trading, LLC","12/31/2021","539","264,200","put"
"DORCHESTER WEALTH MANAGEMENT Co","12/31/2021","20,159","263,543",""
"GODSEY & GIBB ASSOCIATES","12/31/2021","20,008","260,931",""
"WESTPAC BANKING CORP","12/31/2021","25,046","258,269",""
"UNITED SERVICES AUTOMOBILE ASSOCIATION","12/31/2021","19,018","248,055",""
"BAROMETER CAPITAL MANAGEMENT INC.","12/31/2021","22,880","238,040",""
"HighTower Advisors, LLC","12/31/2021","17,988","234,519",""
"K.J. Harrison & Partners Inc","12/31/2021","17,775","232,005",""
"MILLENNIUM MANAGEMENT LLC","12/31/2021","17,161","223,679",""
"NATIXIS","12/31/2021","16,068","209,251",""
"BLAIR WILLIAM & CO/IL","12/31/2021","15,771","205,673",""
"COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS","12/31/2021","15,652","203,864",""
"Parallax Volatility Advisers, L.P.","12/31/2021","15,405","200,900","call"
"MILLENNIUM MANAGEMENT LLC","12/31/2021","19,396","200,000","call"
"Polar Asset Management Partners Inc.","12/31/2021","15,352","200,000","call"
"AlphaCrest Capital Management LLC","12/31/2021","15,011","195,763",""
"Ilmarinen Mutual Pension Insurance Co","12/31/2021","14,823","194,236",""
"PCJ Investment Counsel Ltd.","12/31/2021","14,150","184,422",""
"Parsec Financial Management, Inc.","12/31/2021","13,649","177,999",""
"ClariVest Asset Management LLC","12/31/2021","13,456","175,260",""
"DAVIS-REA LTD.","12/31/2021","12,668","165,351",""
"WELLINGTON MANAGEMENT GROUP LLP","12/31/2021","12,558","163,575",""
"Artemis Investment Management LLP","12/31/2021","12,427","162,153",""
"CITIGROUP INC","12/31/2021","12,284","160,000","call"
"VIRGINIA RETIREMENT SYSTEMS ET AL","12/31/2021","12,108","157,700",""
"Qube Research & Technologies Ltd","12/31/2021","11,783","153,659",""
"Waratah Capital Advisors Ltd.","12/31/2021","11,530","150,365",""
"American Assets Investment Management, LLC","12/31/2021","11,502","150,000",""
"STRS OHIO","12/31/2021","11,193","145,800",""
"Rockefeller Capital Management L.P.","12/31/2021","10,884","141,951",""
"SUSQUEHANNA FUNDAMENTAL INVESTMENTS, LLC","12/31/2021","10,762","140,357",""
"Twin Tree Management, LP","12/31/2021","10,062","131,222",""
"Community Financial Services Group, LLC","12/31/2021","10,051","131,082",""
"AMERIPRISE FINANCIAL INC","12/31/2021","8,886","127,264",""
"Mitsubishi UFJ Trust & Banking Corp","12/31/2021","15,655","126,709",""
"COMMONWEALTH EQUITY SERVICES, LLC","12/31/2021","9,672","126,137",""
"Azimuth Capital Management LLC","12/31/2021","9,419","122,834",""
"Investment Management Corp of Ontario","12/31/2021","8,836","115,230",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2021","8,749","114,101",""
"LPL Financial LLC","12/31/2021","8,698","113,432",""
"NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO","12/31/2021","8,609","112,262",""
"HSBC HOLDINGS PLC","12/31/2021","10,647","110,000","call"
"BARCLAYS PLC","12/31/2021","8,356","108,967",""
"BARCLAYS PLC","12/31/2021","8,356","108,967",""
"Eagle Ridge Investment Management","12/31/2021","8,215","107,131",""
"Candriam Luxembourg S.C.A.","12/31/2021","8,204","106,860",""
"Creative Planning","12/31/2021","8,101","105,646",""
"Walleye Trading LLC","12/31/2021","7,998","104,300","call"
"FIDUCIARY TRUST CO","12/31/2021","7,862","102,526",""
"M. Kulyk & Associates, LLC","12/31/2021","7,577","98,811",""
"TDAM USA INC.","12/31/2021","7,496","97,763",""
"MEAG MUNICH ERGO, Kapitalanlagegesellschaft mbH","12/31/2021","7,445","97,550",""
"Cutler Group LP","12/31/2021","476","92,400","call"
"JCIC Asset Management Inc.","12/31/2021","7,042","91,755",""
"Ensign Peak Advisors, Inc","12/31/2021","6,753","87,953",""
"HAP Trading, LLC","12/31/2021","272","87,800","call"
"ADELL HARRIMAN & CARPENTER INC","12/31/2021","6,646","86,672",""
"Cutler Group LP","12/31/2021","138","86,200","put"
"Lorne Steinberg Wealth Management Inc.","12/31/2021","6,536","85,438",""
"Beaton Management Co. Inc.","12/31/2021","6,470","84,378",""
"Te Ahumairangi Investment Management Ltd","12/31/2021","6,307","82,152",""
"STIFEL FINANCIAL CORP","12/31/2021","6,293","82,063",""
"Summit Global Investments","12/31/2021","6,170","80,463",""
"DSM Capital Partners LLC","12/31/2021","6,112","79,722",""
"Balyasny Asset Management LLC","12/31/2021","5,943","77,500","put"
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","12/31/2021","5,883","77,111",""
"Coastline Trust Co","12/31/2021","5,909","77,060",""
"Insight Folios Inc","12/31/2021","5,861","76,435",""
"VAN ECK ASSOCIATES CORP","12/31/2021","5,768","75,152",""
"ENVESTNET ASSET MANAGEMENT INC","12/31/2021","5,651","73,701",""
"LVM CAPITAL MANAGEMENT LTD/MI","12/31/2021","5,649","73,676",""
"Eastover Investment Advisors LLC","12/31/2021","5,636","73,498",""
"HENNESSY ADVISORS INC","12/31/2021","5,590","72,900",""
"JTC Employer Solutions Trustee Ltd","12/31/2021","5,441","71,548",""
"PRICE T ROWE ASSOCIATES INC /MD/","12/31/2021","5,228","68,094",""
"NewSquare Capital LLC","12/31/2021","5,026","65,549",""
"GIRARD PARTNERS LTD.","12/31/2021","4,959","64,679",""
"NATIXIS ADVISORS, L.P.","12/31/2021","4,690","61,166",""
"CLARET ASSET MANAGEMENT Corp","12/31/2021","4,677","60,959",""
"ADVISOR GROUP HOLDINGS, INC.","12/31/2021","4,639","60,447",""
"WOLVERINE TRADING, LLC","12/31/2021","4,525","59,300","call"
"Quantbot Technologies LP","12/31/2021","4,528","59,061",""
"Nuveen Asset Management, LLC","12/31/2021","4,468","58,270",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2021","4,420","57,639",""
"Tacita Capital Inc","12/31/2021","4,397","57,387",""
"Raymond James Financial Services Advisors, Inc.","12/31/2021","4,392","57,207",""
"UMB BANK N A/MO","12/31/2021","4,368","56,962",""
"Erste Asset Management GmbH","12/31/2021","4,308","56,697",""
"BREWIN DOLPHIN LTD","12/31/2021","4,159","54,239",""
"Rathbones Group PLC","12/31/2021","4,005","52,159",""
"Covington Investment Advisors Inc.","12/31/2021","3,980","51,898",""
"TRUST CO OF VERMONT","12/31/2021","3,918","51,096",""
"WOLVERINE TRADING, LLC","12/31/2021","3,678","48,203",""
"SIG North Trading, ULC","12/31/2021","3,652","47,733",""
"Pendal Group Ltd","12/31/2021","3,583","46,696",""
"Pacifica Partners Inc.","12/31/2021","3,573","45,168",""
"Walleye Trading LLC","12/31/2021","3,417","44,557",""
"M&R CAPITAL MANAGEMENT INC","12/31/2021","3,395","44,279",""
"Dynamic Technology Lab Private Ltd","12/31/2021","3,382","44,101",""
"WRIGHT INVESTORS SERVICE INC","12/31/2021","3,344","43,608",""
"American Research & Management Co.","12/31/2021","3,336","43,504",""
"Mirae Asset Global Investments Co., Ltd.","12/31/2021","3,258","42,486",""
"Squarepoint Ops LLC","12/31/2021","3,247","42,339",""
"Assenagon Asset Management S.A.","12/31/2021","3,242","42,228",""
"FOSTER & MOTLEY INC","12/31/2021","3,104","40,475",""
"TCWP LLC","12/31/2021","3,076","40,124",""
"Janney Montgomery Scott LLC","12/31/2021","3,070","40,033",""
"D. E. Shaw & Co., Inc.","12/31/2021","3,067","40,000","put"
"Watchman Group, Inc.","12/31/2021","2,952","38,495",""
"JANE STREET GROUP, LLC","12/31/2021","2,922","38,100","put"
"Mariner, LLC","12/31/2021","2,892","37,711",""
"Cardinal Capital Management","12/31/2021","2,823","36,821",""
"Cox Capital Mgt LLC","12/31/2021","2,802","36,539",""
"TRUIST FINANCIAL CORP","12/31/2021","2,746","35,816",""
"PARSONS CAPITAL MANAGEMENT INC/RI","12/31/2021","2,712","35,364",""
"PORTLAND INVESTMENT COUNSEL INC.","12/31/2021","2,699","35,200",""
"GRIMES & COMPANY, INC.","12/31/2021","2,534","33,044",""
"BNP PARIBAS ARBITRAGE, SA","12/31/2021","2,491","32,491",""
"Cambridge Investment Research Advisors, Inc.","12/31/2021","2,462","32,114",""
"Manitou Investment Management Ltd.","12/31/2021","2,439","31,880",""
"COMERICA BANK","12/31/2021","2,504","31,642",""
"ALBERT D MASON INC","12/31/2021","2,424","31,610",""
"WealthTrust Axiom LLC","12/31/2021","2,409","31,420",""
"Claro Advisors LLC","12/31/2021","2,397","31,258",""
"Weaver C. Barksdale & Associates, Inc.","12/31/2021","2,309","30,097",""
"HIGHLAND CAPITAL MANAGEMENT, LLC","12/31/2021","2,301","30,008",""
"Grantham, Mayo, Van Otterloo & Co. LLC","12/31/2021","2,303","30,000",""
"Delta Financial Advisors LLC","12/31/2021","2,299","29,987",""
"Cubist Systematic Strategies, LLC","12/31/2021","2,287","29,821",""
"PARK CIRCLE Co","12/31/2021","2,285","29,800",""
"Moors & Cabot, Inc.","12/31/2021","2,270","29,608",""
"ACADIAN ASSET MANAGEMENT LLC","12/31/2021","2,265","29,542",""
"CABOT WEALTH MANAGEMENT INC","12/31/2021","2,247","29,298",""
"PLIMOTH TRUST CO LLC","12/31/2021","2,236","29,160",""
"CAPITAL FUND MANAGEMENT S.A.","12/31/2021","2,235","29,157",""
"PNC Financial Services Group, Inc.","12/31/2021","2,183","28,468",""
"YOUSIF CAPITAL MANAGEMENT, LLC","12/31/2021","2,172","28,320",""
"FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","12/31/2021","2,144","27,964",""
"SECURITY NATIONAL BANK OF SIOUX CITY IOWA /IA/","12/31/2021","2,131","27,795",""
"Creegan & Nassoura Financial Group, LLC","12/31/2021","2,032","26,500",""
"RAYMOND JAMES & ASSOCIATES","12/31/2021","53","26,400","call"
"Spire Wealth Management","12/31/2021","2,023","26,384",""
"ATRIA INVESTMENTS LLC","12/31/2021","2,011","26,231",""
"PRUDENTIAL FINANCIAL INC","12/31/2021","1,957","25,506",""
"UBS Group AG","12/31/2021","1,932","25,200","put"
"ADVISOR PARTNERS LLC","12/31/2021","1,919","25,024",""
"Hudson Portfolio Management LLC","12/31/2021","1,909","24,900",""
"Integrated Wealth Concepts LLC","12/31/2021","1,896","24,723",""
"TWO SIGMA INVESTMENTS, LP","12/31/2021","1,879","24,500","call"
"Family Legacy, Inc.","12/31/2021","1,947","24,305",""
"Private Advisor Group, LLC","12/31/2021","1,840","23,991",""
"Doyle Wealth Management","12/31/2021","1,826","23,808",""
"PINEBRIDGE INVESTMENTS, L.P.","12/31/2021","2,305","23,769",""
"Gulf International Bank (UK) Ltd","12/31/2021","1,812","23,623",""
"SECURITY NATIONAL BANK OF SO DAK","12/31/2021","1,801","23,483",""
"RITHOLTZ WEALTH MANAGEMENT","12/31/2021","1,743","22,727",""
"Stratos Wealth Partners, LTD.","12/31/2021","1,718","22,408",""
"PRIO WEALTH LIMITED PARTNERSHIP","12/31/2021","1,698","22,146",""
"JB Capital LLC","12/31/2021","1,696","22,128",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2021","1,690","22,035",""
"Allspring Global Investments Holdings, LLC","12/31/2021","1,686","21,992",""
"GSB Wealth Management, LLC","12/31/2021","1,670","21,784",""
"Bard Financial Services, Inc.","12/31/2021","1,661","21,665",""
"US BANCORP \DE\","12/31/2021","1,640","21,396",""
"Cetera Advisor Networks LLC","12/31/2021","1,612","21,023",""
"Kestra Advisory Services, LLC","12/31/2021","1,608","20,965",""
"WETHERBY ASSET MANAGEMENT INC","12/31/2021","1,602","20,897",""
"KAVAR CAPITAL PARTNERS GROUP, LLC","12/31/2021","1,600","20,865",""
"Bradley Mark J.","12/31/2021","1,573","20,515",""
"SkyOak Wealth, LLC","12/31/2021","1,568","20,454",""
"HM PAYSON & CO","12/31/2021","1,561","20,352",""
"CALAMOS ADVISORS LLC","12/31/2021","1,538","20,058",""
"GLENMEDE TRUST CO NA","12/31/2021","1,524","19,907",""
"CIBC Private Wealth Group, LLC","12/31/2021","1,513","19,724",""
"Evoke Wealth, LLC","12/31/2021","1,507","19,655",""
"Qtron Investments LLC","12/31/2021","1,423","18,530",""
"HORIZON KINETICS ASSET MANAGEMENT LLC","12/31/2021","1,388","18,100",""
"Richard P Slaughter Associates Inc","12/31/2021","1,308","17,059",""
"Wealthsimple Inc.","12/31/2021","1,297","16,901",""
"Voya Investment Management LLC","12/31/2021","1,198","15,608",""
"CENTRAL TRUST Co","12/31/2021","1,187","15,473",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2021","1,184","15,442",""
"Boston Trust Walden Corp","12/31/2021","1,183","15,425",""
"LINCOLN NATIONAL CORP","12/31/2021","1,176","15,333",""
"Vident Investment Advisory, LLC","12/31/2021","1,156","15,073",""
"Polar Asset Management Partners Inc.","12/31/2021","1,151","15,000",""
"AMERICAN ASSETS INC","12/31/2021","1,150","15,000",""
"Sky Investment Group LLC","12/31/2021","1,139","14,854",""
"Perfromance Wealth Partners, LLC","12/31/2021","1,135","14,800",""
"Brinker Capital Investments, LLC","12/31/2021","1,134","14,794",""
"Steward Partners Investment Advisory, LLC","12/31/2021","1,132","14,748",""
"MBB PUBLIC MARKETS I LLC","12/31/2021","1,125","14,668",""
"COBBLESTONE CAPITAL ADVISORS LLC /NY/","12/31/2021","1,122","14,630",""
"PAYDEN & RYGEL","12/31/2021","1,104","14,400",""
"SILVERLAKE WEALTH MANAGEMENT LLC","12/31/2021","1,101","14,368",""
"Schonfeld Strategic Advisors LLC","12/31/2021","1,081","14,100",""
"BALDWIN BROTHERS LLC/MA","12/31/2021","1,079","14,078",""
"Pacer Advisors, Inc.","12/31/2021","1,072","13,974",""
"Maven Securities LTD","12/31/2021","1,065","13,900",""
"Quilter Plc","12/31/2021","1,064","13,870",""
"Lombard Odier Asset Management (Switzerland) SA","12/31/2021","1,341","13,825",""
"Essex Financial Services, Inc.","12/31/2021","1,058","13,795",""
"DONALDSON CAPITAL MANAGEMENT, LLC","12/31/2021","1,056","13,774",""
"SIGNATUREFD, LLC","12/31/2021","1,055","13,755",""
"Balyasny Asset Management LLC","12/31/2021","1,031","13,437",""
"MITCHELL CAPITAL MANAGEMENT CO","12/31/2021","1,022","13,323",""
"Community Bank, N.A.","12/31/2021","1,008","13,149",""
"D.A. DAVIDSON & CO.","12/31/2021","994","13,013",""
"KEYBANK NATIONAL ASSOCIATION/OH","12/31/2021","983","12,813",""
"COOKSON PEIRCE & CO INC","12/31/2021","977","12,742",""
"Cetera Advisors LLC","12/31/2021","973","12,689",""
"JustInvest LLC","12/31/2021","970","12,652",""
"Vontobel Holding Ltd.","12/31/2021","969","12,603",""
"Campion Asset Management","12/31/2021","961","12,528",""
"Archer Investment Corp","12/31/2021","958","12,500",""
"Plante Moran Financial Advisors, LLC","12/31/2021","952","12,412",""
"TOWER BRIDGE ADVISORS","12/31/2021","947","12,358",""
"CenterStar Asset Management, LLC","12/31/2021","836","12,100","put"
"Valmark Advisers, Inc.","12/31/2021","916","11,952",""
"Hanson & Doremus Investment Management","12/31/2021","915","11,934",""
"OPPENHEIMER & CO INC","12/31/2021","910","11,878",""
"Forum Financial Management, LP","12/31/2021","909","11,850",""
"Penobscot Investment Management Company, Inc.","12/31/2021","909","11,849",""
"New England Research & Management, Inc.","12/31/2021","897","11,700",""
"BESSEMER GROUP INC","12/31/2021","881","11,495",""
"Probity Advisors, Inc.","12/31/2021","877","11,443",""
"PINNACLE ASSOCIATES LTD","12/31/2021","876","11,425",""
"Advisors Asset Management, Inc.","12/31/2021","874","11,394",""
"MML INVESTORS SERVICES, LLC","12/31/2021","865","11,279",""
"TD PRIVATE CLIENT WEALTH LLC","12/31/2021","853","11,132",""
"Veriti Management LLC","12/31/2021","845","11,025",""
"Costello Asset Management, INC","12/31/2021","842","10,980",""
"Inlet Private Wealth, LLC","12/31/2021","836","10,900",""
"Laurel Wealth Advisors, Inc.","12/31/2021","833","10,859",""
"WESBANCO BANK INC","12/31/2021","832","10,855",""
"Malaga Cove Capital, LLC","12/31/2021","830","10,830",""
"DAVIS R M INC","12/31/2021","807","10,526",""
"Hartford Financial Management Inc.","12/31/2021","804","10,484",""
"VALLEY NATIONAL ADVISERS INC","12/31/2021","800","10,436",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","793","10,342",""
"SUSQUEHANNA INTERNATIONAL GROUP, LLP","12/31/2021","793","10,342",""
